Código ,Designación de la mercancía,Grav.,Selectivo Ad Valorem,Selectivo Específico,ITBIS*
7213.20.10, - - De sección circular y diámetro inferior a 7 mm,0,,,18
7213.20.90, - - Los demás ,20,,,18
, - Los demás:,,,,
7213.91, - - De sección circular y diámetro inferior a 14 mm:,,,,
7213.91.10, - - - De sección circular y diámetro inferior a 7 mm,0,,,18
7213.91.90, - - - Los demás,20,,,18
7213.99.00, - - Los demás,20,,,18
72.14,"Barras de hierro o acero sin alear, simplemente forjadas, laminadas o extrudidas, en caliente, así como las sometidas a torsión despues del laminado.",,,,
7214.10.00, - Forjadas,20,,,18
7214.20.00," - Con muescas, cordones, surcos o relieves, producidos en el laminado o sometidas a torsión después del laminado ",20,,,18
7214.30.00," - Las demás, de acero de fácil mecanización",20,,,18
, - Las demás:,,,,
7214.91.00, - - De sección transversal rectangular,20,,,18
7214.99.00, - - Las demás,20,,,18
72.15,Las demás barras de hierro o acero sin alear.,,,,
7215.10.00," - De acero de fácil mecanización, simplemente obtenidas o acabadas en frío",20,,,18
7215.50.00," - Las demás, simplemente obtenidas o acabadas en frío",20,,,18
7215.90.00, - Las demás,20,,,18
72.16,Perfiles de hierro o acero sin alear,,,,
7216.10.00," - Perfiles en U, en I o en H, simplemente laminados o extrudidos en caliente, de altura inferior a 80 mm",20,,,18
," - Perfiles en L o en T, simplemente laminados o extrudidos en caliente, de altura inferior a 80 mm:",,,,
7216.21.00, - - Perfiles en L,20,,,18
7216.22.00, - - Perfiles en T,20,,,18
," - Perfiles en U, en I o en H, simplemente laminados o extrudidos en caliente, de altura superior o igual a 80 mm:",,,,
7216.31.00, - - Perfiles en U,14,,,18
7216.32.00, - - Perfiles en I,14,,,18
7216.33.00, - - Perfiles en H,14,,,18
7216.40.00," - Perfiles en L o en T, simplemente laminados o extrudidos en caliente, de altura superior o igual a 80 mm",14,,,18
7216.50.00," - Los demás perfiles, simplemente laminados o extrudidos en caliente",20,,,18
, - Perfiles simplemente obtenidos o acabados en frío:,,,,
7216.61.00, - - Obtenidos a partir de productos laminados planos ,20,,,18
7216.69.00, - - Los demás,20,,,18
, - Los demás:,,,,
7216.91.00," - - Obtenidos o acabados en frío, a partir de productos laminados planos",20,,,18
7216.99.00, - - Los demás,20,,,18
72.17,Alambres de hierro o acero sin alear.,,,,
7217.10," - Sin revestir, incluso pulido:",,,,
7217.10.10, - - De sección transversal inferior o igual a 16 mm en su mayor dimensión,20,,,18
7217.10.20," - - Alambre de hierro o acero sin alear ni revestir, de sección transversal superior o igual a 1,25 mm pero inferior a 6 mm, con un contenido de carbono superior o igual a 0,6 % en peso",20,,,18
7217.10.90, - - Los demás,20,,,18
7217.20, - Cincado:,,,,
7217.20.10, - - De sección transversal inferior o igual a 16 mm en su mayor dimensión,20,,,18
7217.20.90, - - Los demás,20,,,18
7217.30, - Revestido de otro metal común:,,,,
7217.30.10, - - De sección transversal inferior o igual a 16 mm en su mayor dimensión,20,,,18
7217.30.90, - - Los demás,20,,,18
7217.90, - Los demás:,,,,
7217.90.10, - - Alambre plastificado utilizado en encuadernación,0,,,18
, - - Los demás:,,,,
7217.90.91, - - - De sección transversal inferior o igual a 16 mm en su mayor dimensión,20,,,18
7217.90.99, - - - Los demás,20,,,18
,III.- ACERO INOXIDABLE,,,,
72.18,Acero inoxidable en lingotes o demás formas primarias; productos intermedios de acero inoxidable.,,,,
7218.10.00, - Lingotes o demás formas primarias,0,,,18
, - Los demás:,,,,
7218.91.00, - - De sección transversal rectangular,0,,,18
7218.99.00, - - Los demás,0,,,18
72.19,"Productos laminados planos de acero inoxidable, de anchura superior o igual a 600 mm.",,,,
," - Simplemente laminados en caliente, enrollados:",,,,
7219.11.00, - - De espesor superior a 10 mm,0,,,18
7219.12.00," - - De espesor superior o igual a 4,75 mm pero inferior o igual a 10 mm",0,,,18
7219.13.00," - - De espesor superior o igual a 3 mm pero inferior a 4,75 mm ",0,,,18
7219.14.00, - - De espesor inferior a 3 mm,0,,,18
," - Simplemente laminados en caliente, sin enrollar:",,,,
7219.21.00, - - De espesor superior a 10 mm,3,,,18
7219.22.00," - - De espesor superior o igual a 4,75 mm pero inferior o igual a 10 mm",3,,,18
7219.23.00," - - De espesor superior o igual a 3 mm pero inferior a 4,75 mm ",3,,,18
7219.24.00, - - De espesor inferior a 3 mm,0,,,18
, - Simplemente laminados en frío:,,,,
7219.31.00," - - De espesor superior o igual a 4,75 mm",0,,,18
7219.32.00," - - De espesor superior o igual a 3 mm pero inferior a 4,75 mm ",0,,,18
7219.33.00, - - De espesor superior a 1 mm pero inferior a 3 mm,0,,,18
7219.34.00," - - De espesor superior o igual a 0,5 mm pero inferior o igual a 1 mm",0,,,18
7219.35.00," - - De espesor inferior a 0,5 mm",0,,,18
7219.90.00, -  Los demás,0,,,18
72.20,"Productos laminados planos de acero inoxidable, de anchura superior o igual a 600 mm.",,,,
, - Simplemente laminados en caliente:,,,,
7220.11.00," - - De espesor superior o igual a 4,75 mm",0,,,18
7220.12.00," - - De espesor inferior a 4,75 mm",0,,,18
7220.20.00, - Simplemente laminados en frío,0,,,18
7220.90.00, - Los demás,0,,,18
7221.00.00,Alambrón de acero inoxidable.,0,,,18
72.22,"Barras y perfiles, de acero inoxidable.",,,,
, - Barras simplemente laminadas o extrudidas en caliente:,,,,
7222.11.00, - - De sección circular,0,,,18
7222.19.00, - - Las demás,0,,,18
7222.20.00, - Barras simplemente obtenidas o acabadas en frío,0,,,18
7222.30.00, - Las demás barras,0,,,18
7222.40.00, - Perfiles,0,,,18
7223.00.00, Alambre de acero inoxidable.,0,,,18
,"IV.- LOS DEMÁS ACEROS ALEADOS; BARRAS HUECAS PARA PERFORACIÓN, DE ACERO ALEADO O SIN ALEAR",,,,
72.24, Los demás aceros aleados en lingotes o demás formas primarias; productos intermedios de los demás aceros aleados.,,,,
7224.10.00, - Lingotes o demás formas primarias,0,,,18
7224.90.00, - Los demás,0,,,18
72.25,"Productos laminados planos de los demás aceros aleados, de anchura superior o igual a 600 mm.",,,,
, - De acero al silicio llamado «magnético» (acero magnético al silicio)*:,,,,
7225.11.00, - - De grano orientado,0,,,18
7225.19.00, - - Los demás,0,,,18
7225.30.00," - Los demas, simplemente laminados en caliente, enrollados",0,,,18
7225.40.00," - Los demás, simplemente laminados en caliente, sin enrollar",0,,,18
7225.50.00," - Los demás, simplemente laminados en frío",0,,,18
, - Los demás:,,,,
7225.91.00, - - Cincados electrolíticamente ,0,,,18
7225.92.00, - - Cincados de otro modo,0,,,18
7225.99.00, - - Los demás,0,,,18
72.26,"Productos laminados planos de los demás aceros aleados, de anchura inferior a 600 mm.",,,,
, - De acero al silicio llamado «magnético» (acero magnético al silicio)*:,,,,
7226.11.00, - - De grano orientado,0,,,18
7226.19.00, - - Los demás,0,,,18
7226.20.00, - De acero rápido ,0,,,18
, - Los demás:,,,,
7226.91.00, - - Simplemente laminados en caliente,0,,,18
7226.92.00, - - Simplemente laminados en frío,0,,,18
7226.99.00, - - Los demás,0,,,18
72.27,Alambrón de los demás aceros aleados.,,,,
7227.10, - De acero rápido:,,,,
7227.10.10, - - De sección circular y diámetro inferior a 7 mm,0,,,18
7227.10.90, - - Los demás,20,,,18
7227.20, - De acero silicomanganeso:,,,,
7227.20.10, - - De sección circular y diámetro inferior a 7 mm,0,,,18
7227.20.90, - - Los demás,20,,,18
7227.90, - Los demás:,,,,
7227.90.10, - - De sección circular y diámetro inferior a 7 mm,0,,,18
7227.90.90, - - Los demás,20,,,18
72.28,"Barras y perfiles, de los demás aceros aleados; barras huecas para perforación, de acero aleados o sin alear.",,,,
7228.10.00, - Barras de acero rápido,0,,,18
7228.20.00, - Barras de acero silicomanganeso,0,,,18
7228.30.00," - Las demás barras, simplemente laminadas o extrudidas en caliente",0,,,18
7228.40.00," - Las demás barras, simplemente forjadas",0,,,18
7228.50.00," - Las demás barras, simplemente obtenidas o acabadas en frío",0,,,18
7228.60.00, - Las demás barras,0,,,18
7228.70.00, - Perfiles,0,,,18
7228.80.00, - Barras huecas para perforación,0,,,18
72.29, Alambre de los demas aceros aleados.,,,,
7229.20.00, - De acero silicomanganeso,3,,,18
7229.90.00, - Los demás,3,,,18
73.01,"Tablestacas de hierro o acero, incluso perforadas o hechas con elementos ensamblados; perfiles de hierro o acero obtenidos por soldadura.",,,,
7301.10.00, - Tablestacas,0,,,18
7301.20.00, - Perfiles,14,,,18
73.02,"Elementos para vías férreas, de fundición, hierro o acero: carriles (rieles), contracarriles (contrarrieles) y cremalleras, agujas, puntas de corazón, varillas para mando de agujas y otros elementos para cruce o cambio de vías, traviesas (durmientes), bridas, cojinetes, cuñas, placas de asiento, placas de unión, placas y tirantes de separación y demás piezas diseñadas especialmente para la colocación, unión o fijación de carriles (rieles).",,,,
7302.10.00, - Carriles (rieles),0,,,18
7302.30.00," - Agujas, puntas de corazón, varillas para mando de agujas y otros elementos para cruce o cambios de vías",0,,,18
7302.40.00, - Bridas y placas de asiento,0,,,18
7302.90.00, - Los demás,0,,,18
7303.00.00,"Tubos y perfiles huecos, de fundición.",0,,,18
73.04," Tubos y perfiles huecos, sin soldadura (sin costura)*, de hierro o acero.",,,,
, - Tubos de los tipos utilizados en oleoductos o gasoductos:,,,,
7304.11.00, - - De acero inoxidable,0,,,18
7304.19.00, - - Los demás,0,,,18
," - Tubos de entubación («casing») o de producción («tubing») y tubos de perforación, de los tipos utilizados para la extracción de petróleo o gas:",,,,
7304.22.00, - - Tubos de perforación de acero inoxidable,0,,,18
7304.23.00, - - Los demás tubos de perforación,0,,,18
7304.24.00," - - Los demás, de acero inoxidable",0,,,18
7304.29.00, - - Los demás,0,,,18
," - Los demás, de sección circular, de hierro o acero sin alear:",,,,
7304.31.00, - - Estirados o laminados en frío,0,,,18
7304.39.00, - - Los demás,0,,,18
," - Los demás, de sección circular, de acero inoxidable:",,,,
7304.41.00, - - Estirados o laminados en frío,0,,,18
7304.49.00, - - Los demás,0,,,18
," - Los demás, de sección circular, de los demás aceros aleados:",,,,
7304.51.00, - - Estirados o laminados en frío,0,,,18
7304.59.00, - - Los demás,0,,,18
7304.90.00, - Los demás,0,,,18
73.05,"Los demás tubos (por ejemplo: soldados o remachados) de sección circular con diámetro exterior superior a 406,4 mm, de hierro o acero.",,,,
, - Tubos de los tipos utilizados en oleoductos o gasoductos: ,,,,
7305.11.00, - - Soldados longitudinalmente con arco sumergido,0,,,18
7305.12.00," - - Los demás, soldados longitudinalmente",0,,,18
7305.19.00, - - Los demás,8,,,18
7305.20.00, - Tubos de entubación («casing») de los tipos utilizados para la extracción de petróleo o gas,0,,,18
," - Los demás, soldados:",,,,
7305.31.00, - - Soldados longitudinalmente ,0,,,18
7305.39.00, - - Los demás,0,,,18
7305.90.00, - Los demás,0,,,18
73.06,"Los demás tubos y perfiles huecos (por ejemplo: soldados, remachados, grapados o con los bordes simplemente aproximados),  de hierro o acero.",,,,
, - Tubos de los tipos utilizados en oleoductos o gasoductos:,,,,
7306.11.00," - - Soldados, de acero inoxidable",0,,,18
7306.19.00, - - Los demás,0,,,18
," - Tubos de entubación («casting») o de producción («tubing»), de los tipos utilizados para la extracción de petróleo o gas:",,,,
7306.21.00," - - Soldados, de acero inoxidable",8,,,18
7306.29.00, - - Los demás,8,,,18
7306.30.00," - Los demás, soldados, de sección circular, de hierro o acero sin alear",20,,,18
7306.40.00," - Los demás, soldados, de sección circular, de acero inoxidable ",0,,,18
7306.50.00," - Los demás, soldados, de sección circular, de los demás aceros aleados",20,,,18
," - Los demás, soldados, excepto los de sección circular:",,,,
7306.61.00, - - De sección cuadrada o rectangular,20,,,18
7306.69.00, - - Los demás,20,,,18
7306.90.00, - Los demás,20,,,18
73.07,"Accesorios de tubería (por ejemplo: empalmes (racores), codos, manguitos), de fundición, hierro o acero.",,,,
, - Moldeados:,,,,
7307.11.00, - - De fundición no maleable,0,,,18
7307.19.00, - - Los demás,0,,,18
," - Los demás, de acero inoxidable:",,,,
7307.21.00, - - Bridas,0,,,18
7307.22.00," - - Codos, curvas y manguitos, roscados",0,,,18
7307.23.00, - - Accesorios para soldar a tope,0,,,18
7307.29.00, - - Los demás,0,,,18
, - Los demás:,,,,
7307.91.00, - - Bridas,0,,,18
7307.92.00," - - Codos, curvas y manguitos, roscados",0,,,18
7307.93.00, - - Accesorios para soldar a tope,0,,,18
7307.99.00, - - Los demás,0,,,18
73.08,"Construcciones y sus partes (por ejemplo: puentes y sus partes, compuertas de esclusas, torres, castilletes, pilares, columnas, armazones para techumbre, techados, puertas y ventanas y sus marcos, contramarcos y umbrales, cortinas de cierre, barandillas), de fundición, hierro o acero, excepto las construcciones prefabricadas de la partida 94.06; chapas, barras, perfiles, tubos y similares, de fundición, hierro o acero, preparados para la construcción.",,,,
7308.10.00, - Puentes y sus partes,0,,,18
7308.20.00, - Torres y castilletes,0,,,18
7308.30.00," - Puertas, ventanas y sus marcos, contramarcos y umbrales",14,,,18
7308.40.00," - Material de andamiaje, encofrado, apeo o  apuntalamiento",14,,,18
7308.90, - Los demás:,,,,
7308.90.10," - - Chapas, barras, perfiles, tubos y similares, preparados para la construcción",20,,,18
7308.90.90, - - Los demás,14,,,18
7309.00.00,"Depósitos, cisternas, cubas y recipientes similares para cualquier materia (excepto gas comprimido o licuado), de fundición, hierro o acero, de capacidad superior a 300 l, sin dispositivos mecánicos ni térmicos, incluso con revestimiento interior o calorífugo.",14,,,18
73.10,"Depósitos, barriles, tambores, bidones, latas o botes, cajas y recipientes similares, para cualquier materia (excepto gas comprimido o licuado), de fundición, hierro o acero, de capacidad inferior o igual a 300 l, sin dispositivos mecánicos ni térmicos, incluso con revestimiento interior o calorífugo.",,,,
7310.10, - De capacidad superior o igual a 50 l:,,,,
7310.10.11," - - Tambores (desarmados), incluso incompletos, con capacidad de 55 galones o 208 litros",8,,,18
7310.10.19, - - Los demás,14,,,18
, - De capacidad inferior a 50 l:,,,,
7310.21.00, - - Latas o botes para ser cerrados por soldadura o rebordeado,14,,,18
7310.29, - - Los demás:,,,,
7310.29.10, - - - Envases (bidones) para transporte de leche,0,,,18
7310.29.20, - - - Cubos o cubetas para ordeño,14,,,18
7310.29.90, - - - Los demás,14,,,18
7311.00,"Recipientes para gas comprimido o licuado, de fundición hierro o acero.",,,,
7311.00.10, - Sin soldadura,8,,,18
7311.00.20," - Con soldadura, para acetileno",14,,,18
7311.00.90, - Los demás,14,,,18
73.12,"Cables, trenzas, eslingas y artículos similares, de hierro o acero, sin aislar para electricidad.",,,,
7312.10.00, - Cables,14,,,18
7312.90.00, - Los demás,14,,,18
7313.00,"Alambre de púas, de hierro o acero; alambre (simple o doble) y fleje, torcidos, incluso con púas, de hierro o acero, de los tipos utilizados para cercar.",,,,
7313.00.10, - Alambre de púas,20,,,18
7313.00.90, - Los demás,14,,,18
73.14,"Telas metálicas (incluidas las continuas o sin fin), redes y rejas, de alambre de hierro o acero; chapas y tiras, extendidas (desplegadas), de hierro o acero.",,,,
, - Telas metálicas tejidas:,,,,
7314.12.00," - - Telas metálicas continuas o sin fin, de acero inoxidable, para maquinas",14,,,18
7314.14.00," - - Las demás telas metálicas tejidas, de acero inoxidable ",14,,,18
7314.19.00, - - Las demás,20,,,18
7314.20.00," - Redes y rejas, soldadas en los puntos de cruce, de alambre cuya mayor dimensión de la sección transversal sea superior o igual a 3 mm y con malla de superficie superior o igual a 100 cm²",20,,,18
," - Las demás redes y rejas, soldadas con los puntos de cruce:",,,,
7314.31.00, - - Cincadas ,14,,,18
7314.39.00, - - Las demás,20,,,18
," - Las demás telas metálicas, redes y rejas:",,,,
7314.41.00, - - Cincadas ,20,,,18
7314.42.00, - - Revestidas de plástico,20,,,18
7314.49.00, - - Las demás,20,,,18
7314.50.00," - Chapas y tiras, extendidas (desplegadas)",20,,,18
73.15," Cadenas y sus partes, de fundición, hierro o acero.",,,,
, - Cadenas de eslabones articulados y sus partes:,,,,
7315.11, - - Cadenas de rodillos:,,,,
7315.11.10, - - - De los tipos utilizados en bicicletas o motocicletas,14,,,18
7315.11.90, - - - Las demás,0,,,18
7315.12.00, - - Las demás cadenas,14,,,18
7315.19.00, - - Partes,14,,,18
7315.20.00, - Cadenas antideslizantes,14,,,18
, - Las demás cadenas:,,,,
7315.81.00, - - Cadenas de eslabones con contrete (travesaño),14,,,18
7315.82.00," - - Las demás cadenas, de eslabones soldados",14,,,18
7315.89.00, - - Las demás,14,,,18
7315.90.00, - Las demás partes,14,,,18
7316.00.00,"Anclas, rezones y sus partes, de fundición, hierro o acero.",14,,,18
7317.00," Puntas, clavos, chinchetas (chinches), grapas apuntadas, onduladas o biseladas, y artículos similares, de fundición, hierro o acero, incluso con cabeza de otras materias, excepto de cabeza de cobre.",,,,
7317.00.10," - Grapas apuntadas, onduladas o biseladas",14,,,18
