countries,hts_code,condition
2050;2110;2150;2190;2230;2470,55052000,fta
2050;2110;2150;2190;2230;2470,55061000,fta
2050;2110;2150;2190;2230;2470,55062000,fta
2050;2110;2150;2190;2230;2470,55063000,fta
2050;2110;2150;2190;2230;2470,55064000,fta
2050;2110;2150;2190;2230;2470,55069001,fta
2050;2110;2150;2190;2230;2470,55070000,fta
2050;2110;2150;2190;2230;2470,55081000,fta
2050;2110;2150;2190;2230;2470,55082000,fta
2050;2110;2150;2190;2230;2470,55091100,fta
2050;2110;2150;2190;2230;2470,55091200,fta
2050;2110;2150;2190;2230;2470,55092100,fta
2050;2110;2150;2190;2230;2470,55092200,fta
2050;2110;2150;2190;2230;2470,55093100,fta
2050;2110;2150;2190;2230;2470,55093200,fta
2050;2110;2150;2190;2230;2470,55094100,fta
2050;2110;2150;2190;2230;2470,55094200,fta
2050;2110;2150;2190;2230;2470,55095130,fta
2050;2110;2150;2190;2230;2470,55095160,fta
2050;2110;2150;2190;2230;2470,55095200,fta
2050;2110;2150;2190;2230;2470,55095300,fta
2050;2110;2150;2190;2230;2470,55095900,fta
2050;2110;2150;2190;2230;2470,55096100,fta
2050;2110;2150;2190;2230;2470,55096200,fta
2050;2110;2150;2190;2230;2470,55096920,fta
2050;2110;2150;2190;2230;2470,55096940,fta
2050;2110;2150;2190;2230;2470,55096960,fta
2050;2110;2150;2190;2230;2470,55099100,fta
2050;2110;2150;2190;2230;2470,55099200,fta
2050;2110;2150;2190;2230;2470,55099920,fta
2050;2110;2150;2190;2230;2470,55099940,fta
2050;2110;2150;2190;2230;2470,55099960,fta
2050;2110;2150;2190;2230;2470,55101100,fta
2050;2110;2150;2190;2230;2470,55101200,fta
2050;2110;2150;2190;2230;2470,55102000,fta
2050;2110;2150;2190;2230;2470,55103000,fta
2050;2110;2150;2190;2230;2470,55109020,fta
2050;2110;2150;2190;2230;2470,55109040,fta
2050;2110;2150;2190;2230;2470,55109060,fta
2050;2110;2150;2190;2230;2470,55111000,fta
2050;2110;2150;2190;2230;2470,55112000,fta
2050;2110;2150;2190;2230;2470,55113000,fta
2050;2110;2150;2190;2230;2470,55121100,fta
2050;2110;2150;2190;2230;2470,55121900,fta
2050;2110;2150;2190;2230;2470,55122100,fta
2050;2110;2150;2190;2230;2470,55122900,fta
2050;2110;2150;2190;2230;2470,55129100,fta
2050;2110;2150;2190;2230;2470,55129900,fta
2050;2110;2150;2190;2230;2470,55131100,fta
2050;2110;2150;2190;2230;2470,55131200,fta
2050;2110;2150;2190;2230;2470,55131300,fta
2050;2110;2150;2190;2230;2470,55131900,fta
2050;2110;2150;2190;2230;2470,55132100,fta
2050;2110;2150;2190;2230;2470,55132301,fta
2050;2110;2150;2190;2230;2470,55132900,fta
2050;2110;2150;2190;2230;2470,55133100,fta
2050;2110;2150;2190;2230;2470,55133901,fta
2050;2110;2150;2190;2230;2470,55134100,fta
2050;2110;2150;2190;2230;2470,55134910,fta
2050;2110;2150;2190;2230;2470,55134920,fta
2050;2110;2150;2190;2230;2470,55134990,fta
2050;2110;2150;2190;2230;2470,55141100,fta
2050;2110;2150;2190;2230;2470,55141200,fta
2050;2110;2150;2190;2230;2470,55141910,fta
2050;2110;2150;2190;2230;2470,55141990,fta
2050;2110;2150;2190;2230;2470,55142100,fta
2050;2110;2150;2190;2230;2470,55142200,fta
2050;2110;2150;2190;2230;2470,55142300,fta
2050;2110;2150;2190;2230;2470,55142900,fta
2050;2110;2150;2190;2230;2470,55143031,fta
2050;2110;2150;2190;2230;2470,55143032,fta
2050;2110;2150;2190;2230;2470,55143033,fta
2050;2110;2150;2190;2230;2470,55143039,fta
2050;2110;2150;2190;2230;2470,55144100,fta
2050;2110;2150;2190;2230;2470,55144200,fta
2050;2110;2150;2190;2230;2470,55144300,fta
2050;2110;2150;2190;2230;2470,55144900,fta
2050;2110;2150;2190;2230;2470,55151100,fta
2050;2110;2150;2190;2230;2470,55151200,fta
2050;2110;2150;2190;2230;2470,55151305,fta
2050;2110;2150;2190;2230;2470,55151310,fta
2050;2110;2150;2190;2230;2470,55151900,fta
2050;2110;2150;2190;2230;2470,55152100,fta
2050;2110;2150;2190;2230;2470,55152205,fta
2050;2110;2150;2190;2230;2470,55152210,fta
2050;2110;2150;2190;2230;2470,55152900,fta
2050;2110;2150;2190;2230;2470,55159100,fta
2050;2110;2150;2190;2230;2470,55159905,fta
2050;2110;2150;2190;2230;2470,55159910,fta
2050;2110;2150;2190;2230;2470,55159990,fta
2050;2110;2150;2190;2230;2470,55161100,fta
2050;2110;2150;2190;2230;2470,55161200,fta
2050;2110;2150;2190;2230;2470,55161300,fta
2050;2110;2150;2190;2230;2470,55161400,fta
2050;2110;2150;2190;2230;2470,55162100,fta
2050;2110;2150;2190;2230;2470,55162200,fta
2050;2110;2150;2190;2230;2470,55162300,fta
2050;2110;2150;2190;2230;2470,55162400,fta
2050;2110;2150;2190;2230;2470,55163105,fta
2050;2110;2150;2190;2230;2470,55163110,fta
2050;2110;2150;2190;2230;2470,55163205,fta
2050;2110;2150;2190;2230;2470,55163210,fta
2050;2110;2150;2190;2230;2470,55163305,fta
2050;2110;2150;2190;2230;2470,55163310,fta
2050;2110;2150;2190;2230;2470,55163405,fta
2050;2110;2150;2190;2230;2470,55163410,fta
2050;2110;2150;2190;2230;2470,55164100,fta
2050;2110;2150;2190;2230;2470,55164200,fta
2050;2110;2150;2190;2230;2470,55164300,fta
2050;2110;2150;2190;2230;2470,55164400,fta
2050;2110;2150;2190;2230;2470,55169100,fta
2050;2110;2150;2190;2230;2470,55169200,fta
2050;2110;2150;2190;2230;2470,55169300,fta
2050;2110;2150;2190;2230;2470,55169400,fta
2050;2110;2150;2190;2230;2470,56012100,fta
2050;2110;2150;2190;2230;2470,56012200,fta
2050;2110;2150;2190;2230;2470,56012900,fta
2050;2110;2150;2190;2230;2470,56013000,fta
2050;2110;2150;2190;2230;2470,56021010,fta
2050;2110;2150;2190;2230;2470,56021090,fta
2050;2110;2150;2190;2230;2470,56022100,fta
2050;2110;2150;2190;2230;2470,56022900,fta
2050;2110;2150;2190;2230;2470,56029030,fta
2050;2110;2150;2190;2230;2470,56029060,fta
2050;2110;2150;2190;2230;2470,56029090,fta
2050;2110;2150;2190;2230;2470,56031100,fta
2050;2110;2150;2190;2230;2470,56031200,fta
2050;2110;2150;2190;2230;2470,56031300,fta
2050;2110;2150;2190;2230;2470,56031430,fta
2050;2110;2150;2190;2230;2470,56031490,fta
2050;2110;2150;2190;2230;2470,56039100,fta
2050;2110;2150;2190;2230;2470,56039200,fta
2050;2110;2150;2190;2230;2470,56039300,fta
2050;2110;2150;2190;2230;2470,56039410,fta
2050;2110;2150;2190;2230;2470,56039430,fta
2050;2110;2150;2190;2230;2470,56039490,fta
2050;2110;2150;2190;2230;2470,56041000,fta
2050;2110;2150;2190;2230;2470,56049020,fta
2050;2110;2150;2190;2230;2470,56049090,fta
2050;2110;2150;2190;2230;2470,56050010,fta
2050;2110;2150;2190;2230;2470,56050090,fta
2050;2110;2150;2190;2230;2470,56060000,fta
2050;2110;2150;2190;2230;2470,56072100,fta
2050;2110;2150;2190;2230;2470,56072900,fta
2050;2110;2150;2190;2230;2470,56074110,fta
2050;2110;2150;2190;2230;2470,56074130,fta
2050;2110;2150;2190;2230;2470,56074910,fta
2050;2110;2150;2190;2230;2470,56074915,fta
2050;2110;2150;2190;2230;2470,56074925,fta
2050;2110;2150;2190;2230;2470,56074930,fta
2050;2110;2150;2190;2230;2470,56075025,fta
2050;2110;2150;2190;2230;2470,56075035,fta
2050;2110;2150;2190;2230;2470,56075040,fta
2050;2110;2150;2190;2230;2470,56079010,fta
2050;2110;2150;2190;2230;2470,56079015,fta
2050;2110;2150;2190;2230;2470,56079025,fta
2050;2110;2150;2190;2230;2470,56079035,fta
2050;2110;2150;2190;2230;2470,56079090,fta
2050;2110;2150;2190;2230;2470,56081100,fta
2050;2110;2150;2190;2230;2470,56081910,fta
2050;2110;2150;2190;2230;2470,56081920,fta
2050;2110;2150;2190;2230;2470,56089010,fta
2050;2110;2150;2190;2230;2470,56089023,fta
2050;2110;2150;2190;2230;2470,56089027,fta
2050;2110;2150;2190;2230;2470,56089030,fta
2050;2110;2150;2190;2230;2470,56090010,fta
2050;2110;2150;2190;2230;2470,56090020,fta
2050;2110;2150;2190;2230;2470,56090030,fta
2050;2110;2150;2190;2230;2470,56090040,fta
2050;2110;2150;2190;2230;2470,57011013,fta
2050;2110;2150;2190;2230;2470,57011016,fta
2050;2110;2150;2190;2230;2470,57011040,fta
2050;2110;2150;2190;2230;2470,57011090,fta
2050;2110;2150;2190;2230;2470,57019010,fta
2050;2110;2150;2190;2230;2470,57019020,fta
2050;2110;2150;2190;2230;2470,57021010,fta
2050;2110;2150;2190;2230;2470,57021090,fta
2050;2110;2150;2190;2230;2470,57022010,fta
2050;2110;2150;2190;2230;2470,57022020,fta
2050;2110;2150;2190;2230;2470,57023110,fta
2050;2110;2150;2190;2230;2470,57023120,fta
2050;2110;2150;2190;2230;2470,57023210,fta
2050;2110;2150;2190;2230;2470,57023220,fta
2050;2110;2150;2190;2230;2470,57023910,fta
2050;2110;2150;2190;2230;2470,57023920,fta
2050;2110;2150;2190;2230;2470,57024110,fta
2050;2110;2150;2190;2230;2470,57024120,fta
2050;2110;2150;2190;2230;2470,57024210,fta
2050;2110;2150;2190;2230;2470,57024220,fta
2050;2110;2150;2190;2230;2470,57024910,fta
2050;2110;2150;2190;2230;2470,57024915,fta
2050;2110;2150;2190;2230;2470,57024920,fta
2050;2110;2150;2190;2230;2470,57025020,fta
2050;2110;2150;2190;2230;2470,57025040,fta
2050;2110;2150;2190;2230;2470,57025052,fta
2050;2110;2150;2190;2230;2470,57025056,fta
2050;2110;2150;2190;2230;2470,57025059,fta
2050;2110;2150;2190;2230;2470,57029120,fta
2050;2110;2150;2190;2230;2470,57029130,fta
2050;2110;2150;2190;2230;2470,57029140,fta
2050;2110;2150;2190;2230;2470,57029210,fta
2050;2110;2150;2190;2230;2470,57029290,fta
2050;2110;2150;2190;2230;2470,57029905,fta
2050;2110;2150;2190;2230;2470,57029915,fta
2050;2110;2150;2190;2230;2470,57029920,fta
2050;2110;2150;2190;2230;2470,57031020,fta
2050;2110;2150;2190;2230;2470,57031080,fta
2050;2110;2150;2190;2230;2470,57032100,fta
2050;2110;2150;2190;2230;2470,57032910,fta
2050;2110;2150;2190;2230;2470,57032920,fta
2050;2110;2150;2190;2230;2470,57033100,fta
2050;2110;2150;2190;2230;2470,57033910,fta
2050;2110;2150;2190;2230;2470,57033920,fta
2050;2110;2150;2190;2230;2470,57039000,fta
2050;2110;2150;2190;2230;2470,57041000,fta
2050;2110;2150;2190;2230;2470,57042000,fta
2050;2110;2150;2190;2230;2470,57049001,fta
2050;2110;2150;2190;2230;2470,57050010,fta
2050;2110;2150;2190;2230;2470,57050020,fta
2050;2110;2150;2190;2230;2470,58011000,fta
2050;2110;2150;2190;2230;2470,58012100,fta
2050;2110;2150;2190;2230;2470,58012210,fta
2050;2110;2150;2190;2230;2470,58012290,fta
2050;2110;2150;2190;2230;2470,58012300,fta
2050;2110;2150;2190;2230;2470,58012600,fta
2050;2110;2150;2190;2230;2470,58012710,fta
2050;2110;2150;2190;2230;2470,58012750,fta
2050;2110;2150;2190;2230;2470,58013100,fta
2050;2110;2150;2190;2230;2470,58013200,fta
2050;2110;2150;2190;2230;2470,58013300,fta
2050;2110;2150;2190;2230;2470,58013600,fta
2050;2110;2150;2190;2230;2470,58013710,fta
2050;2110;2150;2190;2230;2470,58013750,fta
2050;2110;2150;2190;2230;2470,58019010,fta
2050;2110;2150;2190;2230;2470,58019020,fta
2050;2110;2150;2190;2230;2470,58021010,fta
2050;2110;2150;2190;2230;2470,58021090,fta
2050;2110;2150;2190;2230;2470,58022000,fta
2050;2110;2150;2190;2230;2470,58023000,fta
2050;2110;2150;2190;2230;2470,58030010,fta
2050;2110;2150;2190;2230;2470,58030020,fta
2050;2110;2150;2190;2230;2470,58030030,fta
2050;2110;2150;2190;2230;2470,58030040,fta
2050;2110;2150;2190;2230;2470,58030050,fta
2050;2110;2150;2190;2230;2470,58030090,fta
2050;2110;2150;2190;2230;2470,58041010,fta
2050;2110;2150;2190;2230;2470,58041090,fta
2050;2110;2150;2190;2230;2470,58042100,fta
2050;2110;2150;2190;2230;2470,58042910,fta
2050;2110;2150;2190;2230;2470,58042990,fta
2050;2110;2150;2190;2230;2470,58043000,fta
2050;2110;2150;2190;2230;2470,58050010,fta
2050;2110;2150;2190;2230;2470,58050020,fta
2050;2110;2150;2190;2230;2470,58050025,fta
2050;2110;2150;2190;2230;2470,58050030,fta
2050;2110;2150;2190;2230;2470,58050040,fta
2050;2110;2150;2190;2230;2470,58061010,fta
2050;2110;2150;2190;2230;2470,58061024,fta
2050;2110;2150;2190;2230;2470,58061028,fta
2050;2110;2150;2190;2230;2470,58061030,fta
2050;2110;2150;2190;2230;2470,58062000,fta
2050;2110;2150;2190;2230;2470,58063100,fta
2050;2110;2150;2190;2230;2470,58063210,fta
2050;2110;2150;2190;2230;2470,58063220,fta
2050;2110;2150;2190;2230;2470,58063910,fta
2050;2110;2150;2190;2230;2470,58063920,fta
2050;2110;2150;2190;2230;2470,58063930,fta
2050;2110;2150;2190;2230;2470,58064000,fta
2050;2110;2150;2190;2230;2470,58071005,fta
2050;2110;2150;2190;2230;2470,58071015,fta
2050;2110;2150;2190;2230;2470,58071020,fta
2050;2110;2150;2190;2230;2470,58079005,fta
2050;2110;2150;2190;2230;2470,58079015,fta
2050;2110;2150;2190;2230;2470,58079020,fta
2050;2110;2150;2190;2230;2470,58081010,fta
2050;2110;2150;2190;2230;2470,58081040,fta
2050;2110;2150;2190;2230;2470,58081050,fta
2050;2110;2150;2190;2230;2470,58081070,fta
2050;2110;2150;2190;2230;2470,58081090,fta
2050;2110;2150;2190;2230;2470,58089000,fta
2050;2110;2150;2190;2230;2470,58090000,fta
2050;2110;2150;2190;2230;2470,58101000,fta
2050;2110;2150;2190;2230;2470,58109100,fta
2050;2110;2150;2190;2230;2470,58109210,fta
2050;2110;2150;2190;2230;2470,58109290,fta
2050;2110;2150;2190;2230;2470,58109910,fta
2050;2110;2150;2190;2230;2470,58109990,fta
2050;2110;2150;2190;2230;2470,58110010,fta
2050;2110;2150;2190;2230;2470,58110020,fta
2050;2110;2150;2190;2230;2470,58110030,fta
2050;2110;2150;2190;2230;2470,58110040,fta
2050;2110;2150;2190;2230;2470,59011010,fta
2050;2110;2150;2190;2230;2470,59011020,fta
2050;2110;2150;2190;2230;2470,59019020,fta
2050;2110;2150;2190;2230;2470,59019040,fta
2050;2110;2150;2190;2230;2470,59021000,fta
2050;2110;2150;2190;2230;2470,59022000,fta
2050;2110;2150;2190;2230;2470,59029000,fta
2050;2110;2150;2190;2230;2470,59031010,fta
2050;2110;2150;2190;2230;2470,59031015,fta
2050;2110;2150;2190;2230;2470,59031018,fta
2050;2110;2150;2190;2230;2470,59031020,fta
2050;2110;2150;2190;2230;2470,59031025,fta
2050;2110;2150;2190;2230;2470,59031030,fta
2050;2110;2150;2190;2230;2470,59032010,fta
2050;2110;2150;2190;2230;2470,59032015,fta
2050;2110;2150;2190;2230;2470,59032018,fta
2050;2110;2150;2190;2230;2470,59032020,fta
2050;2110;2150;2190;2230;2470,59032025,fta
2050;2110;2150;2190;2230;2470,59032030,fta
2050;2110;2150;2190;2230;2470,59039010,fta
2050;2110;2150;2190;2230;2470,59039015,fta
2050;2110;2150;2190;2230;2470,59039018,fta
2050;2110;2150;2190;2230;2470,59039020,fta
2050;2110;2150;2190;2230;2470,59039025,fta
2050;2110;2150;2190;2230;2470,59039030,fta
2050;2110;2150;2190;2230;2470,59041000,fta
2050;2110;2150;2190;2230;2470,59049010,fta
2050;2110;2150;2190;2230;2470,59049090,fta
2050;2110;2150;2190;2230;2470,59050010,fta
2050;2110;2150;2190;2230;2470,59050090,fta
2050;2110;2150;2190;2230;2470,59069110,fta
2050;2110;2150;2190;2230;2470,59069120,fta
2050;2110;2150;2190;2230;2470,59069125,fta
2050;2110;2150;2190;2230;2470,59069130,fta
2050;2110;2150;2190;2230;2470,59069910,fta
2050;2110;2150;2190;2230;2470,59069920,fta
2050;2110;2150;2190;2230;2470,59069925,fta
2050;2110;2150;2190;2230;2470,59069930,fta
2050;2110;2150;2190;2230;2470,59070005,fta
2050;2110;2150;2190;2230;2470,59070015,fta
2050;2110;2150;2190;2230;2470,59070025,fta
2050;2110;2150;2190;2230;2470,59070035,fta
2050;2110;2150;2190;2230;2470,59070060,fta
2050;2110;2150;2190;2230;2470,59070080,fta
2050;2110;2150;2190;2230;2470,59080000,fta
2050;2110;2150;2190;2230;2470,59090010,fta
2050;2110;2150;2190;2230;2470,59090020,fta
2050;2110;2150;2190;2230;2470,59100010,fta
2050;2110;2150;2190;2230;2470,59100090,fta
2050;2110;2150;2190;2230;2470,59111010,fta
2050;2110;2150;2190;2230;2470,59111020,fta
2050;2110;2150;2190;2230;2470,59112010,fta
2050;2110;2150;2190;2230;2470,59112020,fta
2050;2110;2150;2190;2230;2470,59112030,fta
2050;2110;2150;2190;2230;2470,59113100,fta
2050;2110;2150;2190;2230;2470,59113200,fta
2050;2110;2150;2190;2230;2470,59114001,fta
2050;2110;2150;2190;2230;2470,59119000,fta
2050;2110;2150;2190;2230;2470,60011020,fta
2050;2110;2150;2190;2230;2470,60011060,fta
2050;2110;2150;2190;2230;2470,60012100,fta
2050;2110;2150;2190;2230;2470,60012200,fta
2050;2110;2150;2190;2230;2470,60012900,fta
2050;2110;2150;2190;2230;2470,60019100,fta
2050;2110;2150;2190;2230;2470,60019200,fta
2050;2110;2150;2190;2230;2470,60019910,fta
2050;2110;2150;2190;2230;2470,60019990,fta
2050;2110;2150;2190;2230;2470,60024040,fta
2050;2110;2150;2190;2230;2470,60024080,fta
2050;2110;2150;2190;2230;2470,60029040,fta
2050;2110;2150;2190;2230;2470,60029080,fta
2050;2110;2150;2190;2230;2470,60031010,fta
2050;2110;2150;2190;2230;2470,60031090,fta
2050;2110;2150;2190;2230;2470,60032010,fta
2050;2110;2150;2190;2230;2470,60032030,fta
2050;2110;2150;2190;2230;2470,60033010,fta
2050;2110;2150;2190;2230;2470,60033060,fta
2050;2110;2150;2190;2230;2470,60034010,fta
2050;2110;2150;2190;2230;2470,60034060,fta
2050;2110;2150;2190;2230;2470,60039010,fta
2050;2110;2150;2190;2230;2470,60039090,fta
2050;2110;2150;2190;2230;2470,60041000,fta
2050;2110;2150;2190;2230;2470,60049020,fta
2050;2110;2150;2190;2230;2470,60049090,fta
2050;2110;2150;2190;2230;2470,60052100,fta
2050;2110;2150;2190;2230;2470,60052200,fta
2050;2110;2150;2190;2230;2470,60052300,fta
2050;2110;2150;2190;2230;2470,60052400,fta
2050;2110;2150;2190;2230;2470,60053500,fta
2050;2110;2150;2190;2230;2470,60053600,fta
2050;2110;2150;2190;2230;2470,60053700,fta
2050;2110;2150;2190;2230;2470,60053800,fta
2050;2110;2150;2190;2230;2470,60053900,fta
2050;2110;2150;2190;2230;2470,60054100,fta
2050;2110;2150;2190;2230;2470,60054200,fta
2050;2110;2150;2190;2230;2470,60054300,fta
2050;2110;2150;2190;2230;2470,60054400,fta
2050;2110;2150;2190;2230;2470,60059010,fta
2050;2110;2150;2190;2230;2470,60059090,fta
2050;2110;2150;2190;2230;2470,60061000,fta
2050;2110;2150;2190;2230;2470,60062110,fta
2050;2110;2150;2190;2230;2470,60062190,fta
2050;2110;2150;2190;2230;2470,60062210,fta
2050;2110;2150;2190;2230;2470,60062290,fta
2050;2110;2150;2190;2230;2470,60062310,fta
2050;2110;2150;2190;2230;2470,60062390,fta
2050;2110;2150;2190;2230;2470,60062410,fta
2050;2110;2150;2190;2230;2470,60062490,fta
2050;2110;2150;2190;2230;2470,60063100,fta
2050;2110;2150;2190;2230;2470,60063200,fta
2050;2110;2150;2190;2230;2470,60063300,fta
2050;2110;2150;2190;2230;2470,60063400,fta
2050;2110;2150;2190;2230;2470,60064100,fta
2050;2110;2150;2190;2230;2470,60064200,fta
2050;2110;2150;2190;2230;2470,60064300,fta
2050;2110;2150;2190;2230;2470,60064400,fta
2050;2110;2150;2190;2230;2470,60069010,fta
2050;2110;2150;2190;2230;2470,60069090,fta
2050;2110;2150;2190;2230;2470,61012000,fta
2050;2110;2150;2190;2230;2470,61013010,fta
2050;2110;2150;2190;2230;2470,61013015,fta
2050;2110;2150;2190;2230;2470,61013020,fta
2050;2110;2150;2190;2230;2470,61019005,fta
2050;2110;2150;2190;2230;2470,61019010,fta
2050;2110;2150;2190;2230;2470,61019090,fta
2050;2110;2150;2190;2230;2470,61021000,fta
2050;2110;2150;2190;2230;2470,61022000,fta
2050;2110;2150;2190;2230;2470,61023005,fta
2050;2110;2150;2190;2230;2470,61023010,fta
2050;2110;2150;2190;2230;2470,61023020,fta
2050;2110;2150;2190;2230;2470,61029010,fta
2050;2110;2150;2190;2230;2470,61029090,fta
2050;2110;2150;2190;2230;2470,61031010,fta
2050;2110;2150;2190;2230;2470,61031020,fta
2050;2110;2150;2190;2230;2470,61031030,fta
2050;2110;2150;2190;2230;2470,61031040,fta
2050;2110;2150;2190;2230;2470,61031050,fta
2050;2110;2150;2190;2230;2470,61031060,fta
2050;2110;2150;2190;2230;2470,61031070,fta
2050;2110;2150;2190;2230;2470,61031090,fta
2050;2110;2150;2190;2230;2470,61032200,fta
2050;2110;2150;2190;2230;2470,61032300,fta
2050;2110;2150;2190;2230;2470,61032905,fta
2050;2110;2150;2190;2230;2470,61032910,fta
2050;2110;2150;2190;2230;2470,61032920,fta
2050;2110;2150;2190;2230;2470,61033100,fta
2050;2110;2150;2190;2230;2470,61033200,fta
2050;2110;2150;2190;2230;2470,61033310,fta
2050;2110;2150;2190;2230;2470,61033320,fta
2050;2110;2150;2190;2230;2470,61033910,fta
2050;2110;2150;2190;2230;2470,61033940,fta
2050;2110;2150;2190;2230;2470,61033980,fta
2050;2110;2150;2190;2230;2470,61034110,fta
2050;2110;2150;2190;2230;2470,61034120,fta
2050;2110;2150;2190;2230;2470,61034210,fta
2050;2110;2150;2190;2230;2470,61034220,fta
2050;2110;2150;2190;2230;2470,61034310,fta
2050;2110;2150;2190;2230;2470,61034315,fta
2050;2110;2150;2190;2230;2470,61034320,fta
2050;2110;2150;2190;2230;2470,61034910,fta
2050;2110;2150;2190;2230;2470,61034920,fta
2050;2110;2150;2190;2230;2470,61034940,fta
2050;2110;2150;2190;2230;2470,61034980,fta
2050;2110;2150;2190;2230;2470,61041310,fta
2050;2110;2150;2190;2230;2470,61041320,fta
2050;2110;2150;2190;2230;2470,61041910,fta
2050;2110;2150;2190;2230;2470,61041915,fta
2050;2110;2150;2190;2230;2470,61041940,fta
2050;2110;2150;2190;2230;2470,61041950,fta
2050;2110;2150;2190;2230;2470,61041960,fta
2050;2110;2150;2190;2230;2470,61041980,fta
2050;2110;2150;2190;2230;2470,61042200,fta
2050;2110;2150;2190;2230;2470,61042300,fta
2050;2110;2150;2190;2230;2470,61042905,fta
2050;2110;2150;2190;2230;2470,61042910,fta
2050;2110;2150;2190;2230;2470,61042920,fta
2050;2110;2150;2190;2230;2470,61043100,fta
2050;2110;2150;2190;2230;2470,61043200,fta
2050;2110;2150;2190;2230;2470,61043310,fta
2050;2110;2150;2190;2230;2470,61043320,fta
2050;2110;2150;2190;2230;2470,61043910,fta
2050;2110;2150;2190;2230;2470,61043920,fta
2050;2110;2150;2190;2230;2470,61044100,fta
2050;2110;2150;2190;2230;2470,61044200,fta
2050;2110;2150;2190;2230;2470,61044310,fta
2050;2110;2150;2190;2230;2470,61044320,fta
2050;2110;2150;2190;2230;2470,61044410,fta
2050;2110;2150;2190;2230;2470,61044420,fta
2050;2110;2150;2190;2230;2470,61044910,fta
2050;2110;2150;2190;2230;2470,61044990,fta
2050;2110;2150;2190;2230;2470,61045100,fta
2050;2110;2150;2190;2230;2470,61045200,fta
2050;2110;2150;2190;2230;2470,61045310,fta
2050;2110;2150;2190;2230;2470,61045320,fta
2050;2110;2150;2190;2230;2470,61045910,fta
2050;2110;2150;2190;2230;2470,61045940,fta
2050;2110;2150;2190;2230;2470,61045980,fta
2050;2110;2150;2190;2230;2470,61046100,fta
2050;2110;2150;2190;2230;2470,61046210,fta
2050;2110;2150;2190;2230;2470,61046220,fta
2050;2110;2150;2190;2230;2470,61046310,fta
2050;2110;2150;2190;2230;2470,61046315,fta
2050;2110;2150;2190;2230;2470,61046320,fta
2050;2110;2150;2190;2230;2470,61046910,fta
2050;2110;2150;2190;2230;2470,61046920,fta
2050;2110;2150;2190;2230;2470,61046940,fta
2050;2110;2150;2190;2230;2470,61046980,fta
2050;2110;2150;2190;2230;2470,61051000,fta
2050;2110;2150;2190;2230;2470,61052010,fta
2050;2110;2150;2190;2230;2470,61052020,fta
2050;2110;2150;2190;2230;2470,61059010,fta
2050;2110;2150;2190;2230;2470,61059040,fta
2050;2110;2150;2190;2230;2470,61059080,fta
2050;2110;2150;2190;2230;2470,61061000,fta
2050;2110;2150;2190;2230;2470,61062010,fta
2050;2110;2150;2190;2230;2470,61062020,fta
2050;2110;2150;2190;2230;2470,61069010,fta
2050;2110;2150;2190;2230;2470,61069015,fta
2050;2110;2150;2190;2230;2470,61069025,fta
2050;2110;2150;2190;2230;2470,61069030,fta
2050;2110;2150;2190;2230;2470,61071100,fta
2050;2110;2150;2190;2230;2470,61071200,fta
2050;2110;2150;2190;2230;2470,61071910,fta
2050;2110;2150;2190;2230;2470,61071990,fta
2050;2110;2150;2190;2230;2470,61072100,fta
2050;2110;2150;2190;2230;2470,61072200,fta
2050;2110;2150;2190;2230;2470,61072920,fta
2050;2110;2150;2190;2230;2470,61072950,fta
2050;2110;2150;2190;2230;2470,61072990,fta
2050;2110;2150;2190;2230;2470,61079100,fta
2050;2110;2150;2190;2230;2470,61079910,fta
2050;2110;2150;2190;2230;2470,61079920,fta
2050;2110;2150;2190;2230;2470,61079950,fta
2050;2110;2150;2190;2230;2470,61079990,fta
2050;2110;2150;2190;2230;2470,61081100,fta
2050;2110;2150;2190;2230;2470,61081910,fta
2050;2110;2150;2190;2230;2470,61081990,fta
2050;2110;2150;2190;2230;2470,61082100,fta
2050;2110;2150;2190;2230;2470,61082210,fta
2050;2110;2150;2190;2230;2470,61082290,fta
2050;2110;2150;2190;2230;2470,61082910,fta
2050;2110;2150;2190;2230;2470,61082990,fta
2050;2110;2150;2190;2230;2470,61083100,fta
2050;2110;2150;2190;2230;2470,61083200,fta
2050;2110;2150;2190;2230;2470,61083910,fta
2050;2110;2150;2190;2230;2470,61083940,fta
2050;2110;2150;2190;2230;2470,61083980,fta
2050;2110;2150;2190;2230;2470,61089100,fta
2050;2110;2150;2190;2230;2470,61089200,fta
2050;2110;2150;2190;2230;2470,61089920,fta
2050;2110;2150;2190;2230;2470,61089950,fta
2050;2110;2150;2190;2230;2470,61089990,fta
2050;2110;2150;2190;2230;2470,61091000,fta
2050;2110;2150;2190;2230;2470,61099010,fta
2050;2110;2150;2190;2230;2470,61099015,fta
2050;2110;2150;2190;2230;2470,61099040,fta
2050;2110;2150;2190;2230;2470,61099080,fta
2050;2110;2150;2190;2230;2470,61101100,fta
2050;2110;2150;2190;2230;2470,61101210,fta
2050;2110;2150;2190;2230;2470,61101220,fta
2050;2110;2150;2190;2230;2470,61101900,fta
2050;2110;2150;2190;2230;2470,61102010,fta
2050;2110;2150;2190;2230;2470,61102020,fta
2050;2110;2150;2190;2230;2470,61103010,fta
2050;2110;2150;2190;2230;2470,61103015,fta
2050;2110;2150;2190;2230;2470,61103020,fta
2050;2110;2150;2190;2230;2470,61103030,fta
2050;2110;2150;2190;2230;2470,61109010,fta
