prefix,first_revision,last_revision,first_effective_date,removed_at,end_effective_date
39139050,2025_rev_7,2026_rev_10,NA,NA,NA
39140060,2025_rev_7,2026_rev_10,NA,NA,NA
40011000,2025_rev_7,2026_rev_10,NA,NA,NA
40012100,2025_rev_7,2026_rev_10,NA,NA,NA
40012200,2025_rev_7,2026_rev_10,NA,NA,NA
40012900,2025_rev_7,2026_rev_10,NA,NA,NA
40013000,2025_rev_7,2026_rev_10,NA,NA,NA
44011100,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44011200,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44012100,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44012200,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44013100,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44013200,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44013942,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44014100,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44014900,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44021000,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44022000,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44029001,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44031100,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44031200,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44032101,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44032201,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44032301,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44032401,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44032501,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44032601,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44034200,2025_rev_7,2026_rev_10,NA,NA,NA
44034902,2025_rev_7,2026_rev_10,NA,NA,NA
44039100,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44039301,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44039401,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44039501,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44039601,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44039700,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44039800,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44039901,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44041000,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44042000,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44050000,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44061100,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44061200,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44069100,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44069200,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44071100,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44071200,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44071300,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44071400,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44071900,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44072100,2025_rev_7,2026_rev_10,NA,NA,NA
44072200,2025_rev_7,2026_rev_10,NA,NA,NA
44072301,2025_rev_7,2026_rev_10,NA,NA,NA
44072500,2025_rev_7,2026_rev_10,NA,NA,NA
44072600,2025_rev_7,2026_rev_10,NA,NA,NA
44072700,2025_rev_7,2026_rev_10,NA,NA,NA
44072800,2025_rev_7,2026_rev_10,NA,NA,NA
44072902,2025_rev_7,2026_rev_10,NA,NA,NA
44079100,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44079200,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44079300,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44079400,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44079500,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44079600,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44079700,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44079902,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44081001,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44083101,2025_rev_7,2026_rev_10,NA,NA,NA
44083902,2025_rev_7,2026_rev_10,NA,NA,NA
44089001,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44091005,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44091010,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44091020,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44091040,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44091045,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44091050,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44091060,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44091065,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44091090,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44092105,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44092190,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44092205,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44092210,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44092225,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44092240,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44092250,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44092260,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44092265,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44092290,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44092906,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44092911,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44092926,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44092941,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44092951,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44092961,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44092966,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44092991,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44101100,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44101200,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44101900,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44109000,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44111210,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44111220,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44111230,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44111260,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44111290,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44111310,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44111320,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44111330,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44111360,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44111390,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44111410,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44111420,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44111430,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44111460,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44111490,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44119210,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44119220,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44119230,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44119240,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44119310,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44119320,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44119330,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44119360,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44119390,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44119400,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44121005,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44121090,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44123106,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44123126,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44123142,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44123145,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44123148,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44123152,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44123161,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44123192,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44123306,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44123326,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44123332,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44123357,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44123426,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44123432,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44123457,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44123910,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44123930,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44123940,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44123950,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44124100,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44124200,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44124900,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44125110,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44125131,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44125141,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44125151,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44125210,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44125231,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44125241,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44125251,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44125980,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44125990,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44125995,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44129106,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44129110,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44129131,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44129141,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44129151,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44129207,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44129211,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44129231,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44129242,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44129252,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44129958,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44129961,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44129971,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44129981,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44129991,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44129997,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
44130000,2025_rev_7,2025_rev_24,NA,2025_rev_25,2025-10-13
47031100,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
47032100,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
47032900,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
48202000,2025_rev_7,2026_rev_10,NA,NA,NA
49011000,2025_rev_7,2026_rev_10,NA,NA,NA
49019100,2025_rev_7,2026_rev_10,NA,NA,NA
49019900,2025_rev_7,2026_rev_10,NA,NA,NA
49021000,2025_rev_7,2026_rev_10,NA,NA,NA
49029010,2025_rev_7,2026_rev_10,NA,NA,NA
49029020,2025_rev_7,2026_rev_10,NA,NA,NA
49030000,2025_rev_7,2026_rev_10,NA,NA,NA
49040000,2025_rev_7,2026_rev_10,NA,NA,NA
49052000,2025_rev_7,2026_rev_10,NA,NA,NA
49059020,2025_rev_7,2026_rev_10,NA,NA,NA
49059060,2025_rev_7,2026_rev_10,NA,NA,NA
49060000,2025_rev_7,2026_rev_10,NA,NA,NA
49111000,2025_rev_7,2026_rev_10,NA,NA,NA
49119960,2025_rev_7,2026_rev_10,NA,NA,NA
49119980,2025_rev_7,2026_rev_10,NA,NA,NA
71069110,2025_rev_7,2026_rev_10,NA,NA,NA
71081100,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
71081210,2025_rev_7,2026_rev_10,NA,NA,NA
71081250,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
71081310,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
71081355,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
71081370,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
71082000,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
71101100,2025_rev_7,2026_rev_10,NA,NA,NA
71101900,2025_rev_7,2026_rev_10,NA,NA,NA
71102100,2025_rev_7,2026_rev_10,NA,NA,NA
71102900,2025_rev_7,2026_rev_10,NA,NA,NA
71103100,2025_rev_7,2026_rev_10,NA,NA,NA
71103900,2025_rev_7,2026_rev_10,NA,NA,NA
71104100,2025_rev_7,2026_rev_10,NA,NA,NA
71104900,2025_rev_7,2026_rev_10,NA,NA,NA
71129201,2025_rev_7,2026_rev_10,NA,NA,NA
71159005,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
71159030,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
71189000,2025_rev_7,2026_rev_10,NA,NA,NA
72021110,2025_rev_7,2026_rev_10,NA,NA,NA
72021150,2025_rev_7,2026_rev_10,NA,NA,NA
72021910,2025_rev_7,2026_rev_10,NA,NA,NA
72021950,2025_rev_7,2026_rev_10,NA,NA,NA
72023000,2025_rev_7,2026_rev_10,NA,NA,NA
72024100,2025_rev_7,2026_rev_10,NA,NA,NA
72024910,2025_rev_7,2026_rev_10,NA,NA,NA
72024950,2025_rev_7,2026_rev_10,NA,NA,NA
72025000,2025_rev_7,2026_rev_10,NA,NA,NA
72026000,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
72028000,2025_rev_7,2026_rev_10,NA,NA,NA
72029100,2025_rev_7,2026_rev_10,NA,NA,NA
72029340,2025_rev_7,2026_rev_10,NA,NA,NA
72029380,2025_rev_7,2026_rev_10,NA,NA,NA
72042100,2025_rev_7,2026_rev_10,NA,NA,NA
74010000,2025_rev_7,2026_rev_10,NA,NA,NA
74020000,2025_rev_7,2026_rev_10,NA,NA,NA
74031100,2025_rev_7,2026_rev_10,NA,NA,NA
74031200,2025_rev_7,2026_rev_10,NA,NA,NA
74031300,2025_rev_7,2026_rev_10,NA,NA,NA
74031900,2025_rev_7,2026_rev_10,NA,NA,NA
74032100,2025_rev_7,2026_rev_10,NA,NA,NA
74032200,2025_rev_7,2026_rev_10,NA,NA,NA
74032901,2025_rev_7,2026_rev_10,NA,NA,NA
74040030,2025_rev_7,2026_rev_10,NA,NA,NA
74040060,2025_rev_7,2026_rev_10,NA,NA,NA
74050010,2025_rev_7,2026_rev_10,NA,NA,NA
74050060,2025_rev_7,2026_rev_10,NA,NA,NA
74061000,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74062000,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74071015,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74071030,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74071050,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74072115,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74072130,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74072150,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74072170,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74072190,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74072916,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74072934,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74072938,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74072940,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74072950,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74081130,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74081160,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74081900,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74082100,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74082210,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74082250,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74082910,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74082950,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74091110,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74091150,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74091910,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74091950,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74091990,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74092100,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74092900,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74093110,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74093150,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74093190,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74093910,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74093950,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74093990,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74094000,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74099010,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74099050,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74099090,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74101100,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74101200,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74102130,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74102160,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74102200,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74111010,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74111050,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74112110,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74112150,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74112200,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74112910,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74112950,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74121000,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74122000,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74130010,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74130050,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74130090,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74151000,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74152100,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74152900,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74153305,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74153310,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74153380,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74153900,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74181000,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74182010,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74182050,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74192000,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74198003,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74198006,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74198009,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74198015,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74198016,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74198017,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74198030,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
74198050,2025_rev_7,2025_rev_16,NA,2025_rev_17,2025-07-31
75011000,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
75021000,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
75022000,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
75030000,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
75040000,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
75089050,2025_rev_7,2026_rev_10,NA,NA,NA
79011100,2025_rev_7,2026_rev_10,NA,NA,NA
79011210,2025_rev_7,2026_rev_10,NA,NA,NA
79011250,2025_rev_7,2026_rev_10,NA,NA,NA
79012000,2025_rev_7,2026_rev_10,NA,NA,NA
79020000,2025_rev_7,2026_rev_10,NA,NA,NA
79039030,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
79070060,2025_rev_7,2026_rev_10,NA,NA,NA
80011000,2025_rev_7,2026_rev_10,NA,NA,NA
80012000,2025_rev_7,2026_rev_10,NA,NA,NA
80020000,2025_rev_7,2026_rev_10,NA,NA,NA
80070050,2025_rev_7,2026_rev_10,NA,NA,NA
81011000,2025_rev_7,2026_rev_10,NA,NA,NA
81019700,2025_rev_7,2026_rev_10,NA,NA,NA
81032000,2025_rev_7,2026_rev_10,NA,NA,NA
81033000,2025_rev_7,2026_rev_10,NA,NA,NA
81039100,2025_rev_7,2026_rev_10,NA,NA,NA
81039900,2025_rev_7,2026_rev_10,NA,NA,NA
81041100,2025_rev_7,2026_rev_10,NA,NA,NA
81041900,2025_rev_7,2026_rev_10,NA,NA,NA
81042000,2025_rev_7,2026_rev_10,NA,NA,NA
81043000,2025_rev_7,2026_rev_10,NA,NA,NA
81049000,2025_rev_7,2026_rev_10,NA,NA,NA
81052030,2025_rev_7,2026_rev_10,NA,NA,NA
81052060,2025_rev_7,2026_rev_10,NA,NA,NA
81052090,2025_rev_7,2026_rev_10,NA,NA,NA
81053000,2025_rev_7,2026_rev_10,NA,NA,NA
81059000,2025_rev_7,2026_rev_10,NA,NA,NA
81061000,2025_rev_7,2026_rev_10,NA,NA,NA
81069000,2025_rev_7,2026_rev_10,NA,NA,NA
81082000,2025_rev_7,2026_rev_10,NA,NA,NA
81083000,2025_rev_7,2026_rev_10,NA,NA,NA
81089030,2025_rev_7,2026_rev_10,NA,NA,NA
81089060,2025_rev_7,2026_rev_10,NA,NA,NA
81101000,2025_rev_7,2026_rev_10,NA,NA,NA
81102000,2025_rev_7,2026_rev_10,NA,NA,NA
81109000,2025_rev_7,2026_rev_10,NA,NA,NA
81110047,2025_rev_7,2026_rev_10,NA,NA,NA
81110049,2025_rev_7,2026_rev_10,NA,NA,NA
81122100,2025_rev_7,2026_rev_10,NA,NA,NA
81122200,2025_rev_7,2026_rev_10,NA,NA,NA
81122900,2025_rev_7,2026_rev_10,NA,NA,NA
81124110,2025_rev_7,2026_rev_10,NA,NA,NA
81124150,2025_rev_7,2026_rev_10,NA,NA,NA
81124900,2025_rev_7,2026_rev_10,NA,NA,NA
81125900,2025_rev_7,2026_rev_10,NA,NA,NA
81129210,2025_rev_7,2026_rev_10,NA,NA,NA
81129230,2025_rev_7,2026_rev_10,NA,NA,NA
81129240,2025_rev_7,2026_rev_10,NA,NA,NA
81129260,2025_rev_7,2026_rev_10,NA,NA,NA
81129265,2025_rev_7,2026_rev_10,NA,NA,NA
81129910,2025_rev_7,2026_rev_10,NA,NA,NA
81129991,2025_rev_7,2026_rev_10,NA,NA,NA
8471,2025_rev_10,2026_rev_10,2025-04-05,NA,NA
847330,2025_rev_10,2026_rev_10,2025-04-05,NA,NA
8486,2025_rev_10,2026_rev_10,2025-04-05,NA,NA
85051100,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
85171300,2025_rev_10,2026_rev_10,2025-04-05,NA,NA
85176200,2025_rev_10,2026_rev_10,2025-04-05,NA,NA
85235100,2025_rev_10,2026_rev_10,2025-04-05,NA,NA
8524,2025_rev_10,2026_rev_10,2025-04-05,NA,NA
85285200,2025_rev_10,2026_rev_10,2025-04-05,NA,NA
85411000,2025_rev_7,2026_rev_10,NA,NA,NA
85412100,2025_rev_7,2026_rev_10,NA,NA,NA
85412900,2025_rev_7,2026_rev_10,NA,NA,NA
85413000,2025_rev_7,2026_rev_10,NA,NA,NA
85414100,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
85414910,2025_rev_7,2026_rev_10,NA,NA,NA
85414970,2025_rev_7,2026_rev_10,NA,NA,NA
85414980,2025_rev_7,2026_rev_10,NA,NA,NA
85414995,2025_rev_7,2026_rev_10,NA,NA,NA
85415100,2025_rev_7,2026_rev_10,NA,NA,NA
85415900,2025_rev_7,2026_rev_10,NA,NA,NA
85419000,2025_rev_7,2026_rev_10,NA,NA,NA
8542,2025_rev_10,2026_rev_10,2025-04-05,NA,NA
85423100,2025_rev_7,2026_rev_10,NA,NA,NA
85423200,2025_rev_7,2026_rev_10,NA,NA,NA
85423300,2025_rev_7,2026_rev_10,NA,NA,NA
85423900,2025_rev_7,2026_rev_10,NA,NA,NA
85429000,2025_rev_7,2026_rev_10,NA,NA,NA
