prefix,first_revision,last_revision,first_effective_date,removed_at,end_effective_date
29094910,2025_rev_7,2026_rev_10,NA,NA,NA
29094915,2025_rev_7,2026_rev_10,NA,NA,NA
29094920,2025_rev_7,2026_rev_10,NA,NA,NA
29094960,2025_rev_7,2026_rev_10,NA,NA,NA
29095040,2025_rev_7,2026_rev_10,NA,NA,NA
29095045,2025_rev_7,2026_rev_10,NA,NA,NA
29095050,2025_rev_7,2026_rev_10,NA,NA,NA
29121950,2025_rev_7,2026_rev_10,NA,NA,NA
29124926,2025_rev_7,2026_rev_10,NA,NA,NA
29141900,2025_rev_7,2026_rev_10,NA,NA,NA
29144090,2025_rev_7,2026_rev_10,NA,NA,NA
29145030,2025_rev_7,2026_rev_10,NA,NA,NA
29145050,2025_rev_7,2026_rev_10,NA,NA,NA
29146200,2025_rev_7,2026_rev_10,NA,NA,NA
29146921,2025_rev_7,2026_rev_10,NA,NA,NA
29146990,2025_rev_7,2026_rev_10,NA,NA,NA
29147940,2025_rev_7,2026_rev_10,NA,NA,NA
29152930,2025_rev_7,2026_rev_10,NA,NA,NA
29153931,2025_rev_7,2026_rev_10,NA,NA,NA
29153935,2025_rev_7,2026_rev_10,NA,NA,NA
29153947,2025_rev_7,2026_rev_10,NA,NA,NA
29153990,2025_rev_7,2026_rev_10,NA,NA,NA
29159010,2025_rev_7,2026_rev_10,NA,NA,NA
29159014,2025_rev_7,2026_rev_10,NA,NA,NA
29159018,2025_rev_7,2026_rev_10,NA,NA,NA
29159020,2025_rev_7,2026_rev_10,NA,NA,NA
29159050,2025_rev_7,2026_rev_10,NA,NA,NA
29161930,2025_rev_7,2026_rev_10,NA,NA,NA
29161950,2025_rev_7,2026_rev_10,NA,NA,NA
29162050,2025_rev_7,2026_rev_10,NA,NA,NA
29163150,2025_rev_7,2026_rev_10,NA,NA,NA
29163946,2025_rev_7,2026_rev_10,NA,NA,NA
29163979,2025_rev_7,2026_rev_10,NA,NA,NA
29171300,2025_rev_7,2026_rev_10,NA,NA,NA
29171910,2025_rev_7,2026_rev_10,NA,NA,NA
29171970,2025_rev_7,2026_rev_10,NA,NA,NA
29173401,2025_rev_7,2026_rev_10,NA,NA,NA
29173930,2025_rev_7,2026_rev_10,NA,NA,NA
29181151,2025_rev_7,2026_rev_10,NA,NA,NA
29181350,2025_rev_7,2026_rev_10,NA,NA,NA
29181650,2025_rev_7,2026_rev_10,NA,NA,NA
29181960,2025_rev_7,2026_rev_10,NA,NA,NA
29181990,2025_rev_7,2026_rev_10,NA,NA,NA
29182210,2025_rev_7,2026_rev_10,NA,NA,NA
29182250,2025_rev_7,2026_rev_10,NA,NA,NA
29182330,2025_rev_7,2026_rev_10,NA,NA,NA
29182350,2025_rev_7,2026_rev_10,NA,NA,NA
29182920,2025_rev_7,2026_rev_10,NA,NA,NA
29182965,2025_rev_7,2026_rev_10,NA,NA,NA
29182975,2025_rev_7,2026_rev_10,NA,NA,NA
29183025,2025_rev_7,2026_rev_10,NA,NA,NA
29183030,2025_rev_7,2026_rev_10,NA,NA,NA
29183090,2025_rev_7,2026_rev_10,NA,NA,NA
29189930,2025_rev_7,2026_rev_10,NA,NA,NA
29189943,2025_rev_7,2026_rev_10,NA,NA,NA
29189947,2025_rev_7,2026_rev_10,NA,NA,NA
29189950,2025_rev_7,2026_rev_10,NA,NA,NA
29199030,2025_rev_7,2026_rev_10,NA,NA,NA
29199050,2025_rev_7,2026_rev_10,NA,NA,NA
29209051,2025_rev_7,2026_rev_10,NA,NA,NA
29211911,2025_rev_7,2026_rev_10,NA,NA,NA
29211961,2025_rev_7,2026_rev_10,NA,NA,NA
29212900,2025_rev_7,2026_rev_10,NA,NA,NA
29213010,2025_rev_7,2026_rev_10,NA,NA,NA
29213050,2025_rev_7,2026_rev_10,NA,NA,NA
29214290,2025_rev_7,2026_rev_10,NA,NA,NA
29214600,2025_rev_7,2026_rev_10,NA,NA,NA
29214938,2025_rev_7,2026_rev_10,NA,NA,NA
29214943,2025_rev_7,2026_rev_10,NA,NA,NA
29214945,2025_rev_7,2026_rev_10,NA,NA,NA
29214950,2025_rev_7,2026_rev_10,NA,NA,NA
29215980,2025_rev_7,2026_rev_10,NA,NA,NA
29221100,2025_rev_7,2026_rev_10,NA,NA,NA
29221400,2025_rev_7,2026_rev_10,NA,NA,NA
29221909,2025_rev_7,2026_rev_10,NA,NA,NA
29221920,2025_rev_7,2026_rev_10,NA,NA,NA
29221933,2025_rev_7,2026_rev_10,NA,NA,NA
29221960,2025_rev_7,2026_rev_10,NA,NA,NA
29221970,2025_rev_7,2026_rev_10,NA,NA,NA
29221990,2025_rev_7,2026_rev_10,NA,NA,NA
29221996,2025_rev_7,2026_rev_10,NA,NA,NA
29222927,2025_rev_7,2026_rev_10,NA,NA,NA
29222961,2025_rev_7,2026_rev_10,NA,NA,NA
29222981,2025_rev_7,2026_rev_10,NA,NA,NA
29223100,2025_rev_7,2026_rev_10,NA,NA,NA
29223925,2025_rev_7,2026_rev_10,NA,NA,NA
29223945,2025_rev_7,2026_rev_10,NA,NA,NA
29223950,2025_rev_7,2026_rev_10,NA,NA,NA
29224100,2025_rev_7,2026_rev_10,NA,NA,NA
29224250,2025_rev_7,2026_rev_10,NA,NA,NA
29224400,2025_rev_7,2026_rev_10,NA,NA,NA
29224910,2025_rev_7,2026_rev_10,NA,NA,NA
29224926,2025_rev_7,2026_rev_10,NA,NA,NA
29224930,2025_rev_7,2026_rev_10,NA,NA,NA
29224937,2025_rev_7,2026_rev_10,NA,NA,NA
29224949,2025_rev_7,2026_rev_10,NA,NA,NA
29224980,2025_rev_7,2026_rev_10,NA,NA,NA
29225007,2025_rev_7,2026_rev_10,NA,NA,NA
29225010,2025_rev_7,2026_rev_10,NA,NA,NA
29225011,2025_rev_7,2026_rev_10,NA,NA,NA
29225013,2025_rev_7,2026_rev_10,NA,NA,NA
29225014,2025_rev_7,2026_rev_10,NA,NA,NA
29225017,2025_rev_7,2026_rev_10,NA,NA,NA
29225025,2025_rev_7,2026_rev_10,NA,NA,NA
29225035,2025_rev_7,2026_rev_10,NA,NA,NA
29225040,2025_rev_7,2026_rev_10,NA,NA,NA
29225050,2025_rev_7,2026_rev_10,NA,NA,NA
29231000,2025_rev_7,2026_rev_10,NA,NA,NA
29232020,2025_rev_7,2026_rev_10,NA,NA,NA
29239001,2025_rev_7,2026_rev_10,NA,NA,NA
29241100,2025_rev_7,2026_rev_10,NA,NA,NA
29241911,2025_rev_7,2026_rev_10,NA,NA,NA
29241980,2025_rev_7,2026_rev_10,NA,NA,NA
29242116,2025_rev_7,2026_rev_10,NA,NA,NA
29242150,2025_rev_7,2026_rev_10,NA,NA,NA
29242901,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
29242903,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
29242910,2025_rev_7,2026_rev_10,NA,NA,NA
29242923,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
29242926,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
29242928,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
29242933,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
29242957,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
29242962,2025_rev_7,2026_rev_10,NA,NA,NA
29242971,2025_rev_7,2026_rev_10,NA,NA,NA
29242977,2025_rev_7,2026_rev_10,NA,NA,NA
29242980,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
29242995,2025_rev_7,2026_rev_10,NA,NA,NA
29251200,2025_rev_7,2026_rev_10,NA,NA,NA
29251942,2025_rev_7,2026_rev_10,NA,NA,NA
29251991,2025_rev_7,2026_rev_10,NA,NA,NA
29252100,2025_rev_7,2026_rev_10,NA,NA,NA
29252920,2025_rev_7,2026_rev_10,NA,NA,NA
29252960,2025_rev_7,2026_rev_10,NA,NA,NA
29252990,2025_rev_7,2026_rev_10,NA,NA,NA
29263010,2025_rev_7,2026_rev_10,NA,NA,NA
29264000,2025_rev_7,2026_rev_10,NA,NA,NA
29269014,2025_rev_7,2026_rev_10,NA,NA,NA
29269043,2025_rev_7,2026_rev_10,NA,NA,NA
29269048,2025_rev_7,2026_rev_10,NA,NA,NA
29269050,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
29270040,2025_rev_7,2026_rev_10,NA,NA,NA
29270050,2025_rev_7,2026_rev_10,NA,NA,NA
29280025,2025_rev_7,2026_rev_10,NA,NA,NA
29280030,2025_rev_7,2026_rev_10,NA,NA,NA
29280050,2025_rev_7,2026_rev_10,NA,NA,NA
29299020,2025_rev_7,2026_rev_10,NA,NA,NA
29299050,2025_rev_7,2026_rev_10,NA,NA,NA
29302020,2025_rev_7,2026_rev_10,NA,NA,NA
29302090,2025_rev_7,2026_rev_10,NA,NA,NA
29303060,2025_rev_7,2026_rev_10,NA,NA,NA
29309029,2025_rev_7,2026_rev_10,NA,NA,NA
29309049,2025_rev_7,2026_rev_10,NA,NA,NA
29309092,2025_rev_7,2026_rev_10,NA,NA,NA
29314900,2025_rev_7,2026_rev_10,NA,NA,NA
29315300,2025_rev_7,2026_rev_10,NA,NA,NA
29319022,2025_rev_7,2026_rev_10,NA,NA,NA
29319090,2025_rev_7,2026_rev_10,NA,NA,NA
29321400,2025_rev_7,2026_rev_10,NA,NA,NA
29321951,2025_rev_7,2026_rev_10,NA,NA,NA
29322020,2025_rev_7,2026_rev_10,NA,NA,NA
29322030,2025_rev_7,2026_rev_10,NA,NA,NA
29322050,2025_rev_7,2026_rev_10,NA,NA,NA
29329961,2025_rev_7,2026_rev_10,NA,NA,NA
29329970,2025_rev_7,2026_rev_10,NA,NA,NA
29329990,2025_rev_7,2026_rev_10,NA,NA,NA
29331100,2025_rev_7,2026_rev_10,NA,NA,NA
29331935,2025_rev_7,2026_rev_10,NA,NA,NA
29331945,2025_rev_7,2026_rev_10,NA,NA,NA
29331990,2025_rev_7,2026_rev_10,NA,NA,NA
29332100,2025_rev_7,2026_rev_10,NA,NA,NA
29332905,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
29332920,2025_rev_7,2026_rev_10,NA,NA,NA
29332935,2025_rev_7,2026_rev_10,NA,NA,NA
29332943,2025_rev_7,2026_rev_10,NA,NA,NA
29332945,2025_rev_7,2026_rev_10,NA,NA,NA
29332960,2025_rev_22,2026_rev_10,2025-09-08,NA,NA
29332990,2025_rev_7,2026_rev_10,NA,NA,NA
29333301,2025_rev_7,2026_rev_10,NA,NA,NA
29333400,2025_rev_7,2026_rev_10,NA,NA,NA
29333500,2025_rev_7,2026_rev_10,NA,NA,NA
29333700,2025_rev_7,2026_rev_10,NA,NA,NA
29333908,2025_rev_7,2026_rev_10,NA,NA,NA
29333910,2025_rev_7,2026_rev_10,NA,NA,NA
29333920,2025_rev_7,2026_rev_10,NA,NA,NA
29333921,2025_rev_7,2026_rev_10,NA,NA,NA
29333923,2025_rev_7,2026_rev_10,NA,NA,NA
29333925,2025_rev_7,2026_rev_10,NA,NA,NA
29333927,2025_rev_7,2026_rev_10,NA,NA,NA
29333931,2025_rev_7,2026_rev_10,NA,NA,NA
29333941,2025_rev_7,2026_rev_10,NA,NA,NA
29333961,2025_rev_7,2026_rev_10,NA,NA,NA
29333992,2025_rev_7,2026_rev_10,NA,NA,NA
29334100,2025_rev_7,2026_rev_10,NA,NA,NA
29334908,2025_rev_7,2026_rev_10,NA,NA,NA
29334910,2025_rev_7,2026_rev_10,NA,NA,NA
29334915,2025_rev_7,2026_rev_10,NA,NA,NA
29334917,2025_rev_7,2026_rev_10,NA,NA,NA
29334920,2025_rev_7,2026_rev_10,NA,NA,NA
29334926,2025_rev_7,2026_rev_10,NA,NA,NA
29334930,2025_rev_7,2026_rev_10,NA,NA,NA
29334960,2025_rev_7,2026_rev_10,NA,NA,NA
29334970,2025_rev_7,2026_rev_10,NA,NA,NA
29335210,2025_rev_7,2026_rev_10,NA,NA,NA
29335290,2025_rev_7,2026_rev_10,NA,NA,NA
29335300,2025_rev_7,2026_rev_10,NA,NA,NA
29335400,2025_rev_7,2026_rev_10,NA,NA,NA
29335910,2025_rev_7,2026_rev_10,NA,NA,NA
29335915,2025_rev_7,2026_rev_10,NA,NA,NA
29335918,2025_rev_7,2026_rev_10,NA,NA,NA
29335921,2025_rev_7,2026_rev_10,NA,NA,NA
29335922,2025_rev_7,2026_rev_10,NA,NA,NA
29335936,2025_rev_7,2026_rev_10,NA,NA,NA
29335946,2025_rev_7,2026_rev_10,NA,NA,NA
29335953,2025_rev_7,2026_rev_10,NA,NA,NA
29335959,2025_rev_7,2026_rev_10,NA,NA,NA
29335970,2025_rev_7,2026_rev_10,NA,NA,NA
29335980,2025_rev_7,2026_rev_10,NA,NA,NA
29335985,2025_rev_7,2026_rev_10,NA,NA,NA
29335995,2025_rev_7,2026_rev_10,NA,NA,NA
29336960,2025_rev_7,2026_rev_10,NA,NA,NA
29337200,2025_rev_7,2026_rev_10,NA,NA,NA
29337908,2025_rev_7,2026_rev_10,NA,NA,NA
29337915,2025_rev_7,2026_rev_10,NA,NA,NA
29337985,2025_rev_7,2026_rev_10,NA,NA,NA
29339100,2025_rev_7,2026_rev_10,NA,NA,NA
29339901,2025_rev_7,2026_rev_10,NA,NA,NA
29339902,2025_rev_7,2026_rev_10,NA,NA,NA
29339905,2025_rev_7,2026_rev_10,NA,NA,NA
29339906,2025_rev_7,2026_rev_10,NA,NA,NA
29339908,2025_rev_7,2026_rev_10,NA,NA,NA
29339911,2025_rev_7,2026_rev_10,NA,NA,NA
29339912,2025_rev_7,2026_rev_10,NA,NA,NA
29339916,2025_rev_7,2026_rev_10,NA,NA,NA
29339917,2025_rev_7,2026_rev_10,NA,NA,NA
29339922,2025_rev_7,2026_rev_10,NA,NA,NA
29339924,2025_rev_7,2026_rev_10,NA,NA,NA
29339926,2025_rev_7,2026_rev_10,NA,NA,NA
29339942,2025_rev_7,2026_rev_10,NA,NA,NA
29339946,2025_rev_7,2026_rev_10,NA,NA,NA
29339951,2025_rev_7,2026_rev_10,NA,NA,NA
29339953,2025_rev_7,2026_rev_10,NA,NA,NA
29339955,2025_rev_7,2026_rev_10,NA,NA,NA
29339958,2025_rev_7,2026_rev_10,NA,NA,NA
29339961,2025_rev_7,2026_rev_10,NA,NA,NA
29339965,2025_rev_7,2026_rev_10,NA,NA,NA
29339970,2025_rev_7,2026_rev_10,NA,NA,NA
29339975,2025_rev_7,2026_rev_10,NA,NA,NA
29339979,2025_rev_7,2026_rev_10,NA,NA,NA
29339982,2025_rev_7,2026_rev_10,NA,NA,NA
29339985,2025_rev_7,2026_rev_10,NA,NA,NA
29339989,2025_rev_7,2026_rev_10,NA,NA,NA
29339990,2025_rev_7,2026_rev_10,NA,NA,NA
29339997,2025_rev_7,2026_rev_10,NA,NA,NA
29341010,2025_rev_7,2026_rev_10,NA,NA,NA
29341020,2025_rev_7,2026_rev_10,NA,NA,NA
29341090,2025_rev_7,2026_rev_10,NA,NA,NA
29342040,2025_rev_7,2026_rev_10,NA,NA,NA
29342080,2025_rev_7,2026_rev_10,NA,NA,NA
29343023,2025_rev_7,2026_rev_10,NA,NA,NA
29343027,2025_rev_7,2026_rev_10,NA,NA,NA
29343043,2025_rev_7,2026_rev_10,NA,NA,NA
29343050,2025_rev_7,2026_rev_10,NA,NA,NA
29349100,2025_rev_7,2026_rev_10,NA,NA,NA
29349200,2025_rev_7,2026_rev_10,NA,NA,NA
29349901,2025_rev_7,2026_rev_10,NA,NA,NA
29349903,2025_rev_7,2026_rev_10,NA,NA,NA
29349905,2025_rev_7,2026_rev_10,NA,NA,NA
29349906,2025_rev_7,2026_rev_10,NA,NA,NA
29349907,2025_rev_7,2026_rev_10,NA,NA,NA
29349908,2025_rev_7,2026_rev_10,NA,NA,NA
29349909,2025_rev_7,2026_rev_10,NA,NA,NA
29349911,2025_rev_7,2026_rev_10,NA,NA,NA
29349912,2025_rev_7,2026_rev_10,NA,NA,NA
29349915,2025_rev_7,2026_rev_10,NA,NA,NA
29349916,2025_rev_7,2026_rev_10,NA,NA,NA
29349918,2025_rev_7,2026_rev_10,NA,NA,NA
29349920,2025_rev_7,2026_rev_10,NA,NA,NA
29349930,2025_rev_7,2026_rev_10,NA,NA,NA
29349939,2025_rev_7,2026_rev_10,NA,NA,NA
29349944,2025_rev_7,2026_rev_10,NA,NA,NA
29349947,2025_rev_7,2026_rev_10,NA,NA,NA
29349970,2025_rev_7,2026_rev_10,NA,NA,NA
29349990,2025_rev_7,2026_rev_10,NA,NA,NA
29355000,2025_rev_7,2026_rev_10,NA,NA,NA
29359006,2025_rev_7,2026_rev_10,NA,NA,NA
29359010,2025_rev_7,2026_rev_10,NA,NA,NA
29359013,2025_rev_7,2026_rev_10,NA,NA,NA
29359015,2025_rev_7,2026_rev_10,NA,NA,NA
29359020,2025_rev_7,2026_rev_10,NA,NA,NA
29359030,2025_rev_7,2026_rev_10,NA,NA,NA
29359032,2025_rev_7,2026_rev_10,NA,NA,NA
29359033,2025_rev_7,2026_rev_10,NA,NA,NA
29359042,2025_rev_7,2026_rev_10,NA,NA,NA
29359048,2025_rev_7,2026_rev_10,NA,NA,NA
29359060,2025_rev_7,2026_rev_10,NA,NA,NA
29359075,2025_rev_7,2026_rev_10,NA,NA,NA
29359095,2025_rev_7,2026_rev_10,NA,NA,NA
29362100,2025_rev_7,2026_rev_10,NA,NA,NA
29362200,2025_rev_7,2026_rev_10,NA,NA,NA
29362300,2025_rev_7,2026_rev_10,NA,NA,NA
29362401,2025_rev_7,2026_rev_10,NA,NA,NA
29362500,2025_rev_7,2026_rev_10,NA,NA,NA
29362600,2025_rev_7,2026_rev_10,NA,NA,NA
29362700,2025_rev_7,2026_rev_10,NA,NA,NA
29362800,2025_rev_7,2026_rev_10,NA,NA,NA
29362910,2025_rev_7,2026_rev_10,NA,NA,NA
29362916,2025_rev_7,2026_rev_10,NA,NA,NA
29362920,2025_rev_7,2026_rev_10,NA,NA,NA
29362950,2025_rev_7,2026_rev_10,NA,NA,NA
29369001,2025_rev_7,2026_rev_10,NA,NA,NA
29371100,2025_rev_7,2026_rev_10,NA,NA,NA
29371200,2025_rev_7,2026_rev_10,NA,NA,NA
29371900,2025_rev_7,2026_rev_10,NA,NA,NA
29372100,2025_rev_7,2026_rev_10,NA,NA,NA
29372200,2025_rev_7,2026_rev_10,NA,NA,NA
29372310,2025_rev_7,2026_rev_10,NA,NA,NA
29372325,2025_rev_7,2026_rev_10,NA,NA,NA
29372350,2025_rev_7,2026_rev_10,NA,NA,NA
29372910,2025_rev_7,2026_rev_10,NA,NA,NA
29372990,2025_rev_7,2026_rev_10,NA,NA,NA
29375000,2025_rev_7,2026_rev_10,NA,NA,NA
29379005,2025_rev_7,2026_rev_10,NA,NA,NA
29379010,2025_rev_7,2026_rev_10,NA,NA,NA
29379020,2025_rev_7,2026_rev_10,NA,NA,NA
29379040,2025_rev_7,2026_rev_10,NA,NA,NA
29379045,2025_rev_7,2026_rev_10,NA,NA,NA
29379090,2025_rev_7,2026_rev_10,NA,NA,NA
29381000,2025_rev_7,2026_rev_10,NA,NA,NA
29389000,2025_rev_7,2026_rev_10,NA,NA,NA
29391100,2025_rev_7,2026_rev_10,NA,NA,NA
29391910,2025_rev_7,2026_rev_10,NA,NA,NA
29391920,2025_rev_7,2026_rev_10,NA,NA,NA
29391950,2025_rev_7,2026_rev_10,NA,NA,NA
29392000,2025_rev_7,2026_rev_10,NA,NA,NA
29393000,2025_rev_7,2026_rev_10,NA,NA,NA
29394100,2025_rev_7,2026_rev_10,NA,NA,NA
29394200,2025_rev_7,2026_rev_10,NA,NA,NA
29394400,2025_rev_7,2026_rev_10,NA,NA,NA
29394500,2025_rev_7,2026_rev_10,NA,NA,NA
29394903,2025_rev_7,2026_rev_10,NA,NA,NA
29395900,2025_rev_7,2026_rev_10,NA,NA,NA
29396200,2025_rev_7,2026_rev_10,NA,NA,NA
29396300,2025_rev_7,2026_rev_10,NA,NA,NA
29396900,2025_rev_7,2026_rev_10,NA,NA,NA
29397200,2025_rev_7,2026_rev_10,NA,NA,NA
29397900,2025_rev_7,2026_rev_10,NA,NA,NA
29398000,2025_rev_7,2026_rev_10,NA,NA,NA
29400060,2025_rev_7,2026_rev_10,NA,NA,NA
29411010,2025_rev_7,2026_rev_10,NA,NA,NA
29411020,2025_rev_7,2026_rev_10,NA,NA,NA
29411030,2025_rev_7,2026_rev_10,NA,NA,NA
29411050,2025_rev_7,2026_rev_10,NA,NA,NA
29412010,2025_rev_7,2026_rev_10,NA,NA,NA
29412050,2025_rev_7,2026_rev_10,NA,NA,NA
29413000,2025_rev_7,2026_rev_10,NA,NA,NA
29414000,2025_rev_7,2026_rev_10,NA,NA,NA
29415000,2025_rev_7,2026_rev_10,NA,NA,NA
29419010,2025_rev_7,2026_rev_10,NA,NA,NA
29419030,2025_rev_7,2026_rev_10,NA,NA,NA
29419050,2025_rev_7,2026_rev_10,NA,NA,NA
29420005,2025_rev_7,2026_rev_10,NA,NA,NA
29420035,2025_rev_7,2026_rev_10,NA,NA,NA
29420050,2025_rev_7,2026_rev_10,NA,NA,NA
30012000,2025_rev_7,2026_rev_10,NA,NA,NA
30019001,2025_rev_7,2026_rev_10,NA,NA,NA
30021200,2025_rev_7,2026_rev_10,NA,NA,NA
30021300,2025_rev_7,2026_rev_10,NA,NA,NA
30021400,2025_rev_7,2026_rev_10,NA,NA,NA
30021500,2025_rev_7,2026_rev_10,NA,NA,NA
30024100,2025_rev_7,2026_rev_10,NA,NA,NA
30024200,2025_rev_7,2026_rev_10,NA,NA,NA
30024900,2025_rev_7,2026_rev_10,NA,NA,NA
30025100,2025_rev_7,2026_rev_10,NA,NA,NA
30025900,2025_rev_7,2026_rev_10,NA,NA,NA
30029010,2025_rev_7,2026_rev_10,NA,NA,NA
30029052,2025_rev_7,2026_rev_10,NA,NA,NA
30031000,2025_rev_7,2026_rev_10,NA,NA,NA
30032000,2025_rev_7,2026_rev_10,NA,NA,NA
30033910,2025_rev_7,2026_rev_10,NA,NA,NA
30033950,2025_rev_7,2026_rev_10,NA,NA,NA
30034100,2025_rev_7,2026_rev_10,NA,NA,NA
30034200,2025_rev_7,2026_rev_10,NA,NA,NA
30034900,2025_rev_7,2026_rev_10,NA,NA,NA
30039001,2025_rev_7,2026_rev_10,NA,NA,NA
30041010,2025_rev_7,2026_rev_10,NA,NA,NA
30041050,2025_rev_7,2026_rev_10,NA,NA,NA
30042000,2025_rev_7,2026_rev_10,NA,NA,NA
30043100,2025_rev_7,2026_rev_10,NA,NA,NA
30043200,2025_rev_7,2026_rev_10,NA,NA,NA
30043900,2025_rev_7,2026_rev_10,NA,NA,NA
30044100,2025_rev_7,2026_rev_10,NA,NA,NA
30044200,2025_rev_7,2026_rev_10,NA,NA,NA
30044900,2025_rev_7,2026_rev_10,NA,NA,NA
30045010,2025_rev_7,2026_rev_10,NA,NA,NA
30045020,2025_rev_7,2026_rev_10,NA,NA,NA
30045030,2025_rev_7,2026_rev_10,NA,NA,NA
30045040,2025_rev_7,2026_rev_10,NA,NA,NA
30045050,2025_rev_7,2026_rev_10,NA,NA,NA
30046000,2025_rev_7,2026_rev_10,NA,NA,NA
30049010,2025_rev_7,2026_rev_10,NA,NA,NA
30049092,2025_rev_7,2026_rev_10,NA,NA,NA
30063010,2025_rev_7,2026_rev_10,NA,NA,NA
30063050,2025_rev_7,2026_rev_10,NA,NA,NA
30066000,2025_rev_7,2026_rev_10,NA,NA,NA
30067000,2025_rev_7,2026_rev_10,NA,NA,NA
30069310,2025_rev_7,2026_rev_10,NA,NA,NA
30069320,2025_rev_7,2026_rev_10,NA,NA,NA
30069350,2025_rev_7,2026_rev_10,NA,NA,NA
30069360,2025_rev_7,2026_rev_10,NA,NA,NA
30069380,2025_rev_7,2026_rev_10,NA,NA,NA
31010000,2025_rev_29,2026_rev_10,2025-11-13,NA,NA
31021000,2025_rev_29,2026_rev_10,2025-11-13,NA,NA
31022100,2025_rev_29,2026_rev_10,2025-11-13,NA,NA
31022900,2025_rev_29,2026_rev_10,2025-11-13,NA,NA
31023000,2025_rev_29,2026_rev_10,2025-11-13,NA,NA
31024000,2025_rev_29,2026_rev_10,2025-11-13,NA,NA
31025000,2025_rev_29,2026_rev_10,2025-11-13,NA,NA
31026000,2025_rev_29,2026_rev_10,2025-11-13,NA,NA
31028000,2025_rev_29,2026_rev_10,2025-11-13,NA,NA
31029001,2025_rev_29,2026_rev_10,2025-11-13,NA,NA
31031100,2025_rev_29,2026_rev_10,2025-11-13,NA,NA
31031900,2025_rev_29,2026_rev_10,2025-11-13,NA,NA
31039001,2025_rev_29,2026_rev_10,2025-11-13,NA,NA
31042000,2025_rev_7,2026_rev_10,NA,NA,NA
31043000,2025_rev_7,2026_rev_10,NA,NA,NA
31049001,2025_rev_7,2026_rev_10,NA,NA,NA
31051000,2025_rev_7,2026_rev_10,NA,NA,NA
31052000,2025_rev_7,2026_rev_10,NA,NA,NA
31053000,2025_rev_29,2026_rev_10,2025-11-13,NA,NA
31054000,2025_rev_29,2026_rev_10,2025-11-13,NA,NA
31055100,2025_rev_29,2026_rev_10,2025-11-13,NA,NA
31055900,2025_rev_29,2026_rev_10,2025-11-13,NA,NA
31056000,2025_rev_7,2026_rev_10,NA,NA,NA
31059000,2025_rev_29,2026_rev_10,2025-11-13,NA,NA
32030080,2025_rev_7,2026_rev_10,NA,NA,NA
32041380,2025_rev_7,2026_rev_10,NA,NA,NA
32041720,2025_rev_7,2026_rev_10,NA,NA,NA
32041800,2025_rev_7,2026_rev_10,NA,NA,NA
32061100,2025_rev_7,2026_rev_10,NA,NA,NA
32061900,2025_rev_7,2026_rev_10,NA,NA,NA
34024210,2025_rev_7,2026_rev_10,NA,NA,NA
34024220,2025_rev_7,2026_rev_10,NA,NA,NA
34024290,2025_rev_7,2026_rev_10,NA,NA,NA
36069030,2025_rev_7,2026_rev_10,NA,NA,NA
38089410,2025_rev_7,2026_rev_10,NA,NA,NA
38089450,2025_rev_7,2026_rev_10,NA,NA,NA
38180000,2025_rev_7,2026_rev_10,NA,NA,NA
38249100,2025_rev_7,2026_rev_10,NA,NA,NA
38249929,2025_rev_7,2026_rev_10,NA,NA,NA
38249949,2025_rev_7,2026_rev_10,NA,NA,NA
38249955,2025_rev_7,2026_rev_10,NA,NA,NA
38249993,2025_rev_7,2025_rev_21,NA,2025_rev_22,2025-09-07
39019090,2025_rev_7,2026_rev_10,NA,NA,NA
39029000,2025_rev_7,2026_rev_10,NA,NA,NA
39046100,2025_rev_7,2026_rev_10,NA,NA,NA
39059110,2025_rev_7,2026_rev_10,NA,NA,NA
39059980,2025_rev_7,2026_rev_10,NA,NA,NA
39069050,2025_rev_7,2026_rev_10,NA,NA,NA
39071000,2025_rev_7,2026_rev_10,NA,NA,NA
39072100,2025_rev_7,2026_rev_10,NA,NA,NA
39072900,2025_rev_7,2025_rev_21,NA,2025_rev_22,2025-09-07
39073000,2025_rev_7,2025_rev_21,NA,2025_rev_22,2025-09-07
39076100,2025_rev_7,2025_rev_21,NA,2025_rev_22,2025-09-07
39076900,2025_rev_7,2025_rev_21,NA,2025_rev_22,2025-09-07
39077000,2025_rev_7,2026_rev_10,NA,NA,NA
39079950,2025_rev_7,2025_rev_21,NA,2025_rev_22,2025-09-07
39081000,2025_rev_7,2026_rev_10,NA,NA,NA
39100000,2025_rev_7,2025_rev_21,NA,2025_rev_22,2025-09-07
39119025,2025_rev_7,2026_rev_10,NA,NA,NA
39119091,2025_rev_7,2026_rev_10,NA,NA,NA
39123100,2025_rev_7,2026_rev_10,NA,NA,NA
39123900,2025_rev_7,2026_rev_10,NA,NA,NA
39129000,2025_rev_7,2026_rev_10,NA,NA,NA
39139020,2025_rev_7,2026_rev_10,NA,NA,NA
