symbol,program_name,revision,source_url,fallback_from
S,United States-Mexico-Canada Agreement,2021_rev_9,carried_forward_from 2026_rev_9,2026_rev_9
S+,United States-Mexico-Canada Agreement,2021_rev_9,carried_forward_from 2026_rev_9,2026_rev_9
A,Generalized System of Preferences,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
A*,Generalized System of Preferences,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
A+,Generalized System of Preferences,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
AU,United States-Australia Free Trade Agreement,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
B,Automotive Products Trade Act,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
BH,United States-Bahrain Free Trade Agreement Implementation Act,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
C,Agreement on Trade in Civil Aircraft,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
CL,United States-Chile Free Trade Agreement,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
D,African Growth and Opportunity Act,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
E,Caribbean Basin Economic Recovery Act,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
E*,Caribbean Basin Economic Recovery Act,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
IL,United States-Israel Free Trade Area,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
JO,United States-Jordan Free Trade Area Implementation Act,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
JP,Trade Agreement Between the United States and Japan,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
K,Agreement on Trade in Pharmaceutical Products,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
R,United States-Caribbean Basin Trade Partnership Act,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
MA,United States-Morocco Free Trade Agreement Implementation Act,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
SG,United States-Singapore Free Trade Agreement,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
OM,United States-Oman Free Trade Agreement Implementation Act,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
PE,United States-Peru Trade Promotion Agreement Implementation Act,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
KR,United States-Korea Free Trade Agreement Implementation Act,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
PA,United States-Panama Trade Promotion Agreement Implementation Act,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
NP,Nepal Preference Program,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
S,United States-Mexico-Canada Agreement,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
S+,United States-Mexico-Canada Agreement,2021_rev_10,carried_forward_from 2026_rev_9,2026_rev_9
A,Generalized System of Preferences,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
A*,Generalized System of Preferences,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
A+,Generalized System of Preferences,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
AU,United States-Australia Free Trade Agreement,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
B,Automotive Products Trade Act,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
BH,United States-Bahrain Free Trade Agreement Implementation Act,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
C,Agreement on Trade in Civil Aircraft,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
CL,United States-Chile Free Trade Agreement,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
D,African Growth and Opportunity Act,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
E,Caribbean Basin Economic Recovery Act,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
E*,Caribbean Basin Economic Recovery Act,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
IL,United States-Israel Free Trade Area,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
JO,United States-Jordan Free Trade Area Implementation Act,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
JP,Trade Agreement Between the United States and Japan,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
K,Agreement on Trade in Pharmaceutical Products,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
R,United States-Caribbean Basin Trade Partnership Act,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
MA,United States-Morocco Free Trade Agreement Implementation Act,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
SG,United States-Singapore Free Trade Agreement,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
OM,United States-Oman Free Trade Agreement Implementation Act,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
PE,United States-Peru Trade Promotion Agreement Implementation Act,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
KR,United States-Korea Free Trade Agreement Implementation Act,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
PA,United States-Panama Trade Promotion Agreement Implementation Act,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
NP,Nepal Preference Program,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
S,United States-Mexico-Canada Agreement,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
S+,United States-Mexico-Canada Agreement,2021_rev_11,carried_forward_from 2026_rev_9,2026_rev_9
A,Generalized System of Preferences,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
A*,Generalized System of Preferences,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
A+,Generalized System of Preferences,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
AU,United States-Australia Free Trade Agreement,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
B,Automotive Products Trade Act,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
BH,United States-Bahrain Free Trade Agreement Implementation Act,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
C,Agreement on Trade in Civil Aircraft,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
CL,United States-Chile Free Trade Agreement,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
D,African Growth and Opportunity Act,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
E,Caribbean Basin Economic Recovery Act,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
E*,Caribbean Basin Economic Recovery Act,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
IL,United States-Israel Free Trade Area,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
JO,United States-Jordan Free Trade Area Implementation Act,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
JP,Trade Agreement Between the United States and Japan,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
K,Agreement on Trade in Pharmaceutical Products,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
R,United States-Caribbean Basin Trade Partnership Act,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
MA,United States-Morocco Free Trade Agreement Implementation Act,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
SG,United States-Singapore Free Trade Agreement,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
OM,United States-Oman Free Trade Agreement Implementation Act,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
PE,United States-Peru Trade Promotion Agreement Implementation Act,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
KR,United States-Korea Free Trade Agreement Implementation Act,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
PA,United States-Panama Trade Promotion Agreement Implementation Act,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
NP,Nepal Preference Program,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
S,United States-Mexico-Canada Agreement,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
S+,United States-Mexico-Canada Agreement,2021_rev_12,carried_forward_from 2026_rev_9,2026_rev_9
A,Generalized System of Preferences,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
A*,Generalized System of Preferences,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
A+,Generalized System of Preferences,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
AU,United States-Australia Free Trade Agreement,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
B,Automotive Products Trade Act,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
BH,United States-Bahrain Free Trade Agreement Implementation Act,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
C,Agreement on Trade in Civil Aircraft,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
CL,United States-Chile Free Trade Agreement,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
D,African Growth and Opportunity Act,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
E,Caribbean Basin Economic Recovery Act,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
E*,Caribbean Basin Economic Recovery Act,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
IL,United States-Israel Free Trade Area,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
JO,United States-Jordan Free Trade Area Implementation Act,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
JP,Trade Agreement Between the United States and Japan,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
K,Agreement on Trade in Pharmaceutical Products,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
R,United States-Caribbean Basin Trade Partnership Act,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
MA,United States-Morocco Free Trade Agreement Implementation Act,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
SG,United States-Singapore Free Trade Agreement,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
OM,United States-Oman Free Trade Agreement Implementation Act,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
PE,United States-Peru Trade Promotion Agreement Implementation Act,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
KR,United States-Korea Free Trade Agreement Implementation Act,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
PA,United States-Panama Trade Promotion Agreement Implementation Act,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
NP,Nepal Preference Program,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
S,United States-Mexico-Canada Agreement,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
S+,United States-Mexico-Canada Agreement,2022_basic,carried_forward_from 2026_rev_9,2026_rev_9
A,Generalized System of Preferences,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
A*,Generalized System of Preferences,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
A+,Generalized System of Preferences,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
AU,United States-Australia Free Trade Agreement,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
B,Automotive Products Trade Act,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
BH,United States-Bahrain Free Trade Agreement Implementation Act,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
C,Agreement on Trade in Civil Aircraft,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
CL,United States-Chile Free Trade Agreement,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
D,African Growth and Opportunity Act,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
E,Caribbean Basin Economic Recovery Act,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
E*,Caribbean Basin Economic Recovery Act,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
IL,United States-Israel Free Trade Area,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
JO,United States-Jordan Free Trade Area Implementation Act,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
JP,Trade Agreement Between the United States and Japan,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
K,Agreement on Trade in Pharmaceutical Products,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
R,United States-Caribbean Basin Trade Partnership Act,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
MA,United States-Morocco Free Trade Agreement Implementation Act,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
SG,United States-Singapore Free Trade Agreement,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
OM,United States-Oman Free Trade Agreement Implementation Act,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
PE,United States-Peru Trade Promotion Agreement Implementation Act,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
KR,United States-Korea Free Trade Agreement Implementation Act,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
PA,United States-Panama Trade Promotion Agreement Implementation Act,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
NP,Nepal Preference Program,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
S,United States-Mexico-Canada Agreement,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
S+,United States-Mexico-Canada Agreement,2022_rev_1,carried_forward_from 2026_rev_9,2026_rev_9
A,Generalized System of Preferences,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
A*,Generalized System of Preferences,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
A+,Generalized System of Preferences,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
AU,United States-Australia Free Trade Agreement,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
B,Automotive Products Trade Act,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
BH,United States-Bahrain Free Trade Agreement Implementation Act,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
C,Agreement on Trade in Civil Aircraft,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
CL,United States-Chile Free Trade Agreement,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
D,African Growth and Opportunity Act,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
E,Caribbean Basin Economic Recovery Act,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
E*,Caribbean Basin Economic Recovery Act,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
IL,United States-Israel Free Trade Area,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
JO,United States-Jordan Free Trade Area Implementation Act,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
JP,Trade Agreement Between the United States and Japan,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
K,Agreement on Trade in Pharmaceutical Products,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
R,United States-Caribbean Basin Trade Partnership Act,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
MA,United States-Morocco Free Trade Agreement Implementation Act,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
SG,United States-Singapore Free Trade Agreement,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
OM,United States-Oman Free Trade Agreement Implementation Act,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
PE,United States-Peru Trade Promotion Agreement Implementation Act,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
KR,United States-Korea Free Trade Agreement Implementation Act,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
PA,United States-Panama Trade Promotion Agreement Implementation Act,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
NP,Nepal Preference Program,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
S,United States-Mexico-Canada Agreement,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
S+,United States-Mexico-Canada Agreement,2022_rev_2,carried_forward_from 2026_rev_9,2026_rev_9
A,Generalized System of Preferences,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
A*,Generalized System of Preferences,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
A+,Generalized System of Preferences,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
AU,United States-Australia Free Trade Agreement,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
B,Automotive Products Trade Act,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
BH,United States-Bahrain Free Trade Agreement Implementation Act,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
C,Agreement on Trade in Civil Aircraft,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
CL,United States-Chile Free Trade Agreement,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
D,African Growth and Opportunity Act,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
E,Caribbean Basin Economic Recovery Act,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
E*,Caribbean Basin Economic Recovery Act,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
IL,United States-Israel Free Trade Area,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
JO,United States-Jordan Free Trade Area Implementation Act,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
JP,Trade Agreement Between the United States and Japan,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
K,Agreement on Trade in Pharmaceutical Products,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
R,United States-Caribbean Basin Trade Partnership Act,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
MA,United States-Morocco Free Trade Agreement Implementation Act,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
SG,United States-Singapore Free Trade Agreement,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
OM,United States-Oman Free Trade Agreement Implementation Act,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
PE,United States-Peru Trade Promotion Agreement Implementation Act,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
KR,United States-Korea Free Trade Agreement Implementation Act,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
PA,United States-Panama Trade Promotion Agreement Implementation Act,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
NP,Nepal Preference Program,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
S,United States-Mexico-Canada Agreement,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
S+,United States-Mexico-Canada Agreement,2022_rev_3,carried_forward_from 2026_rev_9,2026_rev_9
A,Generalized System of Preferences,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
A*,Generalized System of Preferences,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
A+,Generalized System of Preferences,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
AU,United States-Australia Free Trade Agreement,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
B,Automotive Products Trade Act,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
BH,United States-Bahrain Free Trade Agreement Implementation Act,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
C,Agreement on Trade in Civil Aircraft,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
CL,United States-Chile Free Trade Agreement,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
D,African Growth and Opportunity Act,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
E,Caribbean Basin Economic Recovery Act,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
E*,Caribbean Basin Economic Recovery Act,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
IL,United States-Israel Free Trade Area,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
JO,United States-Jordan Free Trade Area Implementation Act,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
JP,Trade Agreement Between the United States and Japan,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
K,Agreement on Trade in Pharmaceutical Products,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
R,United States-Caribbean Basin Trade Partnership Act,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
MA,United States-Morocco Free Trade Agreement Implementation Act,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
SG,United States-Singapore Free Trade Agreement,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
OM,United States-Oman Free Trade Agreement Implementation Act,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
PE,United States-Peru Trade Promotion Agreement Implementation Act,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
KR,United States-Korea Free Trade Agreement Implementation Act,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
PA,United States-Panama Trade Promotion Agreement Implementation Act,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
NP,Nepal Preference Program,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
S,United States-Mexico-Canada Agreement,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
S+,United States-Mexico-Canada Agreement,2022_rev_4,carried_forward_from 2026_rev_9,2026_rev_9
A,Generalized System of Preferences,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
A*,Generalized System of Preferences,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
A+,Generalized System of Preferences,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
AU,United States-Australia Free Trade Agreement,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
B,Automotive Products Trade Act,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
BH,United States-Bahrain Free Trade Agreement Implementation Act,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
C,Agreement on Trade in Civil Aircraft,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
CL,United States-Chile Free Trade Agreement,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
D,African Growth and Opportunity Act,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
E,Caribbean Basin Economic Recovery Act,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
E*,Caribbean Basin Economic Recovery Act,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
IL,United States-Israel Free Trade Area,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
JO,United States-Jordan Free Trade Area Implementation Act,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
JP,Trade Agreement Between the United States and Japan,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
K,Agreement on Trade in Pharmaceutical Products,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
R,United States-Caribbean Basin Trade Partnership Act,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
MA,United States-Morocco Free Trade Agreement Implementation Act,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
SG,United States-Singapore Free Trade Agreement,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
OM,United States-Oman Free Trade Agreement Implementation Act,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
PE,United States-Peru Trade Promotion Agreement Implementation Act,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
KR,United States-Korea Free Trade Agreement Implementation Act,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
PA,United States-Panama Trade Promotion Agreement Implementation Act,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
NP,Nepal Preference Program,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
S,United States-Mexico-Canada Agreement,2022_rev_5,carried_forward_from 2026_rev_9,2026_rev_9
