symbol,program_name,revision,source_url,fallback_from
A,Generalized System of Preferences,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
A*,Generalized System of Preferences,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
A+,Generalized System of Preferences,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
AU,United States-Australia Free Trade Agreement,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
B,Automotive Products Trade Act,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
C,Agreement on Trade in Civil Aircraft,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
CL,United States-Chile Free Trade Agreement,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
D,African Growth and Opportunity Act,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
E,Caribbean Basin Economic Recovery Act,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
E*,Caribbean Basin Economic Recovery Act,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
IL,United States-Israel Free Trade Area,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
JO,United States-Jordan Free Trade Area Implementation Act,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
JP,Trade Agreement Between the United States and Japan,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
K,Agreement on Trade in Pharmaceutical Products,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
R,United States-Caribbean Basin Trade Partnership Act,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
SG,United States-Singapore Free Trade Agreement,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
NP,Nepal Preference Program,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
S,United States-Mexico-Canada Agreement,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
S+,United States-Mexico-Canada Agreement,2024_rev_4,reststop General+Note+3 @ 2024HTSRev4,NA
A,Generalized System of Preferences,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
A*,Generalized System of Preferences,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
A+,Generalized System of Preferences,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
AU,United States-Australia Free Trade Agreement,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
B,Automotive Products Trade Act,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
C,Agreement on Trade in Civil Aircraft,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
CL,United States-Chile Free Trade Agreement,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
D,African Growth and Opportunity Act,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
E,Caribbean Basin Economic Recovery Act,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
E*,Caribbean Basin Economic Recovery Act,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
IL,United States-Israel Free Trade Area,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
JO,United States-Jordan Free Trade Area Implementation Act,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
JP,Trade Agreement Between the United States and Japan,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
K,Agreement on Trade in Pharmaceutical Products,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
R,United States-Caribbean Basin Trade Partnership Act,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
SG,United States-Singapore Free Trade Agreement,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
NP,Nepal Preference Program,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
S,United States-Mexico-Canada Agreement,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
S+,United States-Mexico-Canada Agreement,2026_rev_9,reststop General+Note+3 @ 2026HTSRev9,NA
A,Generalized System of Preferences,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
A*,Generalized System of Preferences,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
A+,Generalized System of Preferences,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
AU,United States-Australia Free Trade Agreement,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
B,Automotive Products Trade Act,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
C,Agreement on Trade in Civil Aircraft,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
CL,United States-Chile Free Trade Agreement,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
D,African Growth and Opportunity Act,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
E,Caribbean Basin Economic Recovery Act,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
E*,Caribbean Basin Economic Recovery Act,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
IL,United States-Israel Free Trade Area,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
JO,United States-Jordan Free Trade Area Implementation Act,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
JP,Trade Agreement Between the United States and Japan,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
K,Agreement on Trade in Pharmaceutical Products,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
R,United States-Caribbean Basin Trade Partnership Act,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
SG,United States-Singapore Free Trade Agreement,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
NP,Nepal Preference Program,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
S,United States-Mexico-Canada Agreement,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
S+,United States-Mexico-Canada Agreement,2024_basic,reststop General+Note+3 @ 2024HTSBasic,NA
A,Generalized System of Preferences,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
A*,Generalized System of Preferences,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
A+,Generalized System of Preferences,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
AU,United States-Australia Free Trade Agreement,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
B,Automotive Products Trade Act,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
C,Agreement on Trade in Civil Aircraft,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
CL,United States-Chile Free Trade Agreement,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
D,African Growth and Opportunity Act,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
E,Caribbean Basin Economic Recovery Act,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
E*,Caribbean Basin Economic Recovery Act,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
IL,United States-Israel Free Trade Area,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
JO,United States-Jordan Free Trade Area Implementation Act,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
JP,Trade Agreement Between the United States and Japan,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
K,Agreement on Trade in Pharmaceutical Products,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
R,United States-Caribbean Basin Trade Partnership Act,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
SG,United States-Singapore Free Trade Agreement,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
NP,Nepal Preference Program,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
S,United States-Mexico-Canada Agreement,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
S+,United States-Mexico-Canada Agreement,2024_rev_1,reststop General+Note+3 @ 2024HTSRev1,NA
A,Generalized System of Preferences,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
A*,Generalized System of Preferences,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
A+,Generalized System of Preferences,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
AU,United States-Australia Free Trade Agreement,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
B,Automotive Products Trade Act,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
C,Agreement on Trade in Civil Aircraft,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
CL,United States-Chile Free Trade Agreement,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
D,African Growth and Opportunity Act,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
E,Caribbean Basin Economic Recovery Act,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
E*,Caribbean Basin Economic Recovery Act,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
IL,United States-Israel Free Trade Area,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
JO,United States-Jordan Free Trade Area Implementation Act,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
JP,Trade Agreement Between the United States and Japan,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
K,Agreement on Trade in Pharmaceutical Products,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
R,United States-Caribbean Basin Trade Partnership Act,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
SG,United States-Singapore Free Trade Agreement,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
NP,Nepal Preference Program,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
S,United States-Mexico-Canada Agreement,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
S+,United States-Mexico-Canada Agreement,2024_rev_2,reststop General+Note+3 @ 2024HTSRev2,NA
A,Generalized System of Preferences,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
A*,Generalized System of Preferences,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
A+,Generalized System of Preferences,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
AU,United States-Australia Free Trade Agreement,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
B,Automotive Products Trade Act,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
C,Agreement on Trade in Civil Aircraft,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
CL,United States-Chile Free Trade Agreement,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
D,African Growth and Opportunity Act,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
E,Caribbean Basin Economic Recovery Act,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
E*,Caribbean Basin Economic Recovery Act,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
IL,United States-Israel Free Trade Area,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
JO,United States-Jordan Free Trade Area Implementation Act,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
JP,Trade Agreement Between the United States and Japan,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
K,Agreement on Trade in Pharmaceutical Products,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
R,United States-Caribbean Basin Trade Partnership Act,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
SG,United States-Singapore Free Trade Agreement,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
NP,Nepal Preference Program,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
S,United States-Mexico-Canada Agreement,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
S+,United States-Mexico-Canada Agreement,2024_rev_3,reststop General+Note+3 @ 2024HTSRev3,NA
A,Generalized System of Preferences,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
A*,Generalized System of Preferences,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
A+,Generalized System of Preferences,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
AU,United States-Australia Free Trade Agreement,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
B,Automotive Products Trade Act,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
C,Agreement on Trade in Civil Aircraft,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
CL,United States-Chile Free Trade Agreement,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
D,African Growth and Opportunity Act,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
E,Caribbean Basin Economic Recovery Act,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
E*,Caribbean Basin Economic Recovery Act,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
IL,United States-Israel Free Trade Area,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
JO,United States-Jordan Free Trade Area Implementation Act,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
JP,Trade Agreement Between the United States and Japan,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
K,Agreement on Trade in Pharmaceutical Products,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
R,United States-Caribbean Basin Trade Partnership Act,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
SG,United States-Singapore Free Trade Agreement,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
NP,Nepal Preference Program,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
S,United States-Mexico-Canada Agreement,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
S+,United States-Mexico-Canada Agreement,2024_rev_5,reststop General+Note+3 @ 2024HTSRev5,NA
A,Generalized System of Preferences,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
A*,Generalized System of Preferences,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
A+,Generalized System of Preferences,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
AU,United States-Australia Free Trade Agreement,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
B,Automotive Products Trade Act,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
C,Agreement on Trade in Civil Aircraft,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
CL,United States-Chile Free Trade Agreement,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
D,African Growth and Opportunity Act,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
E,Caribbean Basin Economic Recovery Act,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
E*,Caribbean Basin Economic Recovery Act,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
IL,United States-Israel Free Trade Area,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
JO,United States-Jordan Free Trade Area Implementation Act,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
JP,Trade Agreement Between the United States and Japan,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
K,Agreement on Trade in Pharmaceutical Products,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
R,United States-Caribbean Basin Trade Partnership Act,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
SG,United States-Singapore Free Trade Agreement,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
NP,Nepal Preference Program,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
S,United States-Mexico-Canada Agreement,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
S+,United States-Mexico-Canada Agreement,2024_rev_6,reststop General+Note+3 @ 2024HTSRev6,NA
A,Generalized System of Preferences,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
A*,Generalized System of Preferences,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
A+,Generalized System of Preferences,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
AU,United States-Australia Free Trade Agreement,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
B,Automotive Products Trade Act,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
C,Agreement on Trade in Civil Aircraft,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
CL,United States-Chile Free Trade Agreement,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
D,African Growth and Opportunity Act,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
E,Caribbean Basin Economic Recovery Act,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
E*,Caribbean Basin Economic Recovery Act,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
IL,United States-Israel Free Trade Area,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
JO,United States-Jordan Free Trade Area Implementation Act,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
JP,Trade Agreement Between the United States and Japan,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
K,Agreement on Trade in Pharmaceutical Products,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
R,United States-Caribbean Basin Trade Partnership Act,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
SG,United States-Singapore Free Trade Agreement,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
