hts8,effective_date_start,effective_date_end
28041000,NA,NA
28043000,NA,NA
28061000,NA,NA
28070000,NA,NA
28092000,NA,NA
28111200,NA,NA
28112250,NA,NA
28121200,NA,NA
28141000,NA,NA
28142000,NA,NA
28151100,NA,NA
28151200,NA,NA
28153000,NA,NA
28251000,NA,NA
28273965,NA,NA
28276020,NA,NA
28321000,NA,NA
28323010,NA,NA
28331150,NA,NA
28331900,NA,NA
28332200,NA,NA
28341010,NA,NA
28352200,NA,NA
28352400,NA,NA
28362000,NA,NA
28363000,NA,NA
28364020,NA,NA
28372051,NA,NA
28419040,NA,NA
28421000,NA,NA
28429090,NA,NA
28432901,NA,NA
28433000,NA,NA
28439000,NA,NA
28444100,NA,NA
28444200,NA,NA
28444300,NA,NA
28444400,NA,NA
28452000,NA,NA
28453000,NA,NA
28459001,NA,NA
28470000,NA,NA
28500050,NA,NA
28531000,NA,NA
28539050,NA,NA
29011040,NA,NA
29021900,NA,NA
29029030,NA,NA
29031200,NA,NA
29031300,NA,NA
29032200,NA,NA
29034110,NA,NA
29034210,NA,NA
29034310,NA,NA
29034410,NA,NA
29034510,NA,NA
29034610,NA,NA
29034710,NA,NA
29034800,NA,NA
29034900,NA,NA
29035110,NA,NA
29035910,NA,NA
29035990,NA,NA
29036910,NA,NA
29036990,NA,NA
29037101,NA,NA
29037700,NA,NA
29037800,NA,NA
29037990,NA,NA
29038100,NA,NA
29038915,NA,NA
29038920,NA,NA
29038970,NA,NA
29039200,NA,NA
29039300,NA,NA
29039400,NA,NA
29039920,NA,NA
29039980,NA,NA
29041032,NA,NA
29041050,NA,NA
29042010,NA,NA
29042015,NA,NA
29042020,NA,NA
29042030,NA,NA
29042035,NA,NA
29042040,NA,NA
29042045,NA,NA
29042050,NA,NA
29049904,NA,NA
29049908,NA,NA
29049915,NA,NA
29049920,NA,NA
29049930,NA,NA
29049935,NA,NA
29049940,NA,NA
29049947,NA,NA
29049950,NA,NA
29051120,NA,NA
29051200,NA,NA
29051300,NA,NA
29051910,NA,NA
29051990,NA,NA
29052210,NA,NA
29052220,NA,NA
29052250,NA,NA
29052990,NA,NA
29053100,NA,NA
29053200,NA,NA
29053990,NA,NA
29054920,NA,NA
29054950,NA,NA
29055100,NA,NA
29055910,NA,NA
29055990,NA,NA
29061100,NA,NA
29061950,NA,NA
29062960,NA,NA
29071100,NA,NA
29071910,NA,NA
29071920,NA,NA
29071940,NA,NA
29071980,NA,NA
29072990,NA,NA
29081910,NA,NA
29081935,NA,NA
29081960,NA,NA
29089912,NA,NA
29089915,NA,NA
29089925,NA,NA
29091100,NA,NA
29091918,NA,NA
29091960,NA,NA
29092000,NA,NA
29093040,NA,NA
29093060,NA,NA
29094905,NA,NA
29094910,NA,NA
29094915,NA,NA
29094920,NA,NA
29094960,NA,NA
29095020,NA,NA
29095040,NA,NA
29095045,NA,NA
29095050,NA,NA
29101000,NA,NA
29103000,NA,NA
29104000,NA,NA
29105000,NA,NA
29109010,NA,NA
29109020,NA,NA
29109091,NA,NA
29110010,NA,NA
29110050,NA,NA
29121950,NA,NA
29122960,NA,NA
29124926,NA,NA
29126000,NA,NA
29141110,NA,NA
29141900,NA,NA
29142930,NA,NA
29142950,NA,NA
29143990,NA,NA
29144040,NA,NA
29144090,NA,NA
29145010,NA,NA
29145030,NA,NA
29145050,NA,NA
29146200,NA,NA
29146921,NA,NA
29146990,NA,NA
29147100,NA,NA
29147910,NA,NA
29147940,NA,NA
29147960,NA,NA
29147990,NA,NA
29152100,NA,NA
29152400,NA,NA
29152950,NA,NA
29153200,NA,NA
29153600,NA,NA
29153910,NA,NA
29153931,NA,NA
29153935,NA,NA
29153940,NA,NA
29153945,NA,NA
29153947,NA,NA
29153970,NA,NA
29153990,NA,NA
29154010,NA,NA
29154020,NA,NA
29154030,NA,NA
29154050,NA,NA
29155020,NA,NA
29159010,NA,NA
29159014,NA,NA
29159018,NA,NA
29159020,NA,NA
29159050,NA,NA
29161600,NA,NA
29161930,NA,NA
29161950,NA,NA
29162050,NA,NA
29163130,NA,NA
29163150,NA,NA
29163915,NA,NA
29163917,NA,NA
29163946,NA,NA
29163979,NA,NA
29171300,NA,NA
29171910,NA,NA
29171915,NA,NA
29171917,NA,NA
29171920,NA,NA
29171923,NA,NA
29171927,NA,NA
29171930,NA,NA
29171935,NA,NA
29171940,NA,NA
29171970,NA,NA
29172000,NA,NA
29173401,NA,NA
29173700,NA,NA
29173930,NA,NA
29181151,NA,NA
29181200,NA,NA
29181350,NA,NA
29181400,NA,NA
29181650,NA,NA
29181800,NA,NA
29181915,NA,NA
29181920,NA,NA
29181931,NA,NA
29181960,NA,NA
29181990,NA,NA
29182110,NA,NA
29182210,NA,NA
29182250,NA,NA
29182310,NA,NA
29182330,NA,NA
29182350,NA,NA
29182920,NA,NA
29182922,NA,NA
29182965,NA,NA
29182975,NA,NA
29183010,NA,NA
29183015,NA,NA
29183025,NA,NA
29183030,NA,NA
29183070,NA,NA
29183090,NA,NA
29189905,NA,NA
29189930,NA,NA
29189943,NA,NA
29189947,NA,NA
29189950,NA,NA
29191000,NA,NA
29199030,NA,NA
29199050,NA,NA
29201940,NA,NA
29201950,NA,NA
29202100,NA,NA
29202200,NA,NA
29202300,NA,NA
29202400,NA,NA
29202900,NA,NA
29203000,NA,NA
29209020,NA,NA
29209051,NA,NA
29211100,NA,NA
29211400,NA,NA
29211911,NA,NA
29211961,NA,NA
29212900,NA,NA
29213010,NA,NA
29213030,NA,NA
29213050,NA,NA
29214110,NA,NA
29214120,NA,NA
29214265,NA,NA
29214290,NA,NA
29214340,NA,NA
29214560,NA,NA
29214590,NA,NA
29214600,NA,NA
29214938,NA,NA
29214943,NA,NA
29214945,NA,NA
29214950,NA,NA
29215940,NA,NA
29215980,NA,NA
29221100,NA,NA
29221200,NA,NA
29221400,NA,NA
29221500,NA,NA
29221600,NA,NA
29221700,NA,NA
29221800,NA,NA
29221909,NA,NA
29221920,NA,NA
29221933,NA,NA
29221960,NA,NA
29221970,NA,NA
29221990,NA,NA
29221996,NA,NA
29222110,NA,NA
29222125,NA,NA
29222140,NA,NA
29222150,NA,NA
29222903,NA,NA
29222906,NA,NA
29222908,NA,NA
29222910,NA,NA
29222913,NA,NA
29222915,NA,NA
29222920,NA,NA
29222926,NA,NA
29222927,NA,NA
29222929,NA,NA
29222961,NA,NA
29222981,NA,NA
29223100,NA,NA
29223905,NA,NA
29223910,NA,NA
29223914,NA,NA
29223917,NA,NA
29223925,NA,NA
29223945,NA,NA
29223950,NA,NA
29224100,NA,NA
29224210,NA,NA
29224250,NA,NA
29224310,NA,NA
29224350,NA,NA
29224400,NA,NA
29224905,NA,NA
29224910,NA,NA
29224926,NA,NA
29224930,NA,NA
29224937,NA,NA
29224943,NA,NA
29224949,NA,NA
29224960,NA,NA
29224980,NA,NA
29225007,NA,NA
29225010,NA,NA
29225011,NA,NA
29225013,NA,NA
29225014,NA,NA
29225017,NA,NA
29225019,NA,NA
29225025,NA,NA
29225035,NA,NA
29225040,NA,NA
29225050,NA,NA
29231000,NA,NA
29232010,NA,NA
29232020,NA,NA
29233000,NA,NA
29234000,NA,NA
29239001,NA,NA
29241100,NA,NA
29241200,NA,NA
29241911,NA,NA
29241980,NA,NA
29242116,NA,NA
29242120,NA,NA
29242145,NA,NA
29242150,NA,NA
29242370,NA,NA
29242375,NA,NA
29242400,NA,NA
29242500,NA,NA
29242901,NA,NA
29242903,NA,NA
29242905,NA,NA
29242910,NA,NA
29242923,NA,NA
29242926,NA,NA
29242928,NA,NA
29242933,NA,NA
29242957,NA,NA
29242962,NA,NA
29242965,NA,NA
29242971,NA,NA
29242977,NA,NA
29242980,NA,NA
29242995,NA,NA
29251200,NA,NA
29251942,NA,NA
29251991,NA,NA
