hts10,ch99_code,heading,description
8541420010,9903.45.25,8541,Crystalline silicon photovoltaic cells (CSPV cells, not assembled)
8541430010,9903.45.21,8541,CSPV cells assembled into modules or made up into panels
8541430080,9903.45.21,8541,Other CSPV modules / made-up panels
