hts_code,condition
85299081,aircraft
85299083,aircraft
85299087,aircraft
85299088,aircraft
85299089,aircraft
85299093,aircraft
85299095,aircraft
85299097,aircraft
85299098,aircraft
85311000,aircraft
85312000,aircraft
85318015,aircraft
85318090,aircraft
85367000,aircraft
85391000,aircraft
85395100,aircraft
85411000,full
85412100,full
85412900,full
85413000,full
85414100,full
85414910,full
85414970,full
85414980,full
85414995,full
85415100,full
85415900,full
85419000,full
85423100,full
85423200,full
85423300,full
85423900,full
85429000,full
85437042,aircraft
85437045,aircraft
85437060,aircraft
85437080,aircraft
85437091,aircraft
85437095,aircraft
85439012,aircraft
85439015,aircraft
85439035,aircraft
85439065,aircraft
85439068,aircraft
85439085,aircraft
85439088,aircraft
85443000,aircraft
85491300,full
88010000,aircraft
88021101,aircraft
88021201,aircraft
88022001,aircraft
88023001,aircraft
88024001,aircraft
88052900,aircraft
88061000,aircraft
88062100,aircraft
88062200,aircraft
88062300,aircraft
88062400,aircraft
88062900,aircraft
88069100,aircraft
88069200,aircraft
88069300,aircraft
88069400,aircraft
88069900,aircraft
88071000,aircraft
88072000,aircraft
88073000,aircraft
88079090,aircraft
90019040,aircraft
90019050,aircraft
90019060,aircraft
90019080,aircraft
90019090,aircraft
90029020,aircraft
90029040,aircraft
90029070,aircraft
90029085,aircraft
90029095,aircraft
90141010,aircraft
90141060,aircraft
90141070,aircraft
90141090,aircraft
90142020,aircraft
90142040,aircraft
90142060,aircraft
90142080,aircraft
90149010,aircraft
90149020,aircraft
90149040,aircraft
90149060,aircraft
90200040,aircraft
90200060,aircraft
90251120,aircraft
90251140,aircraft
90251940,aircraft
90251980,aircraft
90258010,aircraft
90258015,aircraft
90258020,aircraft
90258035,aircraft
90258040,aircraft
90258050,aircraft
90259006,aircraft
90261020,aircraft
90261040,aircraft
90261060,aircraft
90262040,aircraft
90262080,aircraft
90268020,aircraft
90268040,aircraft
90268060,aircraft
90269020,aircraft
90269040,aircraft
90269060,aircraft
90291080,aircraft
90292040,aircraft
90299080,aircraft
90301000,aircraft
90302005,aircraft
90302010,aircraft
90303100,aircraft
90303200,aircraft
90303334,aircraft
90303338,aircraft
90303901,aircraft
90304000,aircraft
90308200,full
90308400,aircraft
90308901,aircraft
90309025,aircraft
90309046,aircraft
90309066,aircraft
90309068,aircraft
90309084,full
90309089,aircraft
90314100,full
90314970,full
90318040,full
90318080,aircraft
90319021,aircraft
90319045,full
90319054,full
90319059,aircraft
90319070,full
90319091,aircraft
90321000,aircraft
90322000,aircraft
90328100,aircraft
90328920,aircraft
90328940,aircraft
90328960,aircraft
90329021,aircraft
90329041,aircraft
90329061,aircraft
90330090,aircraft
91040005,aircraft
91040010,aircraft
91040020,aircraft
91040025,aircraft
91040030,aircraft
91040040,aircraft
91040045,aircraft
91040050,aircraft
91040060,aircraft
91091050,aircraft
91091060,aircraft
91099020,aircraft
94011040,aircraft
94011080,aircraft
94032000,aircraft
94037040,aircraft
94037080,aircraft
94051140,aircraft
94051160,aircraft
94051180,aircraft
94051940,aircraft
94051960,aircraft
94051980,aircraft
94056120,aircraft
94056140,aircraft
94056160,aircraft
94056920,aircraft
94056940,aircraft
94056960,aircraft
94059200,aircraft
94059920,aircraft
94059940,aircraft
96019020,full
96200050,aircraft
96200060,aircraft
97012100,full
97012200,full
97012900,full
97019100,full
97019200,full
97019900,full
97021000,full
97029000,full
97031000,full
97039000,full
97040000,full
97051000,full
97052100,full
97052200,full
97052900,full
97053100,full
97053900,full
97061000,full
97069000,full
98020040,aircraft
98020050,aircraft
98020060,aircraft
98020080,aircraft
98180005,aircraft
98180007,aircraft
