GOODS_CODE,SUFFIX,INDENT,DESCRIPTION,IS_LEAF,START_DATE
2008973490,80,9,autres,1,17-04-2012
2008973600,10,7,autres,,01-01-2012
2008973600,80,8,de fruits tropicaux (y compris les mélanges contenant en poids 50 % ou plus de fruits tropicaux et fruits à coques tropicaux),0,01-01-2012
2008973611,80,9,contenant des figues,1,03-09-2014
2008973615,80,9,contenant des noisettes,1,03-09-2014
2008973619,80,9,contenant des pistaches,1,03-09-2014
2008973690,80,9,autres,1,17-04-2012
2008973800,80,8,autres,0,01-01-2012
2008973811,80,9,contenant des figues,1,03-09-2014
2008973815,80,9,contenant des noisettes,1,03-09-2014
2008973819,80,9,contenant des pistaches,1,03-09-2014
2008973890,80,9,autres,1,17-04-2012
2008975100,10,5,sans addition d'alcool,,01-01-2012
2008975100,20,6,avec addition de sucre,,01-01-2012
2008975100,30,7,en emballages immédiats d'un contenu net excédant 1 kg,,01-01-2012
2008975100,80,8,de fruits tropicaux (y compris les mélanges contenant en poids 50 % ou plus de fruits tropicaux et fruits à coques tropicaux),0,01-01-2012
2008975111,80,9,contenant des figues,1,03-09-2014
2008975115,80,9,contenant des noisettes,1,03-09-2014
2008975119,80,9,contenant des pistaches,1,03-09-2014
2008975190,80,9,autres,1,17-04-2012
2008975900,80,8,autres,0,01-01-2012
2008975911,80,9,contenant des figues,1,03-09-2014
2008975915,80,9,contenant des noisettes,1,03-09-2014
2008975919,80,9,contenant des pistaches,1,03-09-2014
2008975990,80,9,autres,1,17-04-2012
2008977200,10,7,autres,,01-01-2012
2008977200,20,8,Mélanges dans lesquels aucun des fruits les composant ne dépasse 50 % en poids du total des fruits présentés,,01-01-2012
2008977200,80,9,de fruits tropicaux (y compris les mélanges contenant en poids 50 % ou plus de fruits tropicaux et fruits à coques tropicaux),0,01-01-2012
2008977211,80,10,contenant des figues,1,03-09-2014
2008977215,80,10,contenant des noisettes,1,03-09-2014
2008977219,80,10,contenant des pistaches,1,03-09-2014
2008977290,80,10,autres,1,17-04-2012
2008977400,80,9,autres,0,01-01-2012
2008977411,80,10,contenant des figues,1,03-09-2014
2008977415,80,10,contenant des noisettes,1,03-09-2014
2008977419,80,10,contenant des pistaches,1,03-09-2014
2008977490,80,10,autres,1,17-04-2012
2008977600,10,8,autres,,01-01-2012
2008977600,80,9,de fruits tropicaux (y compris les mélanges contenant en poids 50 % ou plus de fruits tropicaux et fruits à coques tropicaux),0,01-01-2012
2008977611,80,10,contenant des figues,1,03-09-2014
2008977615,80,10,contenant des noisettes,1,03-09-2014
2008977619,80,10,contenant des pistaches,1,03-09-2014
2008977690,80,10,autres,1,17-04-2012
2008977800,80,9,autres,0,01-01-2012
2008977811,80,10,contenant des figues,1,03-09-2014
2008977815,80,10,contenant des noisettes,1,03-09-2014
2008977819,80,10,contenant des pistaches,1,03-09-2014
2008977890,80,10,autres,1,17-04-2012
2008979200,10,6,"sans addition de sucre, en emballages immédiats d'un contenu net",,01-01-2012
2008979200,20,7,de 5 kg ou plus,,01-01-2012
2008979200,80,8,de fruits tropicaux (y compris les mélanges contenant en poids 50 % ou plus de fruits tropicaux et fruits à coques tropicaux),0,01-01-2012
2008979211,80,9,contenant des figues,1,03-09-2014
2008979215,80,9,contenant des noisettes,1,03-09-2014
2008979219,80,9,contenant des pistaches,1,03-09-2014
2008979290,80,9,autres,1,17-04-2012
2008979300,80,8,autres,0,01-01-2012
2008979311,80,9,contenant des figues,1,03-09-2014
2008979315,80,9,contenant des noisettes,1,03-09-2014
2008979319,80,9,contenant des pistaches,1,03-09-2014
2008979390,80,9,autres,1,17-04-2012
2008979400,10,7,"de 4,5 kg ou plus mais de moins de 5 kg",,01-01-2012
2008979400,80,8,de fruits tropicaux (y compris les mélanges contenant en poids 50 % ou plus de fruits tropicaux et fruits à coques tropicaux),0,01-01-2012
2008979411,80,9,contenant des figues,1,03-09-2014
2008979415,80,9,contenant des noisettes,1,03-09-2014
2008979419,80,9,contenant des pistaches,1,03-09-2014
2008979490,80,9,autres,1,17-04-2012
2008979600,80,8,autres,0,01-01-2012
2008979611,80,9,contenant des figues,1,03-09-2014
2008979615,80,9,contenant des noisettes,1,03-09-2014
2008979619,80,9,contenant des pistaches,1,03-09-2014
2008979690,80,9,autres,1,17-04-2012
2008979700,10,7,"de moins de 4,5 kg",,01-01-2012
2008979700,80,8,de fruits tropicaux (y compris les mélanges contenant en poids 50 % ou plus de fruits tropicaux et fruits à coques tropicaux),0,01-01-2012
2008979711,80,9,contenant des figues,1,03-09-2014
2008979715,80,9,contenant des noisettes,1,03-09-2014
2008979719,80,9,contenant des pistaches,1,03-09-2014
2008979790,80,9,autres,1,17-04-2012
2008979800,80,8,autres,0,01-01-2012
2008979811,80,9,contenant des figues,1,03-09-2014
2008979815,80,9,contenant des noisettes,1,03-09-2014
2008979819,80,9,contenant des pistaches,1,03-09-2014
2008979820,80,9,"Mélanges, présentés dans leurs jus, contenant au moins deux des fruits suivants: pêches, poires ou ananas",1,01-01-2012
2008979890,80,9,autres,1,17-04-2012
2008990000,80,3,autres,0,01-01-1972
2008991100,10,4,avec addition d'alcool,,01-01-1972
2008991100,20,5,Gingembre,,01-01-1972
2008991100,80,6,"ayant un titre alcoométrique massique acquis n'excédant pas 11,85 % mas",1,01-01-1972
2008991900,80,6,autres,1,01-01-1972
2008992100,10,5,Raisins,,01-01-1972
2008992100,80,6,d'une teneur en sucres excédant 13 % en poids,1,01-01-1972
2008992300,80,6,autres,1,01-01-1990
2008992400,10,5,autres,,01-01-2006
2008992400,20,6,d'une teneur en sucres excédant 9 % en poids,,01-01-2006
2008992400,30,7,"ayant un titre alcoométrique massique acquis n'excédant pas 11,85 % mas",,01-01-2006
2008992400,80,8,Fruits tropicaux,1,01-01-2006
2008992800,80,8,autres,0,01-01-1995
2008992810,80,9,Figues,1,17-04-2012
2008992890,80,9,autres,1,17-04-2012
2008993100,10,7,autres,,01-01-2006
2008993100,80,8,Fruits tropicaux,1,01-01-2006
2008993400,80,8,autres,0,01-01-1990
2008993410,80,9,Figues,1,17-04-2012
2008993490,80,9,autres,1,17-04-2012
2008993600,10,6,autres,,01-01-1995
2008993600,20,7,"ayant un titre alcoométrique massique acquis n'excédant pas 11,85 % mas",,01-01-1995
2008993600,80,8,Fruits tropicaux,1,01-01-1995
2008993700,80,8,autres,0,01-01-1995
2008993710,80,9,Figues,1,17-04-2012
2008993790,80,9,autres,1,17-04-2012
2008993800,10,7,autres,,01-01-1995
2008993800,80,8,Fruits tropicaux,1,01-01-1995
2008994000,80,8,autres,0,01-01-1995
2008994010,80,9,Figues,1,17-04-2012
2008994090,80,9,autres,1,17-04-2012
2008994100,10,4,sans addition d'alcool,,01-01-1972
2008994100,20,5,"avec addition de sucre, en emballages immédiats d'un contenu net excédant 1 kg",,01-01-1972
2008994100,80,6,Gingembre,1,01-01-1972
2008994300,80,6,Raisins,0,01-01-1972
2008994310,80,7,"en flocons et en poudre, avec ou sans addition d'amidon",1,01-06-2002
2008994390,80,7,autres,1,01-06-2002
2008994500,80,6,Prunes,0,01-01-1972
2008994530,80,7,"en flocons et en poudre, avec ou sans addition d'amidon",1,01-06-2002
2008994590,80,7,autres,1,01-03-1992
2008994800,80,6,Fruits tropicaux,0,01-01-2008
2008994811,10,7,"Fruits de la passion, goyaves et tamarins",,01-01-2008
2008994811,80,8,"en flocons et en poudre, avec ou sans addition d'amidon",1,01-01-2008
2008994819,80,8,autres,1,01-07-2013
2008994891,10,7,"Mangues, mangoustans, papayes, pommes de cajou, litchis, fruits du jaquier (pain des singes), sapotilles, caramboles et pitahayas",,01-01-2008
2008994891,80,8,"en flocons et en poudre, avec ou sans addition d'amidon",1,01-01-2008
2008994899,80,8,autres,1,01-07-2013
2008994900,80,6,autres,0,01-01-1995
2008994910,80,7,"en flocons et en poudre, avec ou sans addition d'amidon",1,01-01-2005
2008994960,80,7,Figues,1,17-04-2012
2008994970,80,7,"Feuilles de vignes blanchies du genre Karakishmish, en saumure, contenant, en poids: - plus de 6 % de concentration de sel, - entre 0,1 % et 1,4 % d'acidité exprimée en acide citrique monohydraté et - du benzoate de sodium ou non, mais pas plus de 2 000 mg/kg, conformément au CODEX STAN 192-1995 destinées à la fabrication de feuilles de vigne farcies avec du riz",1,01-01-2013
2008994980,80,7,autres,1,01-01-2005
2008995100,10,5,"avec addition de sucre, en emballages immédiats d'un contenu net n'excédant pas 1 kg",,01-01-1972
2008995100,80,6,Gingembre,1,01-01-1972
2008996300,80,6,Fruits tropicaux,0,01-01-2008
2008996310,80,7,"en flocons et en poudre, avec ou sans addition d'amidon",1,01-01-2015
2008996390,80,7,autres,1,01-01-2015
2008996700,80,6,autres,0,01-01-2004
2008996791,80,7,"en flocons et en poudre, avec ou sans addition d'amidon",1,01-01-2004
2008996795,80,7,Figues,1,17-04-2012
2008996799,80,7,autres,1,01-01-2004
2008997200,10,5,sans addition de sucre,,01-01-1995
2008997200,20,6,Prunes en emballages immédiats d'un contenu net,,01-01-1995
2008997200,80,7,de 5 kg ou plus,0,01-01-1995
2008997210,80,8,"en flocons et en poudre, avec ou sans addition d'amidon",1,01-06-2002
2008997290,80,8,autres,1,01-06-2002
2008997800,80,7,de moins de 5 kg,0,01-01-2002
2008997820,80,8,"en flocons et en poudre, avec ou sans addition d'amidon",1,01-01-2015
2008997880,80,8,autres,1,01-01-2015
2008998500,80,6,"Maïs, à l'exclusion du maïs doux (Zea mays var. saccharata)",1,01-01-1972
2008999100,80,6,"Ignames, patates douces et parties comestibles similaires de plantes d'une teneur en poids d'amidon ou de fécule égale ou supérieure à 5 %",1,01-01-1972
2008999900,80,6,autres,0,01-01-1972
2008999911,10,7,Feuilles de vigne,,01-01-2013
2008999911,80,8,"Feuilles de vignes blanchies du genre Karakishmish, en saumure, contenant, en poids: - plus de 6 % de concentration de sel, - entre 0,1 % et 1,4 % d'acidité exprimée en acide citrique monohydraté et - du benzoate de sodium ou non, mais pas plus de 2 000 mg/kg, conformément au CODEX STAN 192-1995 destinées à la fabrication de feuilles de vigne farcies avec du riz",1,01-01-2013
2008999919,80,8,autres,1,01-01-2013
2008999920,80,7,Jets de houblon et parties comestibles similaires de plantes,1,01-01-2005
2008999930,80,7,"en flocons et en poudre, avec ou sans addition d'amidon",1,01-01-2005
2008999935,80,7,"Pulpe congelée de baies d'açaï: -hydratée et pasteurisée, -séparée des noyaux par ajout d'eau, -dont la valeur Brix est inférieure à 6, et -ayant une teneur en sucre inférieure à 5,6 %",1,01-01-2020
2008999950,80,7,"Graines de pastèque (egusi, Citrullus spp.) et produits dérivés",1,07-10-2010
2008999960,80,7,Figues,1,17-04-2012
2008999979,80,7,Piments (doux et autres) (Capsicum spp.),1,01-07-2017
2008999980,80,7,Feuilles de curry (Bergera/ Murraya koenigii) (congelées),1,28-01-2015
2008999990,80,7,autres,1,01-01-2005
2009000000,80,1,"Jus de fruits (y compris les moûts de raisin et l'eau de noix de coco) ou de légumes, non fermentés, sans addition d'alcool, avec ou sans addition de sucre ou d'autres édulcorants",0,01-01-1972
2009110000,10,2,Jus d'orange,,01-01-1972
2009110000,80,3,congelés,0,01-01-1972
2009111100,10,4,d'une valeur Brix excédant 67,,01-01-1972
2009111100,80,5,d'une valeur n'excédant pas 30 € par 100 kg poids net,0,01-01-1972
2009111111,10,6,en emballages de 2 litres ou moins,,01-03-2013
2009111111,80,7,d'une teneur en sucres d'addition n'excédant pas 30 % en poids,1,01-03-2013
2009111119,80,7,autres,1,01-03-2013
2009111191,10,6,autres,,01-03-2013
2009111191,80,7,d'une teneur en sucres d'addition n'excédant pas 30 % en poids,1,01-03-2013
2009111199,80,7,autres,1,01-03-2013
2009111900,80,5,autres,0,01-01-1972
2009111910,80,6,en emballages de 2 litres ou moins,1,01-01-1991
2009111990,80,6,autres,1,01-01-1991
2009119100,10,4,d'une valeur Brix n'excédant pas 67,,01-01-1972
2009119100,80,5,d'une valeur n'excédant pas 30 € par 100 kg poids net et d'une teneur en sucres d'addition excédant 30 % en poids,0,01-01-1972
2009119110,80,6,en emballages de 2 litres ou moins,1,01-01-1991
2009119190,80,6,autres,1,01-01-1991
2009119900,80,5,autres,0,01-01-1972
2009119911,10,6,"d'un degré de concentration allant jusqu'à 50 degrés Brix, en emballages de 2 litres ou moins, ne contenant pas de jus d'oranges sanguines",,01-07-2000
2009119911,80,7,d'un degré de concentration supérieur à 20!o! brix,1,01-07-2000
2009119919,80,7,autres,1,01-07-2000
2009119992,10,6,autres,,01-07-2000
2009119992,20,7,en emballages de 2 litres ou moins,,01-07-2000
2009119992,80,8,d'un degré de concentration supérieur à 20!o! brix,1,01-07-2000
2009119994,80,8,autres,1,01-07-2000
2009119996,10,7,autres,,01-07-2000
2009119996,80,8,d'un degré de concentration supérieur à 20!o! brix,1,01-07-2000
2009119998,80,8,autres,1,01-07-2000
2009120000,80,3,"non congelés, d'une valeur Brix n'excédant pas 20",0,01-01-2002
2009120010,80,4,en emballages de 2 litres ou moins,1,01-01-2002
2009120090,80,4,autres,1,01-01-2002
2009190000,80,3,autres,0,01-01-1972
2009191100,10,4,d'une valeur Brix excédant 67,,01-01-1972
2009191100,80,5,d'une valeur n'excédant pas 30 € par 100 kg poids net,0,01-01-1972
2009191121,10,6,en emballages de 2 litres ou moins,,01-03-2013
2009191121,20,7,en poudre,,01-03-2013
2009191121,80,8,d'une teneur en sucres d'addition n'excédant pas 30 % en poids,1,01-03-2013
2009191129,80,8,autres,1,01-03-2013
2009191131,10,7,autres,,01-03-2013
2009191131,80,8,d'une teneur en sucres d'addition n'excédant pas 30 % en poids,1,01-03-2013
2009191139,80,8,autres,1,01-03-2013
2009191151,10,6,autres,,01-03-2013
2009191151,20,7,en poudre,,01-03-2013
2009191151,80,8,d'une teneur en sucres d'addition n'excédant pas 30 % en poids,1,01-03-2013
2009191159,80,8,autres,1,01-03-2013
2009191171,10,7,autres,,01-03-2013
2009191171,80,8,d'une teneur en sucres d'addition n'excédant pas 30 % en poids,1,01-03-2013
2009191179,80,8,autres,1,01-03-2013
2009191900,80,5,autres,0,01-01-1972
2009191911,10,6,en emballages de 2 litres ou moins,,01-06-2002
2009191911,80,7,en poudre,1,01-06-2002
2009191919,80,7,autres,1,01-06-2002
2009191991,10,6,autres,,01-06-2002
2009191991,80,7,en poudre,1,01-06-2002
2009191999,80,7,autres,1,01-06-2002
2009199100,10,4,d'une valeur Brix excédant 20 mais n'excédant pas 67,,01-01-1972
2009199100,80,5,d'une valeur n'excédant pas 30 € par 100 kg poids net et d'une teneur en sucres d'addition excédant 30 % en poids,0,01-01-1972
2009199111,10,6,en emballages de 2 litres ou moins,,01-06-2002
2009199111,80,7,en poudre,1,01-06-2002
2009199119,80,7,autres,1,01-06-2002
2009199191,10,6,autres,,01-06-2002
2009199191,80,7,en poudre,1,01-06-2002
2009199199,80,7,autres,1,01-06-2002
2009199800,80,5,autres,0,01-01-2002
2009199811,10,6,en emballages de 2 litres ou moins,,01-06-2002
2009199811,80,7,en poudre,1,01-06-2002
2009199819,80,7,autres,1,01-06-2002
2009199891,10,6,autres,,01-06-2002
2009199891,80,7,en poudre,1,01-06-2002
2009199899,80,7,autres,1,01-06-2002
2009210000,10,2,Jus de pamplemousse; jus de pomelo,,01-01-2002
2009210000,80,3,d'une valeur Brix n'excédant pas 20,0,01-01-2002
2009210010,80,4,en poudre,1,01-06-2002
2009210090,80,4,autres,1,01-06-2002
2009290000,80,3,autres,0,01-01-2002
2009291100,10,4,d'une valeur Brix excédant 67,,01-01-2002
2009291100,80,5,d'une valeur n'excédant pas 30 € par 100 kg poids net,0,01-01-2002
2009291111,10,6,en poudre,,01-03-2013
2009291111,80,7,d'une teneur en sucres d'addition n'excédant pas 30 % en poids,1,01-03-2013
2009291119,80,7,autres,1,01-03-2013
2009291191,10,6,autres,,01-03-2013
2009291191,80,7,d'une teneur en sucres d'addition n'excédant pas 30 % en poids,1,01-03-2013
2009291199,80,7,autres,1,01-03-2013
2009291900,80,5,autres,0,01-01-2002
2009291910,80,6,en poudre,1,01-06-2002
2009291990,80,6,autres,1,01-06-2002
2009299100,10,4,d'une valeur Brix excédant 20 mais n'excédant pas 67,,01-01-2002
2009299100,80,5,d'une valeur n'excédant pas 30 € par 100 kg poids net et d'une teneur en sucres d'addition excédant 30 % en poids,0,01-01-2002
2009299110,80,6,en poudre,1,01-06-2002
2009299190,80,6,autres,1,01-06-2002
2009299900,80,5,autres,0,01-01-2002
2009299910,80,6,en poudre,1,01-06-2002
2009299990,80,6,autres,1,01-06-2002
2009310000,10,2,Jus de tout autre agrume,,01-01-2002
2009310000,80,3,d'une valeur Brix n'excédant pas 20,0,01-01-2002
2009311100,10,4,d'une valeur excédant 30 € par 100 kg poids net,,01-01-2002
2009311100,80,5,contenant des sucres d'addition,0,01-01-2002
2009311111,10,6,de citrons,,01-06-2002
2009311111,80,7,en poudre,1,01-06-2002
2009311119,80,7,autres,1,01-06-2002
2009311191,10,6,autres,,01-06-2002
2009311191,80,7,en poudre,1,01-06-2002
2009311199,80,7,autres,1,01-06-2002
2009311900,80,5,ne contenant pas de sucres d'addition,0,01-01-2002
2009311911,10,6,de citrons,,01-06-2002
2009311911,80,7,en poudre,1,01-06-2002
2009311919,80,7,autres,1,01-06-2002
2009311991,10,6,autres,,01-06-2002
2009311991,80,7,en poudre,1,01-06-2002
2009311999,80,7,autres,1,01-06-2002
2009315100,10,4,d'une valeur n'excédant pas 30 € par 100 kg poids net,,01-01-2002
2009315100,20,5,de citrons,,01-01-2002
2009315100,80,6,contenant des sucres d'addition,0,01-01-2002
2009315110,80,7,en poudre,1,01-06-2002
2009315190,80,7,autres,1,01-06-2002
2009315900,80,6,ne contenant pas de sucres d'addition,0,01-01-2002
2009315910,80,7,en poudre,1,01-06-2002
2009315990,80,7,autres,1,01-06-2002
2009319100,10,5,d'autres agrumes,,01-01-2002
2009319100,80,6,contenant des sucres d'addition,0,01-01-2002
2009319110,80,7,en poudre,1,01-06-2002
2009319190,80,7,autres,1,01-06-2002
2009319900,80,6,ne contenant pas de sucres d'addition,0,01-01-2002
2009319910,80,7,en poudre,1,01-06-2002
2009319990,80,7,autres,1,01-06-2002
2009390000,80,3,autres,0,01-01-2002
2009391100,10,4,d'une valeur Brix excédant 67,,01-01-2002
2009391100,80,5,d'une valeur n'excédant pas 30 € par 100 kg poids net,0,01-01-2002
2009391111,10,6,en poudre,,01-03-2013
2009391111,80,7,d'une teneur en sucres d'addition n'excédant pas 30 % en poids,1,01-03-2013
2009391119,80,7,autres,1,01-03-2013
2009391191,10,6,autres,,01-03-2013
2009391191,80,7,d'une teneur en sucres d'addition n'excédant pas 30 % en poids,1,01-03-2013
2009391199,80,7,autres,1,01-03-2013
2009391900,80,5,autres,0,01-01-2002
2009391910,80,6,en poudre,1,01-06-2002
2009391990,80,6,autres,1,01-06-2002
2009393100,10,4,d'une valeur Brix excédant 20 mais n'excédant pas 67,,01-01-2002
2009393100,20,5,d'une valeur excédant 30 € par 100 kg poids net,,01-01-2002
2009393100,80,6,contenant des sucres d'addition,0,01-01-2002
2009393111,10,7,de citrons,,01-06-2002
2009393111,80,8,en poudre,1,01-06-2002
2009393119,80,8,autres,1,01-06-2002
2009393191,10,7,autres,,01-06-2002
2009393191,80,8,en poudre,1,01-06-2002
2009393199,80,8,autres,1,01-06-2002
2009393900,80,6,ne contenant pas de sucres d'addition,0,01-01-2002
2009393911,10,7,de citrons,,01-06-2002
2009393911,80,8,en poudre,1,01-06-2002
2009393919,80,8,autres,1,01-06-2002
2009393991,10,7,autres,,01-06-2002
2009393991,80,8,en poudre,1,01-06-2002
2009393999,80,8,autres,1,01-06-2002
2009395100,10,5,d'une valeur n'excédant pas 30 € par 100 kg poids net,,01-01-2002
2009395100,20,6,de citrons,,01-01-2002
2009395100,80,7,d'une teneur en sucres d'addition excédant 30 % en poids,0,01-01-2002
2009395110,80,8,en poudre,1,01-06-2002
2009395190,80,8,autres,1,01-06-2002
2009395500,80,7,d'une teneur en sucres d'addition n'excédant pas 30 % en poids,0,01-01-2002
2009395510,80,8,en poudre,1,01-06-2002
2009395590,80,8,autres,1,01-06-2002
2009395900,80,7,ne contenant pas de sucres d'addition,0,01-01-2002
2009395910,80,8,en poudre,1,01-06-2002
2009395990,80,8,autres,1,01-06-2002
2009399100,10,6,d'autres agrumes,,01-01-2002
2009399100,80,7,d'une teneur en sucres d'addition excédant 30 % en poids,0,01-01-2002
2009399110,80,8,en poudre,1,01-06-2002
2009399190,80,8,autres,1,01-06-2002
2009399500,80,7,d'une teneur en sucres d'addition n'excédant pas 30 % en poids,0,01-01-2002
2009399510,80,8,en poudre,1,01-06-2002
2009399590,80,8,autres,1,01-06-2002
2009399900,80,7,ne contenant pas de sucres d'addition,0,01-01-2002
2009399910,80,8,en poudre,1,01-06-2002
2009399990,80,8,autres,1,01-06-2002
2009410000,10,2,Jus d'ananas,,01-01-2002
2009410000,80,3,d'une valeur Brix n'excédant pas 20,0,01-01-2002
2009419200,80,4,contenant des sucres d'addition,0,01-01-2012
2009419210,10,5,d'une valeur excédant 30 € par 100 kg poids net,,01-01-2012
2009419210,80,6,en poudre,1,01-01-2012
2009419220,10,6,autres,,01-01-2012
2009419220,80,7,"Jus d'ananas: - non obtenu à partir de concentré, - du genre Ananas, - d'une valeur Brix supérieure ou égale à 11 mais n'excédant pas 16, destiné à la fabrication de jus de fruits",1,01-01-2012
2009419230,80,7,autres,1,01-01-2012
2009419260,10,5,autres,,01-01-2012
2009419260,80,6,en poudre,1,01-01-2012
2009419290,80,6,autres,1,01-01-2012
2009419900,80,4,ne contenant pas de sucres d'addition,0,01-01-2002
2009419910,80,5,en poudre,1,01-06-2002
2009419990,80,5,autres,1,01-01-2026
2009490000,80,3,autres,0,01-01-2002
2009491100,10,4,d'une valeur Brix excédant 67,,01-01-2002
2009491100,80,5,d'une valeur n'excédant pas 30 € par 100 kg poids net,0,01-01-2002
2009491111,10,6,en poudre,,01-03-2013
2009491111,80,7,d'une teneur en sucres d'addition n'excédant pas 30 % en poids,1,01-03-2013
2009491119,80,7,autres,1,01-03-2013
2009491191,10,6,autres,,01-03-2013
2009491191,80,7,d'une teneur en sucres d'addition n'excédant pas 30 % en poids,1,01-03-2013
2009491199,80,7,autres,1,01-03-2013
2009491900,80,5,autres,0,01-01-2002
2009491910,80,6,en poudre,1,01-06-2002
2009491990,80,6,autres,1,01-06-2002
2009493000,10,4,d'une valeur Brix excédant 20 mais n'excédant pas 67,,01-01-2002
2009493000,80,5,"d'une valeur excédant 30 € par 100 kg poids net, contenant des sucres d'addition",0,01-01-2002
2009493010,80,6,en poudre,1,01-06-2002
2009493091,10,6,autres,,01-01-2012
2009493091,80,7,"Jus d'ananas, autre qu'en poudre: - d'une valeur Brix supérieure à 20 mais n'excédant pas 67, - d'une valeur supérieure à 30 EUR par 100 kg de poids net, - contenant des sucres d'addition destiné à la fabrication de produits de l'industrie agro‑alimentaire",1,01-01-2010
2009493099,80,7,autres,1,01-01-2012
2009499100,10,5,autres,,01-01-2002
2009499100,80,6,d'une teneur en sucres d'addition excédant 30 % en poids,0,01-01-2002
2009499110,80,7,en poudre,1,01-06-2002
2009499190,80,7,autres,1,01-06-2002
2009499300,80,6,d'une teneur en sucres d'addition n'excédant pas 30 % en poids,0,01-01-2002
2009499310,80,7,en poudre,1,01-06-2002
2009499390,80,7,autres,1,01-06-2002
2009499900,80,6,ne contenant pas de sucres d'addition,0,01-01-2002
2009499910,80,7,en poudre,1,01-06-2002
2009499990,80,7,autres,1,01-06-2002
2009500000,80,2,Jus de tomate,0,01-01-1972
2009501000,80,3,contenant des sucres d'addition,1,01-01-1972
2009509000,80,3,autres,1,01-01-1972
2009610000,10,2,Jus de raisin (y compris les moûts de raisin),,01-01-2002
2009610000,80,3,d'une valeur Brix n'excédant pas 30,0,01-01-2002
2009611000,80,4,d'une valeur excédant 18 € par 100 kg poids net,1,01-01-2002
2009619000,80,4,d'une valeur n'excédant pas 18 € par 100 kg poids net,0,01-01-2002
2009619010,80,5,"utilisés aux fins de la production de jus de raisins ou de produits non vinicoles, tels que les boissons non alcoolisées, les confitures et les sauces",1,01-09-2003
2009619090,80,5,autres,1,01-09-2003
2009690000,80,3,autres,0,01-01-2002
2009691100,10,4,d'une valeur Brix excédant 67,,01-01-2002
2009691100,80,5,d'une valeur n'excédant pas 22 € par 100 kg poids net,0,01-01-2002
2009691111,10,6,"utilisés aux fins de la production de jus de raisins ou de produits non vinicoles, tels que les boissons non alcoolisées, les confitures et les sauces",,01-03-2013
2009691111,80,7,d'une teneur en sucres d'addition n'excédant pas 30 % en poids,1,01-03-2013
2009691119,80,7,autres,1,01-03-2013
2009691191,10,6,autres,,01-03-2013
2009691191,80,7,d'une teneur en sucres d'addition n'excédant pas 30 % en poids,1,01-03-2013
2009691199,80,7,autres,1,01-03-2013
2009691900,80,5,autres,0,01-01-2002
2009691910,80,6,"utilisés aux fins de la production de jus de raisins ou de produits non vinicoles, tels que les boissons non alcoolisées, les confitures et les sauces",1,01-09-2003
2009691990,80,6,autres,1,01-09-2003
2009695100,10,4,d'une valeur Brix excédant 30 mais n'excédant pas 67,,01-01-2002
2009695100,20,5,d'une valeur excédant 18 € par 100 kg poids net,,01-01-2002
2009695100,80,6,concentrés,0,01-01-2002
2009695110,80,7,"utilisés aux fins de la production de jus de raisins ou de produits non vinicoles, tels que les boissons non alcoolisées, les confitures et les sauces",1,01-09-2003
2009695190,80,7,autres,1,01-09-2003
2009695900,80,6,autres,1,01-01-2002
2009697100,10,5,d'une valeur n'excédant pas 18 € par 100 kg poids net,,01-01-2002
2009697100,20,6,d'une teneur en sucres d'addition excédant 30 % en poids,,01-01-2002
2009697100,80,7,concentrés,1,01-01-2002
2009697900,80,7,autres,1,01-01-2002
2009699000,80,6,autres,0,01-01-2002
2009699020,80,7,"utilisés aux fins de la production de jus de raisins ou de produits non vinicoles, tels que les boissons non alcoolisées, les confitures et les sauces",1,01-01-2005
2009699080,80,7,autres,1,01-01-2005
2009710000,10,2,Jus de pomme,,01-01-2002
2009710000,80,3,d'une valeur Brix n'excédant pas 20,0,01-01-2002
2009712000,80,4,contenant des sucres d'addition,0,01-01-2008
2009712010,80,5,en poudre,1,01-01-2015
2009712090,80,5,autres,1,01-01-2015
2009719900,80,4,ne contenant pas de sucres d'addition,0,01-01-2002
2009719910,80,5,en poudre,1,01-06-2002
2009719990,80,5,autres,1,01-06-2002
2009790000,80,3,autres,0,01-01-2002
2009791100,10,4,d'une valeur Brix excédant 67,,01-01-2002
2009791100,80,5,d'une valeur n'excédant pas 22 € par 100 kg poids net,0,01-01-2002
2009791111,10,6,en poudre,,01-03-2013
2009791111,80,7,d'une teneur en sucres d'addition n'excédant pas 30 % en poids,1,01-03-2013
2009791119,80,7,autres,1,01-03-2013
2009791191,10,6,autres,,01-03-2013
2009791191,80,7,d'une teneur en sucres d'addition n'excédant pas 30 % en poids,1,01-03-2013
2009791199,80,7,autres,1,01-03-2013
2009791900,80,5,autres,0,01-01-2002
2009791910,80,6,en poudre,1,01-06-2002
2009791990,80,6,autres,1,01-06-2002
2009793000,10,4,d'une valeur Brix excédant 20 mais n'excédant pas 67,,01-01-2002
2009793000,80,5,"d'une valeur excédant 18 € par 100 kg poids net, contenant des sucres d'addition",0,01-01-2002
2009793010,80,6,en poudre,1,01-06-2002
2009793090,80,6,autres,1,01-06-2002
2009799100,10,5,autres,,01-01-2002
2009799100,80,6,d'une teneur en sucres d'addition excédant 30 % en poids,0,01-01-2002
2009799110,80,7,en poudre,1,01-06-2002
2009799190,80,7,autres,1,01-06-2002
2009799800,80,6,autres,0,01-01-2012
2009799810,10,7,ne contenant pas de sucres d'addition,,01-01-2012
2009799810,80,8,en poudre,1,01-01-2012
