GOODS_CODE,SUFFIX,INDENT,DESCRIPTION,UNIT,IS_LEAF,GT_RATE,START_DATE
,10,4,autres:,,,,2012-01-01
02074591,80,5,importés dans les limites du contingent tarifaire (c. n° 6),Fr. par 100 kg brut,1,135.00,2012-01-01
02074599,80,5,autres,Fr. par 100 kg brut,1,456.00,2012-01-01
,10,2,d'oies:,,,,2012-01-01
020751,80,3,"non découpés en morceaux, frais ou réfrigérés:",,0,,2012-01-01
02075110,80,4,importés dans les limites du contingent tarifaire (c. n° 6),Fr. par 100 kg brut,1,135.00,2012-01-01
02075190,80,4,autres,Fr. par 100 kg brut,1,297.00,2012-01-01
020752,80,3,"non découpés en morceaux, congelés:",,0,,2012-01-01
02075210,80,4,importés dans les limites du contingent tarifaire (c. n° 6),Fr. par 100 kg brut,1,135.00,2012-01-01
02075290,80,4,autres,Fr. par 100 kg brut,1,1118.00,2012-01-01
02075300,80,3,"foies gras, frais ou réfrigérés",Fr. par 100 kg brut,1,32.00,2012-01-01
020754,80,3,"autres, frais ou réfrigérés:",,0,,2012-01-01
,10,4,poitrines:,,,,2012-01-01
02075411,80,5,importées dans les limites du contingent tarifaire (c. n° 6),Fr. par 100 kg brut,1,135.00,2012-01-01
