GOODS_CODE,SUFFIX,INDENT,DESCRIPTION,UNIT,IS_LEAF,GT_RATE,START_DATE
20021010,80,3,in Behältnissen von mehr als 5 kg,Fr. je 100 kg brutto,1,9.00,1988-01-01
20021020,80,3,in Behältnissen von nicht mehr als 5 kg,Fr. je 100 kg brutto,1,16.00,1988-01-01
200290,80,2,andere:,,0,,1988-01-01
20029010,80,3,in Behältnissen von mehr als 5 kg,Fr. je 100 kg brutto,1,9.00,1988-01-01
,10,3,in Behältnissen von nicht mehr als 5 kg:,,,,1988-01-01
20029021,80,4,"Tomatenpulpe, Tomatenpüree und Tomatenkonzentrat, in luftdicht verschlossenen Behältnissen mit einem Gehalt an Trockensubstanz von 25 Gewichtsprozent oder mehr, aus Tomaten und Wasser bestehend, auch mit Salz oder anderen Würzzusätzen",Fr. je 100 kg brutto,1,41.00,1988-01-01
20029029,80,4,andere,Fr. je 100 kg brutto,1,16.00,1988-01-01
2003,80,1,"Essbare Pilze und Trüffeln, in anderer Weise als mit Essig oder Essigsäure zubereitet oder haltbar gemacht:",,0,,1988-01-01
20031000,80,2,Pilze der Gattung Agaricus,Fr. je 100 kg brutto,1,46.80,2002-01-01
200390,80,2,andere:,,0,,2012-01-01
20039010,80,3,Trüffeln,Fr. je 100 kg brutto,1,0.00,2012-01-01
20039090,80,3,andere,Fr. je 100 kg brutto,1,46.80,2012-01-01
2004,80,1,"Andere Gemüse, in anderer Weise als mit Essig oder Essigsäure zubereitet oder haltbar gemacht, gefroren, andere als Erzeugnisse der Nr. 2006:",,0,,1996-01-01
200410,80,2,Kartoffeln:,,0,,1996-01-01
,10,3,in Behältnissen von mehr als 5 kg:,,,,1996-01-01
,10,4,innerhalb des Zollkontingents (K-Nr. 14) eingeführt:,,,,2005-02-01
20041012,80,5,"in Form von Mehl, Griess oder Flocken",Fr. je 100 kg brutto,1,50.00,2005-02-01
20041013,80,5,andere,Fr. je 100 kg brutto,1,50.00,2005-02-01
,10,4,andere:,,,,2005-02-01
20041014,80,5,"in Form von Mehl, Griess oder Flocken",Fr. je 100 kg brutto,1,224.00,2005-02-01
20041018,80,5,andere,Fr. je 100 kg brutto,1,224.00,2005-02-01
,10,3,andere:,,,,1996-01-01
,10,4,innerhalb des Zollkontingents (K-Nr. 14) eingeführt:,,,,2005-02-01
20041092,80,5,"in Form von Mehl, Griess oder Flocken",Fr. je 100 kg brutto,1,70.00,2005-02-01
20041093,80,5,andere,Fr. je 100 kg brutto,1,70.00,2005-02-01
,10,4,andere:,,,,2005-02-01
20041094,80,5,"in Form von Mehl, Griess oder Flocken",Fr. je 100 kg brutto,1,224.00,2005-02-01
20041098,80,5,andere,Fr. je 100 kg brutto,1,224.00,2005-02-01
200490,80,2,andere Gemüse und Gemüsemischungen:,,0,,1996-01-01
,10,3,in Behältnissen von mehr als 5 kg:,,,,1996-01-01
20049011,80,4,Spargeln,Fr. je 100 kg brutto,1,29.00,1996-01-01
20049012,80,4,Oliven,Fr. je 100 kg brutto,1,29.00,1996-01-01
20049013,80,4,Zuckermais (Zea mays var. saccharata),Fr. je 100 kg brutto,1,21.00,1998-07-01
20049018,80,4,andere Gemüse,Fr. je 100 kg brutto,1,42.50,1998-07-01
,10,4,Gemüsemischungen:,,,,1996-01-01
,10,5,Kartoffeln enthaltend:,,,,1996-01-01
20049028,80,6,innerhalb des Zollkontingents (K-Nr. 14) eingeführt,Fr. je 100 kg brutto,1,50.00,1996-01-01
20049029,80,6,andere,Fr. je 100 kg brutto,1,224.00,1996-01-01
20049039,80,5,andere Mischungen,Fr. je 100 kg brutto,1,42.50,1996-01-01
,10,3,in Behältnissen von nicht mehr als 5 kg:,,,,1996-01-01
20049041,80,4,Spargeln,Fr. je 100 kg brutto,1,17.00,1996-01-01
20049042,80,4,Oliven,Fr. je 100 kg brutto,1,35.00,1996-01-01
20049043,80,4,Zuckermais (Zea mays var. saccharata),Fr. je 100 kg brutto,1,21.00,1996-01-01
20049049,80,4,andere Gemüse,Fr. je 100 kg brutto,1,59.50,1996-01-01
,10,4,Gemüsemischungen:,,,,1996-01-01
,10,5,Kartoffeln enthaltend:,,,,1996-01-01
20049051,80,6,innerhalb des Zollkontingents (K-Nr. 14) eingeführt,Fr. je 100 kg brutto,1,70.00,1996-01-01
20049059,80,6,andere,Fr. je 100 kg brutto,1,224.00,1996-01-01
20049069,80,5,andere Mischungen,Fr. je 100 kg brutto,1,59.50,1996-01-01
2005,80,1,"Andere Gemüse, in anderer Weise als mit Essig oder Essigsäure zubereitet oder haltbar gemacht, nicht gefroren, andere als Erzeugnisse der Nr. 2006:",,0,,1996-01-01
20051000,80,2,homogenisierte Gemüse,Fr. je 100 kg brutto,1,49.00,1996-01-01
200520,80,2,Kartoffeln:,,0,,1996-01-01
,10,3,"Zubereitungen in Form von Mehl, Griess oder Flocken, aus vorwiegend Kartoffeln:",,,,1996-01-01
20052011,80,4,mit einem Gehalt an Kartoffeln von mehr als 80 Gewichtsprozent,Fr. je 100 kg brutto,1,388.00,1996-01-01
20052012,80,4,mit einem Gehalt an Kartoffeln von nicht mehr als 80 Gewichtsprozent,Fr. je 100 kg brutto,1,318.80,1996-01-01
,10,3,"in dünnen Scheiben oder feinen Stäbchen, in Fett oder Öl gebacken, und extrudierte Erzeugnisse:",,,,1996-01-01
,10,4,innerhalb des Zollkontingents (K-Nr. 14) eingeführt:,,,,1996-01-01
20052021,80,5,in Behältnissen von mehr als 5 kg,Fr. je 100 kg brutto,1,50.00,1996-01-01
20052022,80,5,andere,Fr. je 100 kg brutto,1,70.00,1996-01-01
20052029,80,4,andere,Fr. je 100 kg brutto,1,935.00,1996-01-01
,10,3,andere:,,,,1996-01-01
,10,4,innerhalb des Zollkontingents (K-Nr. 14) eingeführt:,,,,1996-01-01
20052092,80,5,in Behältnissen von mehr als 5 kg,Fr. je 100 kg brutto,1,50.00,1996-01-01
20052093,80,5,andere,Fr. je 100 kg brutto,1,70.00,1996-01-01
20052099,80,4,andere,Fr. je 100 kg brutto,1,935.00,1996-01-01
200540,80,2,Erbsen (Pisum sativum):,,0,,1996-01-01
20054010,80,3,in Behältnissen von mehr als 5 kg,Fr. je 100 kg brutto,1,42.50,1996-01-01
20054090,80,3,andere,Fr. je 100 kg brutto,1,59.50,1996-01-01
,10,2,"Bohnen (Vigna spp., Phaseolus spp.):",,,,1996-01-01
200551,80,3,"Bohnen, ausgelöst:",,0,,1996-01-01
20055110,80,4,in Behältnissen von mehr als 5 kg,Fr. je 100 kg brutto,1,42.50,1996-01-01
20055190,80,4,andere,Fr. je 100 kg brutto,1,59.50,1996-01-01
200559,80,3,andere:,,0,,1996-01-01
20055910,80,4,in Behältnissen von mehr als 5 kg,Fr. je 100 kg brutto,1,42.50,1996-01-01
20055990,80,4,andere,Fr. je 100 kg brutto,1,59.50,1996-01-01
200560,80,2,Spargeln:,,0,,1996-01-01
20056010,80,3,in Behältnissen von mehr als 5 kg,Fr. je 100 kg brutto,1,29.00,1996-01-01
20056090,80,3,andere,Fr. je 100 kg brutto,1,14.00,1996-01-01
200570,80,2,Oliven:,,0,,1996-01-01
20057010,80,3,in Behältnissen von mehr als 5 kg,Fr. je 100 kg brutto,1,29.00,1996-01-01
20057090,80,3,andere,Fr. je 100 kg brutto,1,39.00,1996-01-01
20058000,80,2,Zuckermais (Zea mays var. saccharata),Fr. je 100 kg brutto,1,0.00,1996-01-01
,10,2,andere Gemüse und Gemüsemischungen:,,,,2007-01-01
200591,80,3,Bambussprossen:,,0,,2007-01-01
20059110,80,4,in Behältnissen von mehr als 5 kg,Fr. je 100 kg brutto,1,42.50,2007-01-01
20059190,80,4,andere,Fr. je 100 kg brutto,1,59.50,2007-01-01
200599,80,3,andere:,,0,,2007-01-01
20059910,80,4,Sauerkraut,Fr. je 100 kg brutto,1,38.00,2007-01-01
,10,4,"andere, in Behältnissen von mehr als 5 kg:",,,,2007-01-01
20059911,80,5,andere Gemüse,Fr. je 100 kg brutto,1,42.50,2007-01-01
,10,5,Gemüsemischungen:,,,,2007-01-01
,10,6,Kartoffeln enthaltend:,,,,2007-01-01
20059921,80,7,innerhalb des Zollkontingents (K-Nr. 14) eingeführt,Fr. je 100 kg brutto,1,50.00,2007-01-01
20059929,80,7,andere,Fr. je 100 kg brutto,1,336.60,2007-01-01
20059939,80,6,andere Mischungen,Fr. je 100 kg brutto,1,42.50,2007-01-01
,10,4,"andere, in Behältnissen von nicht mehr als 5 kg:",,,,2007-01-01
20059941,80,5,andere Gemüse,Fr. je 100 kg brutto,1,59.50,2007-01-01
,10,5,Gemüsemischungen:,,,,2007-01-01
,10,6,Kartoffeln enthaltend:,,,,2007-01-01
20059951,80,7,innerhalb des Zollkontingents (K-Nr. 14) eingeführt,Fr. je 100 kg brutto,1,70.00,2007-01-01
20059959,80,7,andere,Fr. je 100 kg brutto,1,336.60,2007-01-01
20059969,80,6,andere Mischungen,Fr. je 100 kg brutto,1,59.50,2007-01-01
2006,80,1,"Gemüse, Früchte, Fruchtschalen und andere Pflanzenteile, mit Zucker haltbar gemacht (durchtränkt und abgetropft, glasiert oder kandiert):",,0,,1996-01-01
20060010,80,2,"tropische Früchte, Schalen tropischer Früchte",Fr. je 100 kg brutto,1,8.00,1996-01-01
20060020,80,2,Zuckermais (Zea mays var. saccharata),Fr. je 100 kg brutto,1,32.00,2005-02-01
20060080,80,2,andere,Fr. je 100 kg brutto,1,32.00,2005-02-01
2007,80,1,"Konfitüren, Fruchtgelees, Marmeladen, Fruchtmus und Fruchtpasten, durch Kochen hergestellt, auch mit Zusatz von Zucker oder anderen Süssstoffen:",,0,,1988-01-01
20071000,80,2,homogenisierte Zubereitungen,Fr. je 100 kg brutto,1,32.00,1988-01-01
,10,2,andere:,,,,1988-01-01
200791,80,3,von Zitrusfrüchten:,,0,,1988-01-01
20079110,80,4,ohne Zusatz von Zucker oder anderen Süssstoffen,Fr. je 100 kg brutto,1,14.00,1988-01-01
20079120,80,4,mit Zusatz von Zucker oder anderen Süssstoffen,Fr. je 100 kg brutto,1,32.00,1988-01-01
200799,80,3,andere:,,0,,1988-01-01
,10,4,ohne Zusatz von Zucker oder anderen Süssstoffen:,,,,1988-01-01
20079911,80,5,tropische Früchte,Fr. je 100 kg brutto,1,4.00,1988-01-01
20079919,80,5,andere,Fr. je 100 kg brutto,1,14.00,1988-01-01
,10,4,mit Zusatz von Zucker oder anderen Süssstoffen:,,,,1988-01-01
20079921,80,5,tropische Früchte,Fr. je 100 kg brutto,1,21.00,1988-01-01
20079929,80,5,andere,Fr. je 100 kg brutto,1,38.00,1988-01-01
2008,80,1,"Früchte und andere geniessbare Pflanzenteile, in anderer Weise zubereitet oder haltbar gemacht, auch mit Zusatz von Zucker oder anderen Süssstoffen oder von Alkohol, anderweit weder genannt noch inbegriffen:",,0,,1988-01-01
,10,2,"Schalenfrüchte, Erdnüsse und andere Samen, auch untereinander gemischt:",,,,1988-01-01
200811,80,3,Erdnüsse:,,0,,1988-01-01
20081110,80,4,Erdnusspaste,Fr. je 100 kg brutto,1,103.00,1988-01-01
20081190,80,4,andere,Fr. je 100 kg brutto,1,4.00,1988-01-01
200819,80,3,"andere, einschliesslich Mischungen:",,0,,1988-01-01
20081910,80,4,tropische Früchte,Fr. je 100 kg brutto,1,4.00,1995-07-01
20081990,80,4,andere,Fr. je 100 kg brutto,1,11.00,1995-07-01
20082000,80,2,Ananas,Fr. je 100 kg brutto,1,18.00,1988-01-01
200830,80,2,Zitrusfrüchte:,,0,,1988-01-01
20083010,80,3,"Pulpe, ohne Zusatz von Zucker oder anderen Süssstoffen",Fr. je 100 kg brutto,1,18.00,1988-01-01
20083090,80,3,andere,Fr. je 100 kg brutto,1,21.00,1988-01-01
200840,80,2,Birnen:,,0,,1988-01-01
20084010,80,3,"Pulpe, ohne Zusatz von Zucker oder anderen Süssstoffen",Fr. je 100 kg brutto,1,21.00,1988-01-01
20084090,80,3,andere,Fr. je 100 kg brutto,1,38.00,1988-01-01
200850,80,2,Aprikosen:,,0,,1988-01-01
20085010,80,3,"Pulpe, ohne Zusatz von Zucker oder anderen Süssstoffen",Fr. je 100 kg brutto,1,21.00,1988-01-01
20085090,80,3,andere,Fr. je 100 kg brutto,1,34.00,1988-01-01
20086000,80,2,Kirschen,Fr. je 100 kg brutto,1,25.50,1988-01-01
200870,80,2,"Pfirsiche, einschliesslich Brugnolen und Nektarinen:",,0,,1988-01-01
20087010,80,3,"Pulpe, ohne Zusatz von Zucker oder anderen Süssstoffen",Fr. je 100 kg brutto,1,21.00,1989-01-01
20087090,80,3,andere,Fr. je 100 kg brutto,1,25.50,1989-01-01
20088000,80,2,Erdbeeren,Fr. je 100 kg brutto,1,25.50,1988-01-01
,10,2,"andere, einschliesslich Mischungen, ausgenommen solche der Nr. 2008.19:",,,,1988-01-01
20089100,80,3,Palmherzen,Fr. je 100 kg brutto,1,28.00,1988-01-01
200893,80,3,"Moosbeeren (Vaccinium macrocarpon, Vaccinium oxycoccos); Preiselbeeren (Vaccinium vitis-idaea):",,0,,2012-01-01
20089310,80,4,"Pulpe, ohne Zusatz von Zucker oder anderen Süssstoffen",Fr. je 100 kg brutto,1,18.00,2012-01-01
20089390,80,4,andere,Fr. je 100 kg brutto,1,25.50,2012-01-01
200897,80,3,Mischungen:,,0,,2012-01-01
20089711,80,4,von tropischen Früchten,Fr. je 100 kg brutto,1,28.00,2012-01-01
20089799,80,4,andere,Fr. je 100 kg brutto,1,28.00,2012-01-01
200899,80,3,andere:,,0,,1988-01-01
,10,4,"Pulpe, ohne Zusatz von Zucker oder anderen Süssstoffen:",,,,1988-01-01
20089911,80,5,von tropischen Früchten,Fr. je 100 kg brutto,1,4.00,1988-01-01
20089919,80,5,andere,Fr. je 100 kg brutto,1,18.00,1988-01-01
,10,4,andere:,,,,1988-01-01
20089991,80,5,Äpfel,Fr. je 100 kg brutto,1,38.00,1988-01-01
,10,5,andere Früchte:,,,,1988-01-01
20089996,80,6,tropische Früchte,Fr. je 100 kg brutto,1,25.50,1995-07-01
20089997,80,6,andere,Fr. je 100 kg brutto,1,25.50,1995-07-01
20089998,80,5,"Mais, anderer als Zuckermais (Zea mays var. saccharata)",Fr. je 100 kg brutto,1,21.00,1995-07-01
20089999,80,5,andere Pflanzenteile,Fr. je 100 kg brutto,1,77.00,1989-01-01
2009,80,1,"Fruchtsäfte (einschliesslich Traubenmost und Kokosnusswasser) oder Gemüsesäfte, nicht gegoren, ohne Zusatz von Alkohol, auch mit Zusatz von Zucker oder anderen Süssstoffen:",,0,,1988-01-01
,10,2,Orangensaft:,,,,1988-01-01
200911,80,3,gefroren:,,0,,1988-01-01
20091110,80,4,ohne Zusatz von Zucker oder anderen Süssstoffen,Fr. je 100 kg brutto,1,14.00,1988-01-01
20091120,80,4,mit Zusatz von Zucker oder anderen Süssstoffen,Fr. je 100 kg brutto,1,49.00,1988-01-01
200912,80,3,"nicht gefroren, mit einem Brix-Wert von nicht mehr als 20:",,0,,2002-01-01
20091210,80,4,ohne Zusatz von Zucker oder anderen Süssstoffen,Fr. je 100 kg brutto,1,14.00,2002-01-01
20091220,80,4,mit Zusatz von Zucker oder anderen Süssstoffen,Fr. je 100 kg brutto,1,49.00,2002-01-01
200919,80,3,anderer:,,0,,1988-01-01
20091930,80,4,ohne Zusatz von Zucker oder anderen Süssstoffen,Fr. je 100 kg brutto,1,14.00,2002-01-01
20091940,80,4,mit Zusatz von Zucker oder anderen Süssstoffen,Fr. je 100 kg brutto,1,49.00,2002-01-01
,10,2,"Pampelmusensaft, Grapefruitsaft; Pomelosaft:",,,,2002-01-01
200921,80,3,mit einem Brix-Wert von nicht mehr als 20:,,0,,2002-01-01
20092110,80,4,ohne Zusatz von Zucker oder anderen Süssstoffen,Fr. je 100 kg brutto,1,14.00,2002-01-01
20092120,80,4,mit Zusatz von Zucker oder anderen Süssstoffen,Fr. je 100 kg brutto,1,49.00,2002-01-01
200929,80,3,anderer:,,0,,2002-01-01
20092910,80,4,ohne Zusatz von Zucker oder anderen Süssstoffen,Fr. je 100 kg brutto,1,0.00,2002-01-01
20092920,80,4,mit Zusatz von Zucker oder anderen Süssstoffen,Fr. je 100 kg brutto,1,49.00,2002-01-01
,10,2,Saft anderer Zitrusfrüchte:,,,,2002-01-01
200931,80,3,mit einem Brix-Wert von nicht mehr als 20:,,0,,2002-01-01
,10,4,ohne Zusatz von Zucker oder anderen Süssstoffen:,,,,2002-01-01
20093111,80,5,"Zitronensaft, roh (auch stabilisiert)",Fr. je 100 kg brutto,1,0.00,2002-01-01
20093119,80,5,anderer,Fr. je 100 kg brutto,1,20.00,2002-01-01
20093120,80,4,mit Zusatz von Zucker oder anderen Süssstoffen,Fr. je 100 kg brutto,1,49.00,2002-01-01
200939,80,3,anderer:,,0,,2002-01-01
,10,4,ohne Zusatz von Zucker oder anderen Süssstoffen:,,,,2002-01-01
20093911,80,5,Agro-cotto,Fr. je 100 kg brutto,1,0.00,2002-01-01
20093919,80,5,anderer,Fr. je 100 kg brutto,1,20.00,2002-01-01
20093920,80,4,mit Zusatz von Zucker oder anderen Süssstoffen,Fr. je 100 kg brutto,1,49.00,2002-01-01
,10,2,Ananassaft:,,,,2002-01-01
200941,80,3,mit einem Brix-Wert von nicht mehr als 20:,,0,,2002-01-01
20094110,80,4,ohne Zusatz von Zucker oder anderen Süssstoffen,Fr. je 100 kg brutto,1,14.00,2002-01-01
20094120,80,4,mit Zusatz von Zucker oder anderen Süssstoffen,Fr. je 100 kg brutto,1,35.00,2002-01-01
200949,80,3,anderer:,,0,,2002-01-01
20094910,80,4,ohne Zusatz von Zucker oder anderen Süssstoffen,Fr. je 100 kg brutto,1,14.00,2002-01-01
20094920,80,4,mit Zusatz von Zucker oder anderen Süssstoffen,Fr. je 100 kg brutto,1,35.00,2002-01-01
20095000,80,2,Tomatensaft,Fr. je 100 kg brutto,1,14.00,1988-01-01
,10,2,Traubensaft (einschliesslich Traubenmost):,,,,2002-01-01
200961,80,3,mit einem Brix-Wert von nicht mehr als 30:,,0,,2002-01-01
,10,4,in Behältnissen mit einem Fassungsvermögen von mehr als 3 l:,,,,2002-01-01
20096111,80,5,innerhalb des Zollkontingents (K-Nr. 22) eingeführt,Fr. je 100 kg brutto,1,34.00,2002-01-01
20096119,80,5,anderer,Fr. je Liter,1,3.47,2002-01-01
,10,4,in Behältnissen mit einem Fassungsvermögen von nicht mehr als 3 l:,,,,2002-01-01
20096122,80,5,innerhalb des Zollkontingents (K-Nr. 22) eingeführt,Fr. je 100 kg brutto,1,50.00,2002-01-01
20096129,80,5,anderer,Fr. je Liter,1,3.94,2002-01-01
200969,80,3,anderer:,,0,,2002-01-01
20096910,80,4,innerhalb des Zollkontingents (K-Nr. 22) eingeführt,Fr. je 100 kg brutto,1,100.00,2002-01-01
20096990,80,4,anderer,Fr. je 100 kg brutto,1,782.00,2002-01-01
,10,2,Apfelsaft:,,,,2002-01-01
200971,80,3,mit einem Brix-Wert von nicht mehr als 20:,,0,,2002-01-01
,10,4,in Behältnissen mit einem Fassungsvermögen von mehr als 3 l:,,,,2002-01-01
20097111,80,5,innerhalb des Zollkontingents (K-Nr. 21) eingeführt,Fr. je 100 kg brutto,1,30.00,2002-01-01
20097119,80,5,anderer,Fr. je 100 kg brutto,1,82.00,2002-01-01
,10,4,in Behältnissen mit einem Fassungsvermögen von nicht mehr als 3 l:,,,,2002-01-01
20097121,80,5,innerhalb des Zollkontingents (K-Nr. 21) eingeführt,Fr. je 100 kg brutto,1,50.00,2002-01-01
20097129,80,5,anderer,Fr. je 100 kg brutto,1,82.00,2002-01-01
200979,80,3,anderer:,,0,,2002-01-01
20097910,80,4,innerhalb des Zollkontingents (K-Nr. 21) eingeführt,Fr. je 100 kg brutto,1,100.00,2002-01-01
20097990,80,4,anderer,Fr. je 100 kg brutto,1,260.00,2002-01-01
,10,2,Saft anderer Früchte oder Gemüse:,,,,2012-01-01
200981,80,3,"Moosbeerensaft (Vaccinium macrocarpon, Vaccinium oxycoccos); Preiselbeerensaft (Vaccinium vitis-idaea):",,0,,2012-01-01
20098110,80,4,ohne Zusatz von Zucker oder anderen Süssstoffen,Fr. je 100 kg brutto,1,20.00,2012-01-01
20098120,80,4,mit Zusatz von Zucker oder anderen Süssstoffen,Fr. je 100 kg brutto,1,59.50,2012-01-01
200989,80,3,andere:,,0,,2012-01-01
20098910,80,4,Gemüsesaft,Fr. je 100 kg brutto,1,14.00,2012-01-01
,10,4,Birnensaft:,,,,2012-01-01
,10,5,"nicht eingedickt, in Behältnissen mit einem Fassungsvermögen von mehr als 3 l:",,,,2012-01-01
20098921,80,6,innerhalb des Zollkontingents (K-Nr. 21) eingeführt,Fr. je 100 kg brutto,1,30.00,2012-01-01
20098929,80,6,andere,Fr. je 100 kg brutto,1,82.00,2012-01-01
,10,5,"nicht eingedickt, in Behältnissen mit einem Fassungsvermögen von nicht mehr als 3 l:",,,,2012-01-01
20098931,80,6,innerhalb des Zollkontingents (K-Nr. 21) eingeführt,Fr. je 100 kg brutto,1,50.00,2012-01-01
20098939,80,6,andere,Fr. je 100 kg brutto,1,82.00,2012-01-01
,10,5,eingedickt:,,,,2012-01-01
20098941,80,6,innerhalb des Zollkontingents (K-Nr. 21) eingeführt,Fr. je 100 kg brutto,1,100.00,2012-01-01
20098949,80,6,andere,Fr. je 100 kg brutto,1,217.00,2012-01-01
,10,4,andere:,,,,2012-01-01
,10,5,ohne Zusatz von Zucker oder anderen Süssstoffen:,,,,2012-01-01
20098981,80,6,von tropischen Früchten,Fr. je 100 kg brutto,1,6.00,2012-01-01
20098989,80,6,andere,Fr. je 100 kg brutto,1,20.00,2012-01-01
,10,5,mit Zusatz von Zucker oder anderen Süssstoffen:,,,,2012-01-01
20098991,80,6,von tropischen Früchten,Fr. je 100 kg brutto,1,14.00,2012-01-01
20098999,80,6,andere,Fr. je 100 kg brutto,1,59.50,2012-01-01
200990,80,2,Mischungen von Säften:,,0,,1988-01-01
,10,3,Gemüsesäfte:,,,,1995-07-01
,10,4,Kernobstsaft enthaltend:,,,,1995-07-01
20099011,80,5,innerhalb des Zollkontingents (K-Nr. 21) eingeführt,Fr. je 100 kg brutto,1,20.00,1995-07-01
20099019,80,5,andere,Fr. je 100 kg brutto,1,82.00,1995-07-01
20099029,80,4,andere,Fr. je 100 kg brutto,1,17.00,1995-07-01
,10,3,andere:,,,,1995-07-01
20099030,80,4,"auf der Grundlage von Traubensaft, eingedickt",Fr. je 100 kg brutto,1,782.00,1995-07-01
,10,4,"auf der Grundlage von Kernobstsaft, eingedickt:",,,,1995-07-01
20099031,80,5,innerhalb des Zollkontingents (K-Nr. 21) eingeführt,Fr. je 100 kg brutto,1,100.00,1995-07-01
20099039,80,5,andere,Fr. je 100 kg brutto,1,256.00,1995-07-01
,10,4,"andere, ohne Zusatz von Zucker oder anderen Süssstoffen:",,,,1995-07-01
,10,5,"Kernobstsaft enthaltend, eingedickt:",,,,1995-07-01
20099041,80,6,innerhalb des Zollkontingents (K-Nr. 21) eingeführt,Fr. je 100 kg brutto,1,28.00,1995-07-01
20099049,80,6,andere,Fr. je 100 kg brutto,1,256.00,1995-07-01
,10,5,"Kernobstsaft enthaltend, nicht eingedickt:",,,,1995-07-01
20099051,80,6,innerhalb des Zollkontingents (K-Nr. 21) eingeführt,Fr. je 100 kg brutto,1,28.00,1995-07-01
20099059,80,6,andere,Fr. je 100 kg brutto,1,82.00,1995-07-01
,10,5,andere:,,,,1995-07-01
20099061,80,6,auf der Grundlage von tropischen Früchten,Fr. je 100 kg brutto,1,7.00,1995-07-01
20099069,80,6,andere,Fr. je 100 kg brutto,1,7.00,1995-07-01
,10,4,"andere, mit Zusatz von Zucker oder anderen Süssstoffen:",,,,1995-07-01
,10,5,"Kernobstsaft enthaltend, eingedickt:",,,,1995-07-01
20099071,80,6,innerhalb des Zollkontingents (K-Nr. 21) eingeführt,Fr. je 100 kg brutto,1,70.00,1995-07-01
20099079,80,6,andere,Fr. je 100 kg brutto,1,256.00,1995-07-01
,10,5,"Kernobstsaft enthaltend, nicht eingedickt:",,,,1995-07-01
20099081,80,6,innerhalb des Zollkontingents (K-Nr. 21) eingeführt,Fr. je 100 kg brutto,1,70.00,1995-07-01
20099089,80,6,andere,Fr. je 100 kg brutto,1,82.00,1995-07-01
,10,5,andere:,,,,1995-07-01
20099098,80,6,auf der Grundlage von tropischen Früchten,Fr. je 100 kg brutto,1,18.00,1995-07-01
20099099,80,6,andere,Fr. je 100 kg brutto,1,18.00,1995-07-01
21,80,0,Verschiedene Nahrungsmittelzubereitungen,,0,,1988-01-01
2101,80,1,"Auszüge, Essenzen und Konzentrate aus Kaffee, Tee oder Mate und Zubereitungen auf der Grundlage dieser Waren oder auf der Grundlage von Kaffee, Tee oder Mate; geröstete Zichorie und andere geröstete Kaffee-Ersatzmittel und ihre Auszüge, Essenzen und Konzentrate:",,0,,1988-01-01
,10,2,"Auszüge, Essenzen und Konzentrate aus Kaffee und Zubereitungen auf der Grundlage solcher Auszüge, Essenzen oder Konzentrate oder auf der Grundlage von Kaffee:",,,,1996-01-01
21011100,80,3,"Auszüge, Essenzen und Konzentrate",Fr. je 100 kg brutto,1,182.00,1996-01-01
210112,80,3,"Zubereitungen auf der Grundlage von Auszügen, Essenzen oder Konzentraten oder auf der Grundlage von Kaffee:",,0,,1996-01-01
,10,4,"Zubereitungen auf der Grundlage von Auszügen, Essenzen oder Konzentraten:",,,,2005-02-01
21011211,80,5,"mit einem Gehalt von 1,5 oder mehr Gewichtsprozent Milchfett, von 2,5 oder mehr Gewichtsprozent Milchprotein, von 5 oder mehr Gewichtsprozent Zucker oder von 5 oder mehr Gewichtsprozent Stärke",Fr. je 100 kg brutto,1,182.00,2005-02-01
21011219,80,5,andere,Fr. je 100 kg brutto,1,182.00,2005-02-01
,10,4,andere:,,,,2005-02-01
21011291,80,5,"mit einem Gehalt von 1,5 oder mehr Gewichtsprozent Milchfett, von 2,5 oder mehr Gewichtsprozent Milchprotein, von 5 oder mehr Gewichtsprozent Zucker oder von 5 oder mehr Gewichtsprozent Stärke",Fr. je 100 kg brutto,1,154.00,2005-02-01
21011299,80,5,andere,Fr. je 100 kg brutto,1,154.00,2005-02-01
210120,80,2,"Auszüge, Essenzen und Konzentrate aus Tee oder Mate und Zubereitungen auf der Grundlage solcher Auszüge, Essenzen oder Konzentrate oder auf der Grundlage von Tee oder Mate:",,0,,1988-01-01
,10,3,"Auszüge, Essenzen und Konzentrate aus Tee oder Mate und Zubereitungen auf der Grundlage dieser Auszüge, Essenzen oder Konzentrate:",,,,2005-02-01
21012011,80,4,"mit einem Gehalt von 1,5 oder mehr Gewichtsprozent Milchfett, von 2,5 oder mehr Gewichtsprozent Milchprotein, von 5 oder mehr Gewichtsprozent Zucker oder von 5 oder mehr Gewichtsprozent Stärke",Fr. je 100 kg brutto,1,189.00,2005-02-01
21012019,80,4,andere,Fr. je 100 kg brutto,1,189.00,2005-02-01
,10,3,andere:,,,,2005-02-01
21012091,80,4,"mit einem Gehalt von 1,5 oder mehr Gewichtsprozent Milchfett, von 2,5 oder mehr Gewichtsprozent Milchprotein, von 5 oder mehr Gewichtsprozent Zucker oder von 5 oder mehr Gewichtsprozent Stärke",Fr. je 100 kg brutto,1,124.00,2005-02-01
21012099,80,4,andere,Fr. je 100 kg brutto,1,124.00,2005-02-01
21013000,80,2,"geröstete Zichorie und andere geröstete Kaffee-Ersatzmittel und ihre Auszüge, Essenzen und Konzentrate",Fr. je 100 kg brutto,1,35.00,1988-01-01
2102,80,1,Hefen (lebend oder nichtlebend); andere nichtlebende einzellige Mikroorganismen (ausgenommen Vakzine der Nr. 3002); zubereitete Backtriebmittel in Pulverform:,,0,,1988-01-01
210210,80,2,lebende Hefen:,,0,,1988-01-01
