GOODS_CODE,SUFFIX,INDENT,DESCRIPTION,UNIT,IS_LEAF,GT_RATE,START_DATE
02071321,80,5,importati nei limiti del contingente doganale (n. cont. 6),Fr. per 100 kg peso lordo,1,135.00,1996-01-01
02071329,80,5,altri,Fr. per 100 kg peso lordo,1,2280.00,1996-01-01
020714,80,3,"pezzi e frattaglie, congelati:",,0,,1996-01-01
,10,4,petti:,,,,1996-01-01
02071481,80,5,importati nei limiti del contingente doganale (n. cont. 6),Fr. per 100 kg peso lordo,1,135.00,1996-01-01
02071489,80,5,altri,Fr. per 100 kg peso lordo,1,1945.00,1996-01-01
,10,4,altri:,,,,1996-01-01
02071491,80,5,importati nei limiti del contingente doganale (n. cont. 6),Fr. per 100 kg peso lordo,1,135.00,1996-01-01
02071499,80,5,altri,Fr. per 100 kg peso lordo,1,456.00,1996-01-01
,10,2,di tacchini e di tacchine:,,,,1996-01-01
020724,80,3,"non tagliati in pezzi, freschi o refrigerati:",,0,,1996-01-01
02072410,80,4,importati nei limiti del contingente doganale (n. cont. 6),Fr. per 100 kg peso lordo,1,135.00,1996-01-01
02072490,80,4,altri,Fr. per 100 kg peso lordo,1,422.00,1996-01-01
020725,80,3,"non tagliati in pezzi, congelati:",,0,,1996-01-01
02072510,80,4,importati nei limiti del contingente doganale (n. cont. 6),Fr. per 100 kg peso lordo,1,135.00,1996-01-01
02072590,80,4,altri,Fr. per 100 kg peso lordo,1,497.00,1996-01-01
020726,80,3,"pezzi e frattaglie, freschi o refrigerati:",,0,,1996-01-01
,10,4,petti:,,,,1996-01-01
02072611,80,5,importati nei limiti del contingente doganale (n. cont. 6),Fr. per 100 kg peso lordo,1,135.00,1996-01-01
02072619,80,5,altri,Fr. per 100 kg peso lordo,1,1669.00,1996-01-01
,10,4,altri pezzi e frattaglie:,,,,1996-01-01
02072621,80,5,importati nei limiti del contingente doganale (n. cont. 6),Fr. per 100 kg peso lordo,1,135.00,1996-01-01
02072629,80,5,altri,Fr. per 100 kg peso lordo,1,647.00,1996-01-01
020727,80,3,"pezzi e frattaglie, congelati:",,0,,1996-01-01
,10,4,petti:,,,,1996-01-01
02072781,80,5,importati nei limiti del contingente doganale (n. cont. 6),Fr. per 100 kg peso lordo,1,135.00,1996-01-01
02072789,80,5,altri,Fr. per 100 kg peso lordo,1,1880.00,1996-01-01
,10,4,altri:,,,,1996-01-01
02072791,80,5,importati nei limiti del contingente doganale (n. cont. 6),Fr. per 100 kg peso lordo,1,135.00,1996-01-01
02072799,80,5,altri,Fr. per 100 kg peso lordo,1,358.00,1996-01-01
,10,2,di anatre:,,,,2012-01-01
020741,80,3,"non tagliati in pezzi, freschi o refrigerati:",,0,,2012-01-01
02074110,80,4,importati nei limiti del contingente doganale (n. cont. 6),Fr. per 100 kg peso lordo,1,135.00,2012-01-01
02074190,80,4,altri,Fr. per 100 kg peso lordo,1,559.00,2012-01-01
020742,80,3,"non tagliati in pezzi, congelati:",,0,,2012-01-01
02074210,80,4,importati nei limiti del contingente doganale (n. cont. 6),Fr. per 100 kg peso lordo,1,135.00,2012-01-01
02074290,80,4,altri,Fr. per 100 kg peso lordo,1,937.00,2012-01-01
02074300,80,3,"fegati grassi, freschi o refrigerati",Fr. per 100 kg peso lordo,1,32.00,2012-01-01
020744,80,3,"altri, freschi o refrigerati:",,0,,2012-01-01
,10,4,petti:,,,,2012-01-01
02074411,80,5,importati nei limiti del contingente doganale (n. cont. 6),Fr. per 100 kg peso lordo,1,135.00,2012-01-01
02074419,80,5,altri,Fr. per 100 kg peso lordo,1,1966.00,2012-01-01
,10,4,altri:,,,,2012-01-01
02074491,80,5,importati nei limiti del contingente doganale (n. cont. 6),Fr. per 100 kg peso lordo,1,135.00,2012-01-01
02074499,80,5,altri,Fr. per 100 kg peso lordo,1,135.00,2012-01-01
020745,80,3,"altri, congelati:",,0,,2012-01-01
02074510,80,4,fegati grassi,Fr. per 100 kg peso lordo,1,4555.00,2012-01-01
,10,4,altri:,,,,2012-01-01
02074591,80,5,importati nei limiti del contingente doganale (n. cont. 6),Fr. per 100 kg peso lordo,1,135.00,2012-01-01
02074599,80,5,altri,Fr. per 100 kg peso lordo,1,456.00,2012-01-01
,10,2,di oche:,,,,2012-01-01
020751,80,3,"non tagliati in pezzi, freschi o refrigerati:",,0,,2012-01-01
02075110,80,4,importati nei limiti del contingente doganale (n. cont. 6),Fr. per 100 kg peso lordo,1,135.00,2012-01-01
02075190,80,4,altri,Fr. per 100 kg peso lordo,1,297.00,2012-01-01
020752,80,3,"non tagliati in pezzi, congelati:",,0,,2012-01-01
02075210,80,4,importati nei limiti del contingente doganale (n. cont. 6),Fr. per 100 kg peso lordo,1,135.00,2012-01-01
02075290,80,4,altri,Fr. per 100 kg peso lordo,1,1118.00,2012-01-01
