revision,effective_date,effective_date_label,source_url,source_sha256,acquired_at,notes
2026_rev_9,2026-09-01,"September 1, 2026",,bbcc24a9a9870e0e08cca8eeea67535efbdf8751069aed071a02228105aa4eb5,2026-09-02T18:24:36+00:00,
