revision,effective_date,effective_date_label,source_url,source_sha256,acquired_at,notes
2026_rev_101,2026-01-01,"January 1, 2026",,e7c6324ccf4fdd6f9c878e9f9bf9ea09cd075ca80f1777f304cdeac571eb74ab,2026-09-02T18:38:25+00:00,
