revision,effective_date,effective_date_label,source_url,source_sha256,acquired_at,notes
2026_rev_901,2026-09-01,"September 1, 2026 Swiss tariff (master data 2026-09-01)",https://datahub.bazg.admin.ch/public-resources/TariffMasterData_v6.zip,41df1b26db8d4afca2a118d4f94f8744749ac74d2de7a0b3500421f53b4c72e3,2026-09-01T20:01:57+00:00,
