revision,effective_date,effective_date_label,source_url,source_sha256,acquired_at,notes
2022_rev_7,2022-01-01,"Arancel de Aduanas, 7ma Enmienda (2022)",,b3dca08680f44e4f2774ee51348f92c3eaffb43a2262c6a9ca7082ccd71b6abb,2026-08-27T20:23:43+00:00,"User-supplied transcription of the DGA 7ma Enmienda book (current edition as of 2026). 7,697 operative 8-digit subheadings; Spanish; leaves at 8 digits."
